YEAR,ACPR_CODE_2018,ACPR_NAME_2018,STATE,CARE_TYPE,total_admissions,pct_indigenous,pct_female,pct_cald
2024,703,Darwin,NT,Home care,193,0.0,0.5906735751295337,0.18652849740932642
2024,703,Darwin,NT,Permanent residential care,118,0.0,0.5338983050847458,0.19491525423728814
2024,703,Darwin,NT,Respite residential care,84,0.0,0.5119047619047619,0.17857142857142858
2024,703,Darwin,NT,Short-term restorative care,85,0.0,0.5529411764705883,0.08235294117647059
2024,703,Darwin,NT,Transition care,139,0.0,0.460431654676259,0.17985611510791366
2024,704,East Arnhem,NT,Home care,42,0.0,0.5714285714285714,0.8095238095238095
2024,705,Katherine,NT,Home care,33,0.0,0.3939393939393939,0.42424242424242425
2024,705,Katherine,NT,Permanent residential care,18,0.0,0.2222222222222222,0.5555555555555556
2024,705,Katherine,NT,Respite residential care,39,0.0,0.38461538461538464,0.3076923076923077
2024,801,ACT,ACT,Home care,889,0.0,0.6276715410573678,0.10798650168728909
2024,801,ACT,ACT,Permanent residential care,928,0.0,0.5775862068965517,0.10883620689655173
2024,801,ACT,ACT,Respite residential care,876,0.0,0.5616438356164384,0.11529680365296803
2024,801,ACT,ACT,Short-term restorative care,199,0.0,0.6080402010050251,0.07537688442211055
2024,801,ACT,ACT,Transition care,225,0.0,0.6666666666666666,0.18666666666666668
