sa3_code,sa3_name,n_facilities,n_residential,n_homecare,residential_places,homecare_places,n_nfp,n_government,n_private,year
10402.0,Coffs Harbour,28,14,13,916.0,6.0,20,2,6,2019
10501.0,Bourke - Cobar - Coonamble,17,15,2,275.0,18.0,4,12,1,2019
10502.0,Broken Hill and Far West,13,4,7,222.0,5.0,10,2,1,2019
10503.0,Dubbo,33,19,13,962.0,17.0,20,9,4,2019
10601.0,Lower Hunter,19,11,7,818.0,0.0,18,1,0,2019
10602.0,Maitland,9,6,3,549.0,0.0,7,0,2,2019
10603.0,Port Stephens,13,8,5,704.0,0.0,8,0,5,2019
10604.0,Upper Hunter,16,9,7,317.0,0.0,13,3,0,2019
10701.0,Dapto - Port Kembla,20,9,10,885.0,0.0,18,1,1,2019
10703.0,Kiama - Shellharbour,15,9,6,872.0,0.0,12,2,1,2019
10704.0,Wollongong,31,14,17,1406.0,0.0,24,1,6,2019
10801.0,Great Lakes,9,5,4,561.0,0.0,5,1,3,2019
10802.0,Kempsey - Nambucca,22,9,13,843.0,0.0,18,0,4,2019
10804.0,Port Macquarie,38,12,24,1129.0,0.0,25,4,9,2019
10805.0,Taree - Gloucester,19,10,8,763.0,0.0,15,3,1,2019
10901.0,Albury,27,15,10,774.0,2.0,19,4,4,2019
10902.0,Lower Murray,5,4,1,119.0,0.0,2,2,1,2019
10903.0,Upper Murray exc. Albury,19,16,3,607.0,5.0,13,5,1,2019
11001.0,Armidale,17,9,7,373.0,0.0,8,6,3,2019
11002.0,Inverell - Tenterfield,21,14,7,520.0,13.0,12,7,2,2019
11003.0,Moree - Narrabri,8,4,3,207.0,0.0,5,2,1,2019
11004.0,Tamworth - Gunnedah,29,15,12,759.0,7.0,19,9,1,2019
11101.0,Lake Macquarie - East,31,18,13,1195.0,0.0,24,0,7,2019
11102.0,Lake Macquarie - West,19,11,7,1048.0,0.0,16,0,3,2019
11103.0,Newcastle,47,23,21,2229.0,0.0,35,4,8,2019
11201.0,Richmond Valley - Coastal,24,12,12,926.0,0.0,23,0,1,2019
11202.0,Richmond Valley - Hinterland,26,13,11,733.0,12.0,20,5,1,2019
11203.0,Tweed Valley,34,15,17,1390.0,9.0,25,1,8,2019
11301.0,Griffith - Murrumbidgee (West),19,11,8,587.0,0.0,12,3,4,2019
11302.0,Tumut - Tumbarumba,8,4,4,183.0,10.0,4,3,1,2019
11303.0,Wagga Wagga,39,19,19,897.0,0.0,25,8,6,2019
11401.0,Shoalhaven,35,18,15,1268.0,0.0,29,1,5,2019
11402.0,Southern Highlands,25,7,17,724.0,0.0,12,0,13,2019
11501.0,Baulkham Hills,82,19,62,2353.0,0.0,31,1,50,2019
11502.0,Dural - Wisemans Ferry,4,3,1,229.0,0.0,2,0,2,2019
11503.0,Hawkesbury,1,1,0,30.0,0.0,1,0,0,2019
11601.0,Blacktown,19,9,8,931.0,5.0,12,1,6,2019
11602.0,Blacktown - North,2,2,0,231.0,0.0,1,0,1,2019
11603.0,Mount Druitt,25,8,16,834.0,0.0,24,0,1,2019
11701.0,Botany,3,2,1,228.0,0.0,2,0,1,2019
11702.0,Marrickville - Sydenham - Petersham,6,5,1,461.0,0.0,3,0,3,2019
11703.0,Sydney Inner City,66,8,56,662.0,0.0,51,1,14,2019
11801.0,Eastern Suburbs - North,24,16,7,1081.0,0.0,13,1,10,2019
11802.0,Eastern Suburbs - South,20,16,3,1287.0,0.0,13,1,6,2019
11901.0,Bankstown,26,16,9,1800.0,0.0,15,1,10,2019
11902.0,Canterbury,27,11,14,901.0,0.0,22,0,5,2019
11903.0,Hurstville,23,14,9,1167.0,0.0,16,0,7,2019
11904.0,Kogarah - Rockdale,29,21,7,1621.0,0.0,13,1,15,2019
12001.0,Canada Bay,12,10,1,904.0,0.0,6,1,5,2019
12002.0,Leichhardt,17,5,12,411.0,0.0,16,0,1,2019
12003.0,Strathfield - Burwood - Ashfield,40,28,12,1945.0,0.0,21,0,19,2019
12101.0,Chatswood - Lane Cove,29,14,15,1001.0,0.0,18,1,10,2019
12102.0,Hornsby,19,14,5,1087.0,0.0,8,0,11,2019
12103.0,Ku-ring-gai,28,16,10,993.0,0.0,16,0,12,2019
12104.0,North Sydney - Mosman,9,8,1,516.0,0.0,3,0,6,2019
12201.0,Manly,3,3,0,197.0,0.0,2,0,1,2019
12202.0,Pittwater,11,9,2,552.0,0.0,4,0,7,2019
12203.0,Warringah,35,18,16,1743.0,0.0,21,1,13,2019
12301.0,Camden,10,5,5,574.0,0.0,1,0,9,2019
12302.0,Campbelltown (NSW),14,6,8,933.0,0.0,9,1,4,2019
12303.0,Wollondilly,5,3,2,271.0,0.0,3,0,2,2019
12401.0,Blue Mountains,13,7,6,677.0,0.0,10,0,3,2019
12403.0,Penrith,24,9,14,762.0,0.0,17,1,6,2019
12404.0,Richmond - Windsor,10,5,5,463.0,0.0,7,0,3,2019
12405.0,St Marys,3,1,1,126.0,0.0,2,0,1,2019
12501.0,Auburn,12,5,7,431.0,0.0,5,0,7,2019
12502.0,Carlingford,5,4,1,355.0,0.0,3,0,2,2019
12503.0,Merrylands - Guildford,15,8,7,756.0,0.0,10,0,5,2019
12504.0,Parramatta,39,18,19,1800.0,0.0,19,1,19,2019
12601.0,Pennant Hills - Epping,4,2,2,201.0,0.0,1,0,3,2019
12602.0,Ryde - Hunters Hill,33,18,13,1580.0,0.0,30,1,2,2019
12701.0,Bringelly - Green Valley,2,2,0,236.0,0.0,2,0,0,2019
12702.0,Fairfield,20,13,7,1394.0,0.0,13,0,7,2019
12703.0,Liverpool,25,10,13,831.0,0.0,15,1,9,2019
12801.0,Cronulla - Miranda - Caringbah,20,13,5,1183.0,0.0,12,1,7,2019
12802.0,Sutherland - Menai - Heathcote,16,12,4,1366.0,0.0,9,0,7,2019
20101.0,Ballarat,38,16,19,1115.0,0.0,20,15,3,2019
20102.0,Creswick - Daylesford - Ballan,13,9,4,271.0,0.0,6,6,1,2019
20103.0,Maryborough - Pyrenees,9,8,1,263.0,0.0,2,7,0,2019
20201.0,Bendigo,26,16,9,1328.0,0.0,11,10,5,2019
20202.0,Heathcote - Castlemaine - Kyneton,11,8,3,519.0,0.0,1,6,4,2019
20203.0,Loddon - Elmore,4,4,0,63.0,0.0,0,4,0,2019
20301.0,Barwon - West,4,3,1,176.0,0.0,1,2,1,2019
20302.0,Geelong,61,26,33,2462.0,0.0,40,5,16,2019
20303.0,Surf Coast - Bellarine Peninsula,14,11,3,927.0,0.0,2,2,10,2019
20401.0,Upper Goulburn Valley,18,14,4,616.0,0.0,9,7,2,2019
20402.0,Wangaratta - Benalla,24,9,15,613.0,0.0,13,10,1,2019
20403.0,Wodonga - Alpine,17,13,4,737.0,8.0,3,11,3,2019
20501.0,Baw Baw,10,7,2,524.0,0.0,5,2,3,2019
20502.0,Gippsland - East,19,11,8,580.0,0.0,6,8,5,2019
20503.0,Gippsland - South West,22,14,8,785.0,0.0,8,10,4,2019
20504.0,Latrobe Valley,35,12,22,1057.0,0.0,22,10,3,2019
20505.0,Wellington,11,9,2,517.0,0.0,4,5,2,2019
20601.0,Brunswick - Coburg,21,8,12,583.0,69.0,13,2,6,2019
20602.0,Darebin - South,11,6,5,430.0,0.0,7,0,4,2019
20603.0,Essendon,26,9,17,582.0,0.0,18,1,7,2019
20604.0,Melbourne City,38,5,29,642.0,0.0,24,2,12,2019
20605.0,Port Phillip,22,7,14,556.0,0.0,21,0,1,2019
20606.0,Stonnington - West,8,6,2,448.0,0.0,2,0,6,2019
20607.0,Yarra,14,5,8,269.0,0.0,10,0,4,2019
20701.0,Boroondara,47,27,18,2078.0,0.0,22,2,23,2019
20702.0,Manningham - West,27,16,11,1409.0,0.0,16,0,11,2019
20703.0,Whitehorse - West,23,10,11,1010.0,0.0,9,2,12,2019
20801.0,Bayside,32,15,17,1318.0,0.0,7,0,25,2019
20802.0,Glen Eira,41,22,18,1742.0,0.0,18,8,15,2019
20803.0,Kingston,37,19,17,1267.0,0.0,11,5,21,2019
20804.0,Stonnington - East,17,6,11,591.0,0.0,10,0,7,2019
20901.0,Banyule,27,15,10,1411.0,0.0,14,1,12,2019
20902.0,Darebin - North,30,9,20,733.0,0.0,13,2,15,2019
20903.0,Nillumbik - Kinglake,7,5,2,430.0,0.0,3,1,3,2019
20904.0,Whittlesea - Wallan,34,18,15,1559.0,0.0,15,4,15,2019
21001.0,Keilor,8,8,0,644.0,0.0,4,1,3,2019
21002.0,Macedon Ranges,2,2,0,124.0,0.0,1,0,1,2019
21003.0,Moreland - North,12,11,1,1150.0,0.0,5,0,7,2019
21004.0,Sunbury,4,3,1,227.0,0.0,2,0,2,2019
21005.0,Tullamarine - Broadmeadows,17,10,7,705.0,0.0,7,2,8,2019
21101.0,Knox,41,22,17,1833.0,0.0,26,2,13,2019
21102.0,Manningham - East,4,4,0,456.0,0.0,1,0,3,2019
21103.0,Maroondah,43,13,29,1041.0,0.0,26,3,14,2019
21104.0,Whitehorse - East,14,5,9,725.0,0.0,7,1,6,2019
21105.0,Yarra Ranges,20,14,6,920.0,0.0,9,3,8,2019
21201.0,Cardinia,18,8,10,515.0,0.0,12,3,3,2019
21202.0,Casey - North,12,12,0,1233.0,0.0,2,1,9,2019
21203.0,Casey - South,14,5,9,602.0,0.0,8,1,5,2019
21204.0,Dandenong,53,22,31,1983.0,0.0,27,5,21,2019
21205.0,Monash,44,22,22,1855.0,0.0,15,0,29,2019
21301.0,Brimbank,31,19,12,1370.0,0.0,15,1,15,2019
21302.0,Hobsons Bay,12,9,3,786.0,0.0,6,0,6,2019
21303.0,Maribyrnong,42,8,33,670.0,0.0,35,1,6,2019
21304.0,Melton - Bacchus Marsh,6,6,0,508.0,0.0,2,1,3,2019
21305.0,Wyndham,15,9,5,1044.0,0.0,7,1,7,2019
21401.0,Frankston,29,14,14,1109.0,0.0,19,2,8,2019
21402.0,Mornington Peninsula,31,22,8,2326.0,0.0,7,1,23,2019
21501.0,Grampians,44,32,12,913.0,0.0,10,32,2,2019
21502.0,Mildura,24,8,14,647.0,0.0,17,2,5,2019
21503.0,Murray River - Swan Hill,17,17,0,482.0,8.0,4,13,0,2019
21601.0,Campaspe,15,11,4,551.0,0.0,7,7,1,2019
21602.0,Moira,15,10,5,402.0,0.0,4,9,2,2019
21603.0,Shepparton,70,11,56,786.0,0.0,56,13,1,2019
21701.0,Glenelg - Southern Grampians,20,13,5,502.0,0.0,3,16,1,2019
21703.0,Colac - Corangamite,20,13,6,499.0,3.0,7,11,2,2019
21704.0,Warrnambool,21,8,11,531.0,0.0,13,6,2,2019
30101.0,Capalaba,19,7,12,717.0,0.0,14,0,5,2019
30102.0,Cleveland - Stradbroke,14,10,4,958.0,0.0,9,1,4,2019
30103.0,Wynnum - Manly,9,5,4,509.0,0.0,5,1,3,2019
30201.0,Bald Hills - Everton Park,7,6,1,620.0,0.0,4,0,3,2019
30202.0,Chermside,12,5,7,472.0,0.0,11,0,1,2019
30203.0,Nundah,18,2,16,299.0,0.0,18,0,0,2019
30204.0,Sandgate,11,7,3,814.0,0.0,4,2,5,2019
30301.0,Carindale,6,3,3,332.0,0.0,3,0,3,2019
30302.0,Holland Park - Yeronga,16,8,8,624.0,0.0,7,0,9,2019
30303.0,Mt Gravatt,33,8,24,734.0,0.0,24,1,8,2019
30304.0,Nathan,5,1,4,136.0,0.0,3,0,2,2019
30305.0,Rocklea - Acacia Ridge,9,7,2,674.0,0.0,6,0,3,2019
30306.0,Sunnybank,5,3,2,315.0,0.0,3,0,2,2019
30401.0,Centenary,6,6,0,381.0,0.0,6,0,0,2019
30402.0,Kenmore - Brookfield - Moggill,5,4,1,512.0,0.0,5,0,0,2019
30403.0,Sherwood - Indooroopilly,4,2,2,180.0,0.0,3,0,1,2019
30404.0,The Gap - Enoggera,10,6,4,639.0,0.0,5,0,5,2019
30501.0,Brisbane Inner,30,7,23,528.0,0.0,23,0,7,2019
30502.0,Brisbane Inner - East,3,1,1,176.0,0.0,1,0,2,2019
30503.0,Brisbane Inner - North,24,8,16,795.0,0.0,16,0,8,2019
30504.0,Brisbane Inner - West,8,2,6,136.0,0.0,7,0,1,2019
30601.0,Cairns - North,2,2,0,238.0,0.0,0,0,2,2019
30602.0,Cairns - South,32,11,19,1318.0,0.0,23,1,8,2019
30603.0,Innisfail - Cassowary Coast,15,9,6,420.0,5.0,12,2,1,2019
30604.0,Port Douglas - Daintree,1,1,0,29.0,12.0,0,1,0,2019
30605.0,Tablelands (East) - Kuranda,9,4,5,294.0,0.0,9,0,0,2019
30701.0,Darling Downs (West) - Maranoa,25,16,9,440.0,35.0,12,13,0,2019
30702.0,Darling Downs - East,14,9,5,520.0,3.0,9,5,0,2019
30703.0,Granite Belt,19,10,9,520.0,0.0,17,2,0,2019
30801.0,Central Highlands (Qld),7,5,2,105.0,10.0,4,3,0,2019
30803.0,Rockhampton,36,14,20,1021.0,3.0,30,6,0,2019
30804.0,Biloela,16,7,9,187.0,14.0,11,5,0,2019
30805.0,Gladstone,7,3,4,220.0,0.0,6,0,1,2019
30901.0,Broadbeach - Burleigh,3,3,0,363.0,0.0,1,0,2,2019
30902.0,Coolangatta,20,5,11,503.0,0.0,18,0,2,2019
30903.0,Gold Coast - North,6,6,0,505.0,0.0,0,0,6,2019
30904.0,Gold Coast Hinterland,1,1,0,38.0,0.0,0,0,1,2019
30905.0,Mudgeeraba - Tallebudgera,7,4,3,383.0,0.0,6,0,1,2019
30906.0,Nerang,9,4,5,251.0,0.0,6,0,3,2019
30907.0,Ormeau - Oxenford,17,8,9,803.0,0.0,7,0,10,2019
30908.0,Robina,13,6,7,725.0,0.0,6,0,7,2019
30909.0,Southport,25,17,8,1682.0,0.0,15,0,10,2019
30910.0,Surfers Paradise,8,1,6,107.0,0.0,4,1,3,2019
31001.0,Forest Lake - Oxley,14,8,6,645.0,0.0,8,0,6,2019
31002.0,Ipswich Hinterland,12,7,5,380.0,0.0,12,0,0,2019
31003.0,Ipswich Inner,27,8,18,874.0,0.0,24,2,1,2019
31004.0,Springfield - Redbank,2,0,2,0.0,0.0,1,0,1,2019
31101.0,Beaudesert,9,3,6,203.0,0.0,9,0,0,2019
31102.0,Beenleigh,7,4,3,379.0,0.0,5,0,2,2019
31103.0,Browns Plains,6,5,1,519.0,0.0,4,0,2,2019
31105.0,Loganlea - Carbrook,11,6,5,704.0,0.0,6,0,5,2019
31106.0,Springwood - Kingston,15,4,11,436.0,0.0,5,0,10,2019
31201.0,Bowen Basin - North,13,5,8,190.0,18.0,10,3,0,2019
31202.0,Mackay,24,8,15,751.0,0.0,20,2,2,2019
31203.0,Whitsunday,3,1,2,103.0,0.0,2,1,0,2019
31301.0,Bribie - Beachmere,6,3,3,227.0,0.0,5,0,1,2019
31302.0,Caboolture,19,9,10,1136.0,0.0,10,0,9,2019
31303.0,Caboolture Hinterland,5,2,3,115.0,0.0,4,0,1,2019
31304.0,Narangba - Burpengary,4,4,0,373.0,0.0,0,0,4,2019
31305.0,Redcliffe,19,11,7,1042.0,0.0,12,1,6,2019
31401.0,The Hills District,2,2,0,170.0,0.0,0,0,2,2019
31402.0,North Lakes,17,5,12,558.0,0.0,7,0,10,2019
31403.0,Strathpine,5,2,3,214.0,0.0,5,0,0,2019
31501.0,Far North,12,5,6,104.0,12.0,4,8,0,2019
31502.0,Outback - North,16,6,7,135.0,13.0,9,7,0,2019
31503.0,Outback - South,21,10,10,192.0,19.0,11,10,0,2019
31601.0,Buderim,11,5,6,505.0,0.0,6,0,5,2019
31602.0,Caloundra,37,13,24,1247.0,0.0,25,0,12,2019
31603.0,Maroochy,33,11,18,1145.0,0.0,21,0,12,2019
31605.0,Noosa,7,3,4,452.0,0.0,3,0,4,2019
31606.0,Sunshine Coast Hinterland,4,3,1,252.0,0.0,3,0,1,2019
31607.0,Nambour,20,9,10,574.0,0.0,16,2,2,2019
31608.0,Noosa Hinterland,3,1,2,85.0,0.0,2,0,1,2019
31701.0,Toowoomba,41,18,22,1492.0,0.0,30,3,8,2019
31801.0,Charters Towers - Ayr - Ingham,17,9,7,535.0,10.0,15,2,0,2019
31802.0,Townsville,39,13,24,1275.0,0.0,33,2,4,2019
31901.0,Bundaberg,26,11,14,901.0,0.0,19,2,5,2019
31902.0,Burnett,26,15,11,477.0,5.0,22,4,0,2019
31903.0,Gympie - Cooloola,9,5,4,405.0,0.0,7,0,2,2019
31904.0,Hervey Bay,23,9,14,900.0,0.0,20,0,3,2019
31905.0,Maryborough,6,5,1,347.0,0.0,6,0,0,2019
40101.0,Adelaide City,12,2,9,165.0,0.0,9,1,2,2019
40102.0,Adelaide Hills,13,11,1,619.0,0.0,5,4,4,2019
40103.0,Burnside,5,2,3,227.0,0.0,2,0,3,2019
40104.0,Campbelltown (SA),16,10,5,625.0,0.0,14,0,2,2019
40105.0,Norwood - Payneham - St Peters,22,9,12,707.0,0.0,7,0,15,2019
40106.0,Prospect - Walkerville,9,5,4,336.0,0.0,5,0,4,2019
40107.0,Unley,27,13,14,990.0,0.0,16,1,10,2019
40201.0,Gawler - Two Wells,5,4,1,366.0,0.0,2,1,2,2019
40202.0,Playford,13,8,3,778.0,0.0,9,0,4,2019
40203.0,Port Adelaide - East,13,10,2,687.0,0.0,4,2,7,2019
40204.0,Salisbury,21,14,6,1150.0,10.0,12,0,9,2019
40205.0,Tea Tree Gully,12,9,3,1004.0,0.0,5,0,7,2019
40301.0,Holdfast Bay,14,8,6,820.0,0.0,9,3,2,2019
40302.0,Marion,14,7,5,822.0,0.0,10,1,3,2019
40303.0,Mitcham,12,9,3,798.0,0.0,8,0,4,2019
40304.0,Onkaparinga,20,18,2,1646.0,0.0,15,0,5,2019
40401.0,Charles Sturt,31,13,17,1049.0,0.0,28,0,3,2019
40402.0,Port Adelaide - West,13,10,2,979.0,0.0,9,1,3,2019
40403.0,West Torrens,20,9,10,856.0,0.0,12,0,8,2019
40501.0,Barossa,11,6,5,323.0,0.0,10,1,0,2019
40502.0,Lower North,14,11,3,385.0,0.0,8,6,0,2019
40503.0,Mid North,17,12,5,383.0,0.0,11,6,0,2019
40504.0,Yorke Peninsula,14,9,5,358.0,0.0,11,2,1,2019
40601.0,Eyre Peninsula and South West,24,15,7,517.0,65.0,12,11,1,2019
40602.0,Outback - North and East,11,5,3,227.0,22.0,4,5,2,2019
40701.0,Fleurieu - Kangaroo Island,15,10,5,732.0,8.0,10,2,3,2019
40702.0,Limestone Coast,17,14,3,730.0,0.0,10,6,1,2019
40703.0,Murray and Mallee,27,21,5,768.0,6.0,11,16,0,2019
50101.0,Augusta - Margaret River - Busselton,12,5,7,443.0,4.0,10,1,1,2019
50102.0,Bunbury,30,9,19,694.0,0.0,26,1,3,2019
50103.0,Manjimup,9,7,2,155.0,8.0,4,5,0,2019
50201.0,Mandurah,17,10,7,778.0,0.0,15,0,2,2019
50301.0,Cottesloe - Claremont,16,9,6,730.0,0.0,5,1,10,2019
50302.0,Perth City,53,24,27,1577.0,0.0,26,0,27,2019
50401.0,Bayswater - Bassendean,15,10,4,699.0,0.0,7,4,4,2019
50402.0,Mundaring,1,1,0,40.0,0.0,1,0,0,2019
50403.0,Swan,14,9,4,679.0,0.0,7,1,6,2019
50501.0,Joondalup,26,11,12,658.0,0.0,20,2,4,2019
50502.0,Stirling,34,21,13,1730.0,0.0,26,1,7,2019
50503.0,Wanneroo,14,11,3,961.0,0.0,11,0,3,2019
50601.0,Armadale,8,6,2,330.0,0.0,7,0,1,2019
50602.0,Belmont - Victoria Park,42,8,33,500.0,0.0,27,0,15,2019
50603.0,Canning,26,15,10,1193.0,0.0,19,4,3,2019
50604.0,Gosnells,13,7,5,484.0,0.0,13,0,0,2019
50605.0,Kalamunda,8,5,3,243.0,0.0,5,1,2,2019
50606.0,Serpentine - Jarrahdale,1,1,0,68.0,0.0,1,0,0,2019
50607.0,South Perth,14,9,5,923.0,0.0,7,0,7,2019
50701.0,Cockburn,18,11,7,1003.0,0.0,9,1,8,2019
50702.0,Fremantle,6,6,0,432.0,0.0,4,0,2,2019
50703.0,Kwinana,1,1,0,147.0,0.0,0,0,1,2019
50704.0,Melville,20,14,4,1029.0,0.0,9,1,10,2019
50705.0,Rockingham,13,7,6,626.0,0.0,9,1,3,2019
50901.0,Albany,23,13,8,615.0,38.0,8,7,8,2019
50902.0,Wheat Belt - North,28,18,10,371.0,52.0,13,15,0,2019
50903.0,Wheat Belt - South,9,8,1,201.0,9.0,2,6,1,2019
51001.0,Kimberley,17,6,10,199.0,8.0,15,2,0,2019
51002.0,East Pilbara,4,1,3,56.0,0.0,3,1,0,2019
51003.0,West Pilbara,2,1,1,20.0,0.0,2,0,0,2019
51101.0,Esperance,4,2,2,92.0,4.0,1,3,0,2019
51102.0,Gascoyne,2,2,0,20.0,6.0,0,2,0,2019
51103.0,Goldfields,12,6,5,175.0,54.0,9,3,0,2019
51104.0,Mid West,21,8,11,405.0,29.0,13,7,1,2019
60101.0,Brighton,1,1,0,80.0,0.0,1,0,0,2019
60102.0,Hobart - North East,13,5,6,603.0,0.0,9,0,4,2019
60103.0,Hobart - North West,23,7,15,517.0,0.0,17,0,6,2019
60104.0,Hobart - South and West,8,4,4,325.0,0.0,8,0,0,2019
60105.0,Hobart Inner,28,9,17,705.0,36.0,19,2,7,2019
60106.0,Sorell - Dodges Ferry,3,1,2,72.0,0.0,3,0,0,2019
60201.0,Launceston,35,13,20,1148.0,0.0,22,1,12,2019
60202.0,Meander Valley - West Tamar,3,3,0,124.0,1.0,2,1,0,2019
60203.0,North East,15,9,4,275.0,31.0,13,2,0,2019
60301.0,Central Highlands (Tas.),1,1,0,18.0,0.0,0,1,0,2019
60302.0,Huon - Bruny Island,7,3,4,100.0,0.0,7,0,0,2019
60303.0,South East Coast,5,3,2,78.0,6.0,5,0,0,2019
60401.0,Burnie - Ulverstone,13,6,6,577.0,0.0,10,1,2,2019
60402.0,Devonport,14,7,6,480.0,0.0,11,1,2,2019
60403.0,West Coast,7,3,4,91.0,0.0,4,3,0,2019
70101.0,Darwin City,6,1,5,85.0,0.0,6,0,0,2019
70102.0,Darwin Suburbs,9,3,4,161.0,0.0,4,2,3,2019
70104.0,Palmerston,1,1,0,88.0,0.0,1,0,0,2019
70201.0,Alice Springs,35,4,25,218.0,150.0,19,12,4,2019
70202.0,Barkly,2,0,1,25.0,60.0,2,0,0,2019
70203.0,Daly - Tiwi - West Arnhem,10,0,6,51.0,56.0,4,6,0,2019
70204.0,East Arnhem,5,1,3,4.0,14.0,2,3,0,2019
70205.0,Katherine,16,3,9,87.0,27.0,10,5,1,2019
80101.0,Belconnen,14,5,9,477.0,0.0,12,0,2,2019
80104.0,Gungahlin,4,0,4,0.0,0.0,3,0,1,2019
80105.0,North Canberra,14,4,10,343.0,0.0,11,0,3,2019
80106.0,South Canberra,19,4,15,465.0,0.0,11,0,8,2019
80107.0,Tuggeranong,3,3,0,414.0,0.0,2,0,1,2019
80108.0,Weston Creek,9,5,3,393.0,0.0,8,0,1,2019
80109.0,Woden Valley,8,3,3,363.0,0.0,7,1,0,2019
90104.0,Norfolk Island,2,1,1,14.0,0.0,1,1,0,2019
10102.0,Queanbeyan,6,4,2,348.0,2.0,4,1,1,2020
10103.0,Snowy Mountains,8,6,1,179.0,4.0,2,6,0,2020
10104.0,South Coast,31,15,16,1088.0,0.0,23,1,7,2020
10105.0,Goulburn - Mulwaree,12,6,6,404.0,0.0,12,0,0,2020
10106.0,Young - Yass,15,8,6,385.0,0.0,9,3,3,2020
10201.0,Gosford,38,18,19,1887.0,0.0,18,1,19,2020
10202.0,Wyong,37,21,15,1841.0,0.0,21,0,16,2020
10301.0,Bathurst,18,7,11,578.0,8.0,14,1,3,2020
10302.0,Lachlan Valley,30,20,9,818.0,11.0,17,9,4,2020
10303.0,Lithgow - Mudgee,14,11,3,497.0,1.0,8,4,2,2020
10304.0,Orange,20,13,5,710.0,0.0,15,2,3,2020
10401.0,Clarence Valley,18,9,7,691.0,0.0,11,4,3,2020
10402.0,Coffs Harbour,28,14,13,901.0,6.0,20,2,6,2020
10501.0,Bourke - Cobar - Coonamble,16,14,2,245.0,18.0,3,12,1,2020
10502.0,Broken Hill and Far West,13,4,7,222.0,5.0,10,2,1,2020
10503.0,Dubbo,34,19,14,962.0,17.0,21,9,4,2020
10601.0,Lower Hunter,19,11,7,818.0,0.0,18,1,0,2020
10602.0,Maitland,8,6,2,549.0,0.0,6,0,2,2020
10603.0,Port Stephens,13,8,5,704.0,0.0,8,0,5,2020
10604.0,Upper Hunter,13,9,4,317.0,0.0,10,3,0,2020
10701.0,Dapto - Port Kembla,20,9,10,885.0,0.0,17,1,2,2020
10703.0,Kiama - Shellharbour,15,9,6,924.0,0.0,12,2,1,2020
10704.0,Wollongong,28,13,15,1373.0,0.0,22,1,5,2020
10801.0,Great Lakes,9,5,4,561.0,0.0,5,1,3,2020
10802.0,Kempsey - Nambucca,20,9,11,843.0,0.0,16,0,4,2020
10804.0,Port Macquarie,33,12,19,1129.0,0.0,22,3,8,2020
10805.0,Taree - Gloucester,17,10,6,764.0,0.0,13,3,1,2020
10901.0,Albury,26,15,9,774.0,2.0,18,4,4,2020
10902.0,Lower Murray,5,4,1,119.0,0.0,2,2,1,2020
10903.0,Upper Murray exc. Albury,19,16,3,607.0,5.0,13,5,1,2020
11001.0,Armidale,16,9,6,373.0,0.0,7,6,3,2020
11002.0,Inverell - Tenterfield,20,14,6,520.0,13.0,11,7,2,2020
11003.0,Moree - Narrabri,9,5,3,237.0,0.0,6,2,1,2020
11004.0,Tamworth - Gunnedah,28,15,11,749.0,7.0,19,8,1,2020
11101.0,Lake Macquarie - East,32,19,13,1415.0,0.0,25,0,7,2020
11102.0,Lake Macquarie - West,18,11,6,1083.0,0.0,15,0,3,2020
11103.0,Newcastle,47,24,20,2316.0,0.0,35,4,8,2020
11201.0,Richmond Valley - Coastal,21,12,9,926.0,0.0,20,0,1,2020
11202.0,Richmond Valley - Hinterland,26,13,12,763.0,12.0,20,4,2,2020
11203.0,Tweed Valley,35,15,18,1390.0,9.0,26,1,8,2020
11301.0,Griffith - Murrumbidgee (West),19,11,8,579.0,0.0,12,3,4,2020
11302.0,Tumut - Tumbarumba,8,4,4,190.0,10.0,4,3,1,2020
11303.0,Wagga Wagga,38,19,18,906.0,0.0,24,8,6,2020
11401.0,Shoalhaven,34,18,14,1256.0,0.0,28,1,5,2020
11402.0,Southern Highlands,24,7,16,738.0,0.0,11,0,13,2020
11501.0,Baulkham Hills,81,18,62,2341.0,0.0,29,1,51,2020
11502.0,Dural - Wisemans Ferry,4,3,1,229.0,0.0,2,0,2,2020
11503.0,Hawkesbury,1,1,0,30.0,0.0,1,0,0,2020
11601.0,Blacktown,19,9,8,923.0,5.0,12,1,6,2020
11602.0,Blacktown - North,2,2,0,231.0,0.0,1,0,1,2020
11603.0,Mount Druitt,25,8,16,872.0,0.0,24,0,1,2020
11701.0,Botany,3,2,1,170.0,0.0,2,0,1,2020
11702.0,Marrickville - Sydenham - Petersham,6,5,1,461.0,0.0,3,0,3,2020
11703.0,Sydney Inner City,66,9,55,704.0,0.0,52,1,13,2020
11801.0,Eastern Suburbs - North,22,16,5,1084.0,0.0,13,1,8,2020
11802.0,Eastern Suburbs - South,20,16,3,1283.0,0.0,13,1,6,2020
11901.0,Bankstown,27,17,9,1874.0,0.0,16,1,10,2020
11902.0,Canterbury,25,11,12,902.0,0.0,19,0,6,2020
11903.0,Hurstville,24,14,10,1170.0,0.0,17,0,7,2020
11904.0,Kogarah - Rockdale,29,21,7,1648.0,0.0,13,1,15,2020
12001.0,Canada Bay,11,9,1,809.0,0.0,5,1,5,2020
12002.0,Leichhardt,18,5,13,377.0,0.0,16,0,2,2020
12003.0,Strathfield - Burwood - Ashfield,38,27,11,1910.0,0.0,21,0,17,2020
