sa3_code,sa3_name,n_facilities,n_residential,n_homecare,residential_places,homecare_places,n_nfp,n_government,n_private,year
12101.0,Chatswood - Lane Cove,28,14,14,989.0,0.0,18,0,10,2020
12102.0,Hornsby,20,14,6,1100.0,0.0,9,0,11,2020
12103.0,Ku-ring-gai,28,16,10,1030.0,0.0,16,0,12,2020
12104.0,North Sydney - Mosman,9,8,1,516.0,0.0,3,0,6,2020
12201.0,Manly,3,3,0,197.0,0.0,2,0,1,2020
12202.0,Pittwater,12,10,2,669.0,0.0,4,0,8,2020
12203.0,Warringah,35,18,16,1744.0,0.0,21,1,13,2020
12301.0,Camden,11,5,6,574.0,0.0,2,0,9,2020
12302.0,Campbelltown (NSW),14,6,8,933.0,0.0,9,1,4,2020
12303.0,Wollondilly,5,3,2,271.0,0.0,3,0,2,2020
12401.0,Blue Mountains,13,7,6,677.0,0.0,10,0,3,2020
12403.0,Penrith,25,10,14,890.0,0.0,17,1,7,2020
12404.0,Richmond - Windsor,10,5,5,463.0,0.0,7,0,3,2020
12405.0,St Marys,3,1,1,130.0,0.0,2,0,1,2020
12501.0,Auburn,13,5,8,431.0,0.0,6,0,7,2020
12502.0,Carlingford,5,4,1,355.0,0.0,3,0,2,2020
12503.0,Merrylands - Guildford,15,8,7,744.0,0.0,10,0,5,2020
12504.0,Parramatta,38,18,18,1801.0,0.0,19,1,18,2020
12601.0,Pennant Hills - Epping,4,2,2,183.0,0.0,1,0,3,2020
12602.0,Ryde - Hunters Hill,33,18,13,1580.0,0.0,30,1,2,2020
12701.0,Bringelly - Green Valley,2,2,0,236.0,0.0,2,0,0,2020
12702.0,Fairfield,25,14,11,1534.0,0.0,14,0,11,2020
12703.0,Liverpool,25,10,13,874.0,0.0,15,1,9,2020
12801.0,Cronulla - Miranda - Caringbah,20,13,5,1239.0,0.0,12,1,7,2020
12802.0,Sutherland - Menai - Heathcote,14,12,2,1332.0,0.0,7,0,7,2020
20101.0,Ballarat,38,17,19,1260.0,0.0,19,15,4,2020
20102.0,Creswick - Daylesford - Ballan,13,9,4,271.0,0.0,6,6,1,2020
20103.0,Maryborough - Pyrenees,10,8,2,263.0,0.0,2,7,1,2020
20201.0,Bendigo,26,15,9,1269.0,0.0,11,11,4,2020
20202.0,Heathcote - Castlemaine - Kyneton,11,8,3,519.0,0.0,1,6,4,2020
20203.0,Loddon - Elmore,4,4,0,63.0,0.0,0,4,0,2020
20301.0,Barwon - West,4,3,1,176.0,0.0,1,2,1,2020
20302.0,Geelong,61,26,33,2445.0,0.0,40,5,16,2020
20303.0,Surf Coast - Bellarine Peninsula,14,10,4,992.0,0.0,2,2,10,2020
20401.0,Upper Goulburn Valley,18,14,4,616.0,0.0,9,7,2,2020
20402.0,Wangaratta - Benalla,25,10,15,673.0,0.0,13,10,2,2020
20403.0,Wodonga - Alpine,17,13,4,737.0,8.0,3,11,3,2020
20501.0,Baw Baw,10,7,2,524.0,0.0,5,2,3,2020
20502.0,Gippsland - East,20,11,9,580.0,0.0,7,8,5,2020
20503.0,Gippsland - South West,21,14,7,809.0,0.0,7,10,4,2020
20504.0,Latrobe Valley,35,12,22,1105.0,0.0,22,10,3,2020
20505.0,Wellington,12,9,2,518.0,0.0,4,6,2,2020
20601.0,Brunswick - Coburg,23,8,14,583.0,69.0,13,2,8,2020
20602.0,Darebin - South,11,6,5,430.0,0.0,7,0,4,2020
20603.0,Essendon,26,9,17,582.0,0.0,18,1,7,2020
20604.0,Melbourne City,42,5,32,642.0,0.0,27,2,13,2020
20605.0,Port Phillip,21,7,14,616.0,0.0,20,0,1,2020
20606.0,Stonnington - West,9,6,3,448.0,0.0,2,0,7,2020
20607.0,Yarra,11,4,6,300.0,0.0,7,0,4,2020
20701.0,Boroondara,47,27,18,2108.0,0.0,22,2,23,2020
20702.0,Manningham - West,27,16,11,1407.0,0.0,16,0,11,2020
20703.0,Whitehorse - West,23,10,11,1054.0,0.0,9,2,12,2020
20801.0,Bayside,32,15,17,1318.0,0.0,7,0,25,2020
20802.0,Glen Eira,39,22,16,1782.0,0.0,19,7,13,2020
20803.0,Kingston,37,19,17,1267.0,0.0,10,5,22,2020
20804.0,Stonnington - East,19,7,12,698.0,0.0,10,0,9,2020
20901.0,Banyule,27,15,10,1411.0,0.0,14,1,12,2020
20902.0,Darebin - North,24,10,13,832.0,0.0,8,2,14,2020
20903.0,Nillumbik - Kinglake,7,5,2,440.0,0.0,3,1,3,2020
20904.0,Whittlesea - Wallan,35,19,15,1683.0,0.0,16,4,15,2020
21001.0,Keilor,8,8,0,644.0,0.0,4,1,3,2020
21002.0,Macedon Ranges,2,2,0,124.0,0.0,1,0,1,2020
21003.0,Moreland - North,13,11,2,1142.0,0.0,5,0,8,2020
21004.0,Sunbury,3,2,1,194.0,0.0,1,0,2,2020
21005.0,Tullamarine - Broadmeadows,16,10,6,705.0,0.0,7,2,7,2020
21101.0,Knox,43,22,18,1851.0,0.0,27,2,14,2020
21102.0,Manningham - East,4,4,0,456.0,0.0,1,0,3,2020
21103.0,Maroondah,43,13,29,1081.0,0.0,26,3,14,2020
21104.0,Whitehorse - East,16,5,9,744.0,0.0,9,1,6,2020
21105.0,Yarra Ranges,20,14,6,926.0,0.0,9,3,8,2020
21201.0,Cardinia,18,8,10,523.0,0.0,12,3,3,2020
21202.0,Casey - North,12,12,0,1247.0,0.0,2,1,9,2020
21203.0,Casey - South,14,5,9,602.0,0.0,8,1,5,2020
21204.0,Dandenong,52,21,31,1921.0,0.0,26,5,21,2020
21205.0,Monash,45,23,22,2020.0,0.0,15,0,30,2020
21301.0,Brimbank,39,19,20,1368.0,0.0,23,1,15,2020
21302.0,Hobsons Bay,12,9,3,786.0,0.0,6,0,6,2020
21303.0,Maribyrnong,41,8,32,670.0,0.0,35,1,5,2020
21304.0,Melton - Bacchus Marsh,6,6,0,549.0,0.0,2,1,3,2020
21305.0,Wyndham,14,9,4,1046.0,0.0,7,1,6,2020
21401.0,Frankston,28,13,14,1079.0,0.0,19,1,8,2020
21402.0,Mornington Peninsula,34,24,8,2458.0,0.0,9,2,23,2020
21501.0,Grampians,44,32,12,913.0,0.0,10,32,2,2020
21502.0,Mildura,23,8,13,649.0,0.0,16,2,5,2020
21503.0,Murray River - Swan Hill,18,17,1,483.0,8.0,5,13,0,2020
21601.0,Campaspe,16,11,5,549.0,0.0,8,7,1,2020
21602.0,Moira,15,10,5,402.0,0.0,4,9,2,2020
21603.0,Shepparton,71,11,56,800.0,0.0,57,13,1,2020
21701.0,Glenelg - Southern Grampians,20,13,5,502.0,0.0,3,16,1,2020
21703.0,Colac - Corangamite,21,13,6,499.0,3.0,7,11,3,2020
21704.0,Warrnambool,21,8,11,531.0,0.0,13,6,2,2020
30101.0,Capalaba,19,7,12,717.0,0.0,14,0,5,2020
30102.0,Cleveland - Stradbroke,14,10,4,958.0,0.0,9,1,4,2020
30103.0,Wynnum - Manly,9,5,4,509.0,0.0,5,1,3,2020
30201.0,Bald Hills - Everton Park,7,6,1,623.0,0.0,4,0,3,2020
30202.0,Chermside,13,5,8,473.0,0.0,11,0,2,2020
30203.0,Nundah,16,2,14,299.0,0.0,16,0,0,2020
30204.0,Sandgate,11,7,3,824.0,0.0,4,2,5,2020
30301.0,Carindale,6,3,3,332.0,0.0,3,0,3,2020
30302.0,Holland Park - Yeronga,17,9,8,747.0,0.0,7,0,10,2020
30303.0,Mt Gravatt,35,8,26,794.0,0.0,25,1,9,2020
30304.0,Nathan,5,1,4,136.0,0.0,3,0,2,2020
30305.0,Rocklea - Acacia Ridge,9,7,2,674.0,0.0,6,0,3,2020
30306.0,Sunnybank,4,3,1,315.0,0.0,3,0,1,2020
30401.0,Centenary,6,6,0,381.0,0.0,6,0,0,2020
30402.0,Kenmore - Brookfield - Moggill,6,5,1,572.0,0.0,6,0,0,2020
30403.0,Sherwood - Indooroopilly,3,1,2,120.0,0.0,2,0,1,2020
30404.0,The Gap - Enoggera,10,6,4,639.0,0.0,5,0,5,2020
30501.0,Brisbane Inner,28,6,22,528.0,0.0,22,0,6,2020
30502.0,Brisbane Inner - East,3,1,1,176.0,0.0,1,0,2,2020
30503.0,Brisbane Inner - North,23,8,15,867.0,0.0,14,0,9,2020
30504.0,Brisbane Inner - West,8,2,6,136.0,0.0,7,0,1,2020
30601.0,Cairns - North,2,2,0,238.0,0.0,0,0,2,2020
30602.0,Cairns - South,32,11,19,1318.0,0.0,22,2,8,2020
30603.0,Innisfail - Cassowary Coast,14,8,6,366.0,5.0,11,2,1,2020
30604.0,Port Douglas - Daintree,2,2,0,103.0,12.0,1,1,0,2020
30605.0,Tablelands (East) - Kuranda,9,4,5,294.0,0.0,9,0,0,2020
30701.0,Darling Downs (West) - Maranoa,24,16,8,450.0,35.0,11,13,0,2020
30702.0,Darling Downs - East,14,9,5,542.0,3.0,9,5,0,2020
30703.0,Granite Belt,18,10,8,527.0,0.0,16,2,0,2020
30801.0,Central Highlands (Qld),7,5,2,105.0,10.0,4,3,0,2020
30803.0,Rockhampton,35,14,19,1021.0,3.0,29,6,0,2020
30804.0,Biloela,16,7,9,187.0,14.0,11,5,0,2020
30805.0,Gladstone,7,3,4,220.0,0.0,6,0,1,2020
30901.0,Broadbeach - Burleigh,3,3,0,363.0,0.0,1,0,2,2020
30902.0,Coolangatta,20,5,11,503.0,0.0,18,0,2,2020
30903.0,Gold Coast - North,6,6,0,505.0,0.0,0,0,6,2020
30904.0,Gold Coast Hinterland,1,1,0,38.0,0.0,0,0,1,2020
30905.0,Mudgeeraba - Tallebudgera,7,4,3,383.0,0.0,6,0,1,2020
30906.0,Nerang,7,3,4,162.0,0.0,6,0,1,2020
30907.0,Ormeau - Oxenford,18,8,9,800.0,0.0,7,0,11,2020
30908.0,Robina,15,8,7,982.0,0.0,6,0,9,2020
30909.0,Southport,26,18,8,1772.0,0.0,15,0,11,2020
30910.0,Surfers Paradise,8,1,6,107.0,0.0,4,1,3,2020
31001.0,Forest Lake - Oxley,14,8,6,645.0,0.0,8,0,6,2020
31002.0,Ipswich Hinterland,12,7,5,420.0,0.0,12,0,0,2020
31003.0,Ipswich Inner,29,9,19,973.0,0.0,25,2,2,2020
31004.0,Springfield - Redbank,3,0,3,0.0,0.0,1,0,2,2020
31101.0,Beaudesert,9,3,6,227.0,0.0,9,0,0,2020
31102.0,Beenleigh,7,4,3,379.0,0.0,5,0,2,2020
31103.0,Browns Plains,6,5,1,519.0,0.0,4,0,2,2020
31105.0,Loganlea - Carbrook,11,6,5,704.0,0.0,6,0,5,2020
31106.0,Springwood - Kingston,16,5,11,566.0,0.0,5,0,11,2020
31201.0,Bowen Basin - North,13,5,8,195.0,18.0,10,3,0,2020
31202.0,Mackay,24,8,15,751.0,0.0,20,2,2,2020
31203.0,Whitsunday,3,1,2,103.0,0.0,2,1,0,2020
31301.0,Bribie - Beachmere,6,3,3,227.0,0.0,5,0,1,2020
31302.0,Caboolture,23,12,11,1468.0,0.0,11,0,12,2020
31303.0,Caboolture Hinterland,4,2,2,115.0,0.0,3,0,1,2020
31304.0,Narangba - Burpengary,4,4,0,373.0,0.0,0,0,4,2020
31305.0,Redcliffe,19,11,7,1052.0,0.0,12,1,6,2020
31401.0,The Hills District,2,2,0,170.0,0.0,0,0,2,2020
31402.0,North Lakes,17,5,12,558.0,0.0,7,0,10,2020
31403.0,Strathpine,5,2,3,214.0,0.0,5,0,0,2020
31501.0,Far North,12,5,6,104.0,12.0,4,8,0,2020
31502.0,Outback - North,16,6,7,135.0,13.0,9,7,0,2020
31503.0,Outback - South,21,10,10,192.0,19.0,11,10,0,2020
31601.0,Buderim,10,5,5,505.0,0.0,5,0,5,2020
31602.0,Caloundra,31,13,18,1247.0,0.0,19,0,12,2020
31603.0,Maroochy,35,12,19,1271.0,0.0,22,0,13,2020
31605.0,Noosa,7,3,4,453.0,0.0,3,0,4,2020
31606.0,Sunshine Coast Hinterland,4,3,1,252.0,0.0,3,0,1,2020
31607.0,Nambour,20,9,10,574.0,0.0,16,2,2,2020
31608.0,Noosa Hinterland,3,1,2,86.0,0.0,2,0,1,2020
31701.0,Toowoomba,40,17,22,1502.0,0.0,29,3,8,2020
31801.0,Charters Towers - Ayr - Ingham,17,9,7,535.0,10.0,12,2,3,2020
31802.0,Townsville,40,13,25,1275.0,0.0,33,2,5,2020
31901.0,Bundaberg,26,11,14,900.0,0.0,19,2,5,2020
31902.0,Burnett,26,15,11,477.0,5.0,22,4,0,2020
31903.0,Gympie - Cooloola,9,5,4,395.0,0.0,7,0,2,2020
31904.0,Hervey Bay,24,9,15,898.0,0.0,20,0,4,2020
31905.0,Maryborough,6,5,1,347.0,0.0,6,0,0,2020
40101.0,Adelaide City,12,2,9,165.0,0.0,9,1,2,2020
40102.0,Adelaide Hills,12,10,1,618.0,0.0,6,3,3,2020
40103.0,Burnside,5,2,3,227.0,0.0,2,0,3,2020
40104.0,Campbelltown (SA),15,9,5,618.0,0.0,13,0,2,2020
40105.0,Norwood - Payneham - St Peters,22,9,12,707.0,0.0,7,0,15,2020
40106.0,Prospect - Walkerville,11,4,7,287.0,0.0,8,0,3,2020
40107.0,Unley,26,13,12,1045.0,0.0,15,0,11,2020
40201.0,Gawler - Two Wells,5,4,1,366.0,0.0,2,1,2,2020
40202.0,Playford,13,8,3,778.0,0.0,9,0,4,2020
40203.0,Port Adelaide - East,12,10,1,674.0,0.0,3,2,7,2020
40204.0,Salisbury,21,14,6,1113.0,6.0,12,0,9,2020
40205.0,Tea Tree Gully,12,9,3,1017.0,0.0,5,0,7,2020
40301.0,Holdfast Bay,14,8,6,820.0,0.0,9,3,2,2020
40302.0,Marion,15,7,6,822.0,0.0,10,1,4,2020
40303.0,Mitcham,11,9,2,798.0,0.0,8,0,3,2020
40304.0,Onkaparinga,20,18,2,1665.0,0.0,15,0,5,2020
40401.0,Charles Sturt,32,14,17,1173.0,0.0,29,0,3,2020
40402.0,Port Adelaide - West,12,9,2,853.0,0.0,8,1,3,2020
40403.0,West Torrens,20,9,10,856.0,0.0,12,0,8,2020
40501.0,Barossa,11,6,5,323.0,0.0,10,1,0,2020
40502.0,Lower North,14,11,3,385.0,0.0,8,6,0,2020
40503.0,Mid North,17,12,5,384.0,0.0,11,6,0,2020
40504.0,Yorke Peninsula,14,9,5,360.0,0.0,11,2,1,2020
40601.0,Eyre Peninsula and South West,24,15,7,532.0,65.0,12,11,1,2020
40602.0,Outback - North and East,11,5,3,212.0,22.0,4,5,2,2020
40701.0,Fleurieu - Kangaroo Island,15,10,5,732.0,8.0,10,2,3,2020
40702.0,Limestone Coast,17,14,3,730.0,0.0,10,6,1,2020
40703.0,Murray and Mallee,27,20,5,750.0,5.0,11,16,0,2020
50101.0,Augusta - Margaret River - Busselton,12,5,7,443.0,4.0,10,1,1,2020
50102.0,Bunbury,30,9,19,694.0,0.0,26,1,3,2020
50103.0,Manjimup,9,7,2,155.0,8.0,4,5,0,2020
50201.0,Mandurah,17,10,7,815.0,0.0,15,0,2,2020
50301.0,Cottesloe - Claremont,15,9,5,735.0,0.0,5,1,9,2020
50302.0,Perth City,54,25,27,1628.0,0.0,28,0,26,2020
50401.0,Bayswater - Bassendean,15,10,4,732.0,0.0,7,4,4,2020
50402.0,Mundaring,1,1,0,40.0,0.0,1,0,0,2020
50403.0,Swan,14,9,4,700.0,0.0,7,1,6,2020
50501.0,Joondalup,28,11,12,658.0,0.0,22,2,4,2020
50502.0,Stirling,36,22,14,1964.0,0.0,27,1,8,2020
50503.0,Wanneroo,14,11,3,1015.0,0.0,11,0,3,2020
50601.0,Armadale,8,6,2,330.0,0.0,7,0,1,2020
50602.0,Belmont - Victoria Park,43,8,34,624.0,0.0,26,0,17,2020
50603.0,Canning,29,17,11,1441.0,0.0,21,4,4,2020
50604.0,Gosnells,13,7,5,484.0,0.0,13,0,0,2020
50605.0,Kalamunda,9,6,3,404.0,0.0,5,1,3,2020
50606.0,Serpentine - Jarrahdale,1,1,0,68.0,0.0,1,0,0,2020
50607.0,South Perth,14,9,5,923.0,0.0,8,0,6,2020
50701.0,Cockburn,17,10,7,862.0,0.0,9,1,7,2020
50702.0,Fremantle,6,6,0,432.0,0.0,4,0,2,2020
50703.0,Kwinana,1,1,0,168.0,0.0,0,0,1,2020
50704.0,Melville,20,14,4,1081.0,0.0,9,1,10,2020
50705.0,Rockingham,13,7,6,626.0,0.0,9,1,3,2020
50901.0,Albany,23,13,8,616.0,38.0,8,7,8,2020
50902.0,Wheat Belt - North,28,18,10,374.0,55.0,12,15,1,2020
50903.0,Wheat Belt - South,9,8,1,202.0,9.0,3,5,1,2020
51001.0,Kimberley,17,4,10,199.0,8.0,15,2,0,2020
51002.0,East Pilbara,4,1,3,56.0,0.0,3,1,0,2020
51003.0,West Pilbara,3,1,1,20.0,15.0,3,0,0,2020
51101.0,Esperance,4,2,2,102.0,4.0,1,3,0,2020
51102.0,Gascoyne,2,2,0,20.0,6.0,0,2,0,2020
51103.0,Goldfields,12,6,5,180.0,54.0,9,3,0,2020
51104.0,Mid West,21,8,11,407.0,29.0,13,7,1,2020
60101.0,Brighton,1,1,0,80.0,0.0,1,0,0,2020
60102.0,Hobart - North East,13,5,6,585.0,0.0,9,0,4,2020
60103.0,Hobart - North West,22,7,14,517.0,0.0,16,0,6,2020
60104.0,Hobart - South and West,8,4,4,325.0,0.0,8,0,0,2020
60105.0,Hobart Inner,28,9,17,704.0,30.0,19,2,7,2020
60106.0,Sorell - Dodges Ferry,3,1,2,72.0,0.0,3,0,0,2020
60201.0,Launceston,34,13,19,1161.0,0.0,21,1,12,2020
60202.0,Meander Valley - West Tamar,3,3,0,124.0,1.0,2,1,0,2020
60203.0,North East,15,9,4,275.0,31.0,13,2,0,2020
60301.0,Central Highlands (Tas.),1,1,0,18.0,0.0,0,1,0,2020
60302.0,Huon - Bruny Island,7,3,4,100.0,0.0,7,0,0,2020
60303.0,South East Coast,5,3,2,78.0,6.0,5,0,0,2020
60401.0,Burnie - Ulverstone,13,6,6,580.0,0.0,10,1,2,2020
60402.0,Devonport,15,7,7,484.0,0.0,12,1,2,2020
60403.0,West Coast,7,3,4,91.0,0.0,4,3,0,2020
70101.0,Darwin City,6,1,5,85.0,0.0,6,0,0,2020
70102.0,Darwin Suburbs,9,3,4,161.0,0.0,4,2,3,2020
70104.0,Palmerston,2,1,1,88.0,0.0,2,0,0,2020
70201.0,Alice Springs,38,4,25,218.0,248.0,21,13,4,2020
70202.0,Barkly,3,0,1,25.0,95.0,2,1,0,2020
70203.0,Daly - Tiwi - West Arnhem,10,0,6,41.0,86.0,5,5,0,2020
70204.0,East Arnhem,5,1,3,4.0,14.0,2,3,0,2020
70205.0,Katherine,16,3,9,87.0,27.0,10,5,1,2020
80101.0,Belconnen,14,5,9,475.0,0.0,12,0,2,2020
80104.0,Gungahlin,5,0,5,0.0,0.0,4,0,1,2020
80105.0,North Canberra,10,4,6,343.0,0.0,8,0,2,2020
80106.0,South Canberra,17,4,13,465.0,0.0,10,0,7,2020
80107.0,Tuggeranong,3,3,0,414.0,0.0,2,0,1,2020
80108.0,Weston Creek,9,5,3,393.0,0.0,8,0,1,2020
80109.0,Woden Valley,9,4,3,493.0,0.0,7,1,1,2020
90104.0,Norfolk Island,1,1,0,14.0,0.0,0,1,0,2020
10102.0,Queanbeyan,6,4,2,348.0,2.0,4,1,1,2021
10103.0,Snowy Mountains,8,6,1,179.0,4.0,2,6,0,2021
10104.0,South Coast,30,15,15,1088.0,0.0,23,1,6,2021
10105.0,Goulburn - Mulwaree,12,6,6,404.0,0.0,12,0,0,2021
10106.0,Young - Yass,14,7,6,344.0,0.0,8,3,3,2021
10201.0,Gosford,37,18,18,1918.0,0.0,18,1,18,2021
10202.0,Wyong,41,21,19,1971.0,0.0,25,0,16,2021
10301.0,Bathurst,16,7,9,584.0,8.0,12,1,3,2021
10302.0,Lachlan Valley,30,20,9,818.0,11.0,17,9,4,2021
10303.0,Lithgow - Mudgee,14,11,3,521.0,1.0,8,4,2,2021
10304.0,Orange,20,13,5,710.0,0.0,15,2,3,2021
10401.0,Clarence Valley,16,9,5,691.0,0.0,11,2,3,2021
10402.0,Coffs Harbour,28,14,13,901.0,6.0,20,2,6,2021
10501.0,Bourke - Cobar - Coonamble,16,14,2,255.0,18.0,3,12,1,2021
10502.0,Broken Hill and Far West,13,4,7,222.0,5.0,10,2,1,2021
10503.0,Dubbo,34,19,14,962.0,17.0,21,9,4,2021
10601.0,Lower Hunter,19,11,7,818.0,0.0,18,1,0,2021
10602.0,Maitland,8,6,2,549.0,0.0,6,0,2,2021
10603.0,Port Stephens,13,8,5,704.0,0.0,8,0,5,2021
10604.0,Upper Hunter,13,9,4,317.0,0.0,10,3,0,2021
10701.0,Dapto - Port Kembla,20,9,10,885.0,0.0,17,1,2,2021
10703.0,Kiama - Shellharbour,15,9,6,924.0,0.0,12,2,1,2021
10704.0,Wollongong,28,13,15,1373.0,0.0,22,1,5,2021
10801.0,Great Lakes,9,5,4,561.0,0.0,5,1,3,2021
10802.0,Kempsey - Nambucca,20,9,11,832.0,0.0,15,0,5,2021
10804.0,Port Macquarie,33,11,20,1074.0,0.0,22,3,8,2021
10805.0,Taree - Gloucester,16,9,6,754.0,0.0,14,1,1,2021
10901.0,Albury,28,15,11,803.0,2.0,20,4,4,2021
10902.0,Lower Murray,6,4,2,119.0,0.0,3,2,1,2021
10903.0,Upper Murray exc. Albury,19,16,3,607.0,5.0,13,5,1,2021
11001.0,Armidale,16,9,6,373.0,0.0,7,6,3,2021
11002.0,Inverell - Tenterfield,20,14,6,520.0,13.0,11,7,2,2021
11003.0,Moree - Narrabri,9,5,3,237.0,0.0,6,2,1,2021
11004.0,Tamworth - Gunnedah,27,15,10,759.0,7.0,18,8,1,2021
11101.0,Lake Macquarie - East,29,17,12,1322.0,0.0,24,0,5,2021
11102.0,Lake Macquarie - West,16,10,5,1028.0,0.0,13,0,3,2021
11103.0,Newcastle,47,24,20,2329.0,0.0,35,4,8,2021
11201.0,Richmond Valley - Coastal,21,12,9,926.0,0.0,20,0,1,2021
11202.0,Richmond Valley - Hinterland,26,13,12,763.0,12.0,20,4,2,2021
11203.0,Tweed Valley,35,15,18,1390.0,9.0,26,1,8,2021
11301.0,Griffith - Murrumbidgee (West),19,11,8,573.0,0.0,12,3,4,2021
11302.0,Tumut - Tumbarumba,8,4,4,190.0,10.0,4,3,1,2021
11303.0,Wagga Wagga,38,19,18,906.0,0.0,24,8,6,2021
11401.0,Shoalhaven,34,18,14,1256.0,0.0,28,1,5,2021
11402.0,Southern Highlands,23,6,16,738.0,0.0,10,0,13,2021
11501.0,Baulkham Hills,80,18,61,2341.0,0.0,28,1,51,2021
11502.0,Dural - Wisemans Ferry,5,4,1,369.0,0.0,2,0,3,2021
11503.0,Hawkesbury,1,1,0,30.0,0.0,1,0,0,2021
11601.0,Blacktown,19,9,8,959.0,5.0,12,1,6,2021
11602.0,Blacktown - North,2,2,0,231.0,0.0,1,0,1,2021
11603.0,Mount Druitt,25,8,16,872.0,0.0,24,0,1,2021
11701.0,Botany,3,2,1,170.0,0.0,2,0,1,2021
11702.0,Marrickville - Sydenham - Petersham,6,5,1,461.0,0.0,3,0,3,2021
11703.0,Sydney Inner City,68,9,56,704.0,0.0,52,2,14,2021
11801.0,Eastern Suburbs - North,19,14,5,1014.0,0.0,10,0,9,2021
11802.0,Eastern Suburbs - South,19,16,3,1280.0,0.0,13,0,6,2021
11901.0,Bankstown,26,16,10,1838.0,0.0,15,0,11,2021
11902.0,Canterbury,25,11,12,902.0,0.0,19,0,6,2021
11903.0,Hurstville,25,15,10,1275.0,0.0,17,0,8,2021
11904.0,Kogarah - Rockdale,28,21,7,1651.0,0.0,13,0,15,2021
12001.0,Canada Bay,10,8,1,740.0,0.0,5,1,4,2021
12002.0,Leichhardt,18,5,13,425.0,0.0,16,0,2,2021
12003.0,Strathfield - Burwood - Ashfield,37,26,11,1878.0,0.0,21,0,16,2021
12101.0,Chatswood - Lane Cove,26,12,14,867.0,0.0,17,0,9,2021
12102.0,Hornsby,20,14,6,1112.0,0.0,9,0,11,2021
12103.0,Ku-ring-gai,26,15,9,985.0,0.0,16,0,10,2021
12104.0,North Sydney - Mosman,11,8,3,516.0,0.0,3,0,8,2021
12201.0,Manly,3,3,0,197.0,0.0,2,0,1,2021
12202.0,Pittwater,10,9,1,636.0,0.0,3,0,7,2021
12203.0,Warringah,35,18,16,1797.0,0.0,21,1,13,2021
12301.0,Camden,12,6,6,654.0,0.0,3,0,9,2021
12302.0,Campbelltown (NSW),14,6,8,874.0,0.0,9,1,4,2021
12303.0,Wollondilly,5,3,2,271.0,0.0,3,0,2,2021
12401.0,Blue Mountains,15,7,8,677.0,0.0,12,0,3,2021
12403.0,Penrith,23,10,12,931.0,0.0,15,1,7,2021
12404.0,Richmond - Windsor,10,5,5,463.0,0.0,7,0,3,2021
12405.0,St Marys,1,1,0,130.0,0.0,0,0,1,2021
12501.0,Auburn,13,5,8,431.0,0.0,6,0,7,2021
12502.0,Carlingford,5,4,1,355.0,0.0,3,0,2,2021
12503.0,Merrylands - Guildford,15,8,7,739.0,0.0,10,0,5,2021
12504.0,Parramatta,39,19,18,1887.0,0.0,19,1,19,2021
12601.0,Pennant Hills - Epping,4,2,2,183.0,0.0,1,0,3,2021
12602.0,Ryde - Hunters Hill,33,18,13,1642.0,0.0,30,1,2,2021
12701.0,Bringelly - Green Valley,2,2,0,236.0,0.0,2,0,0,2021
12702.0,Fairfield,25,14,11,1534.0,0.0,14,0,11,2021
12703.0,Liverpool,29,11,15,975.0,0.0,18,1,10,2021
12801.0,Cronulla - Miranda - Caringbah,19,12,6,1247.0,0.0,12,0,7,2021
12802.0,Sutherland - Menai - Heathcote,14,12,2,1332.0,0.0,7,0,7,2021
20101.0,Ballarat,39,17,20,1260.0,0.0,20,15,4,2021
20102.0,Creswick - Daylesford - Ballan,13,9,4,271.0,0.0,6,6,1,2021
20103.0,Maryborough - Pyrenees,10,8,2,263.0,0.0,2,7,1,2021
20201.0,Bendigo,26,15,9,1267.0,0.0,11,11,4,2021
20202.0,Heathcote - Castlemaine - Kyneton,11,8,3,519.0,0.0,1,6,4,2021
20203.0,Loddon - Elmore,4,4,0,63.0,0.0,0,4,0,2021
20301.0,Barwon - West,4,3,1,176.0,0.0,1,2,1,2021
20302.0,Geelong,64,27,35,2578.0,0.0,42,5,17,2021
20303.0,Surf Coast - Bellarine Peninsula,14,10,4,1052.0,0.0,2,2,10,2021
20401.0,Upper Goulburn Valley,18,14,4,616.0,0.0,9,7,2,2021
20402.0,Wangaratta - Benalla,24,9,15,676.0,0.0,12,10,2,2021
20403.0,Wodonga - Alpine,17,13,4,769.0,8.0,3,11,3,2021
20501.0,Baw Baw,10,7,2,524.0,0.0,5,2,3,2021
20502.0,Gippsland - East,21,11,10,580.0,0.0,7,9,5,2021
20503.0,Gippsland - South West,21,14,7,811.0,0.0,7,10,4,2021
20504.0,Latrobe Valley,35,12,22,1105.0,0.0,22,10,3,2021
20505.0,Wellington,13,9,3,522.0,0.0,4,7,2,2021
20601.0,Brunswick - Coburg,21,8,12,583.0,69.0,12,2,7,2021
20602.0,Darebin - South,10,5,5,355.0,0.0,7,0,3,2021
20603.0,Essendon,26,9,17,649.0,0.0,18,1,7,2021
20604.0,Melbourne City,43,5,33,666.0,0.0,27,2,14,2021
20605.0,Port Phillip,20,6,14,526.0,0.0,19,0,1,2021
20606.0,Stonnington - West,8,6,2,448.0,0.0,1,0,7,2021
20607.0,Yarra,10,4,5,300.0,0.0,6,0,4,2021
20701.0,Boroondara,47,27,18,2148.0,0.0,22,2,23,2021
20702.0,Manningham - West,27,16,11,1407.0,0.0,16,0,11,2021
20703.0,Whitehorse - West,22,9,11,968.0,0.0,9,2,11,2021
