YEAR,ACPR_CODE_2018,ACPR_NAME_2018,CARE_TYPE,AGE_GROUP_5,count
2024,312,South Coast,Short-term restorative care,65–69,74
2024,312,South Coast,Short-term restorative care,70–74,135
2024,312,South Coast,Short-term restorative care,75–79,197
2024,312,South Coast,Short-term restorative care,80–84,197
2024,312,South Coast,Short-term restorative care,85–89,122
2024,312,South Coast,Short-term restorative care,90–94,59
2024,312,South Coast,Short-term restorative care,95–99,14
2024,312,South Coast,Transition care,100+,2
2024,312,South Coast,Transition care,60–64,4
2024,312,South Coast,Transition care,65–69,24
2024,312,South Coast,Transition care,70–74,58
2024,312,South Coast,Transition care,75–79,77
2024,312,South Coast,Transition care,80–84,88
2024,312,South Coast,Transition care,85–89,74
2024,312,South Coast,Transition care,90–94,24
2024,312,South Coast,Transition care,95–99,3
2024,313,South West,Home care,55–59,1
2024,313,South West,Home care,60–64,1
2024,313,South West,Home care,65–69,14
2024,313,South West,Home care,70–74,21
2024,313,South West,Home care,75–79,34
2024,313,South West,Home care,80–84,27
2024,313,South West,Home care,85–89,40
2024,313,South West,Home care,90–94,19
2024,313,South West,Home care,95–99,3
2024,313,South West,Permanent residential care,100+,1
2024,313,South West,Permanent residential care,65–69,3
2024,313,South West,Permanent residential care,70–74,7
2024,313,South West,Permanent residential care,75–79,8
2024,313,South West,Permanent residential care,80–84,8
2024,313,South West,Permanent residential care,85–89,16
2024,313,South West,Permanent residential care,90–94,12
2024,313,South West,Permanent residential care,95–99,2
2024,313,South West,Respite residential care,65–69,1
2024,313,South West,Respite residential care,70–74,6
2024,313,South West,Respite residential care,75–79,9
2024,313,South West,Respite residential care,80–84,17
2024,313,South West,Respite residential care,85–89,12
2024,313,South West,Respite residential care,90–94,12
2024,313,South West,Respite residential care,95–99,2
2024,314,Sunshine Coast,Home care,100+,1
2024,314,Sunshine Coast,Home care,50–54,2
2024,314,Sunshine Coast,Home care,55–59,6
2024,314,Sunshine Coast,Home care,60–64,13
2024,314,Sunshine Coast,Home care,65–69,175
2024,314,Sunshine Coast,Home care,70–74,328
2024,314,Sunshine Coast,Home care,75–79,588
2024,314,Sunshine Coast,Home care,80–84,683
2024,314,Sunshine Coast,Home care,85–89,492
2024,314,Sunshine Coast,Home care,90–94,229
2024,314,Sunshine Coast,Home care,95–99,57
2024,314,Sunshine Coast,Permanent residential care,100+,13
2024,314,Sunshine Coast,Permanent residential care,60–64,4
2024,314,Sunshine Coast,Permanent residential care,65–69,49
2024,314,Sunshine Coast,Permanent residential care,70–74,120
2024,314,Sunshine Coast,Permanent residential care,75–79,254
2024,314,Sunshine Coast,Permanent residential care,80–84,439
2024,314,Sunshine Coast,Permanent residential care,85–89,528
2024,314,Sunshine Coast,Permanent residential care,90–94,401
2024,314,Sunshine Coast,Permanent residential care,95–99,123
2024,314,Sunshine Coast,Respite residential care,100+,20
2024,314,Sunshine Coast,Respite residential care,50–54,1
2024,314,Sunshine Coast,Respite residential care,60–64,10
2024,314,Sunshine Coast,Respite residential care,65–69,93
2024,314,Sunshine Coast,Respite residential care,70–74,206
2024,314,Sunshine Coast,Respite residential care,75–79,438
2024,314,Sunshine Coast,Respite residential care,80–84,681
2024,314,Sunshine Coast,Respite residential care,85–89,727
2024,314,Sunshine Coast,Respite residential care,90–94,599
2024,314,Sunshine Coast,Respite residential care,95–99,208
2024,314,Sunshine Coast,Short-term restorative care,55–59,2
2024,314,Sunshine Coast,Short-term restorative care,65–69,78
2024,314,Sunshine Coast,Short-term restorative care,70–74,102
2024,314,Sunshine Coast,Short-term restorative care,75–79,179
2024,314,Sunshine Coast,Short-term restorative care,80–84,153
2024,314,Sunshine Coast,Short-term restorative care,85–89,116
2024,314,Sunshine Coast,Short-term restorative care,90–94,35
2024,314,Sunshine Coast,Short-term restorative care,95–99,1
2024,314,Sunshine Coast,Transition care,65–69,14
2024,314,Sunshine Coast,Transition care,70–74,35
2024,314,Sunshine Coast,Transition care,75–79,50
2024,314,Sunshine Coast,Transition care,80–84,53
2024,314,Sunshine Coast,Transition care,85–89,33
2024,314,Sunshine Coast,Transition care,90–94,25
2024,314,Sunshine Coast,Transition care,95–99,1
2024,315,West Moreton,Home care,100+,1
2024,315,West Moreton,Home care,65–69,22
2024,315,West Moreton,Home care,70–74,54
2024,315,West Moreton,Home care,75–79,83
2024,315,West Moreton,Home care,80–84,81
2024,315,West Moreton,Home care,85–89,51
2024,315,West Moreton,Home care,90–94,33
2024,315,West Moreton,Home care,95–99,6
2024,315,West Moreton,Permanent residential care,100+,4
2024,315,West Moreton,Permanent residential care,55–59,2
2024,315,West Moreton,Permanent residential care,60–64,3
2024,315,West Moreton,Permanent residential care,65–69,21
2024,315,West Moreton,Permanent residential care,70–74,51
2024,315,West Moreton,Permanent residential care,75–79,82
2024,315,West Moreton,Permanent residential care,80–84,112
2024,315,West Moreton,Permanent residential care,85–89,129
2024,315,West Moreton,Permanent residential care,90–94,95
2024,315,West Moreton,Permanent residential care,95–99,35
2024,315,West Moreton,Respite residential care,100+,3
2024,315,West Moreton,Respite residential care,60–64,1
2024,315,West Moreton,Respite residential care,65–69,12
2024,315,West Moreton,Respite residential care,70–74,43
2024,315,West Moreton,Respite residential care,75–79,53
2024,315,West Moreton,Respite residential care,80–84,72
2024,315,West Moreton,Respite residential care,85–89,75
2024,315,West Moreton,Respite residential care,90–94,54
2024,315,West Moreton,Respite residential care,95–99,22
2024,315,West Moreton,Transition care,65–69,21
2024,315,West Moreton,Transition care,70–74,28
2024,315,West Moreton,Transition care,75–79,35
2024,315,West Moreton,Transition care,80–84,50
2024,315,West Moreton,Transition care,85–89,34
2024,315,West Moreton,Transition care,90–94,12
2024,315,West Moreton,Transition care,95–99,3
2024,316,Wide Bay,Home care,100+,1
2024,316,Wide Bay,Home care,55–59,1
2024,316,Wide Bay,Home care,60–64,5
2024,316,Wide Bay,Home care,65–69,52
2024,316,Wide Bay,Home care,70–74,131
2024,316,Wide Bay,Home care,75–79,190
2024,316,Wide Bay,Home care,80–84,200
2024,316,Wide Bay,Home care,85–89,165
2024,316,Wide Bay,Home care,90–94,90
2024,316,Wide Bay,Home care,95–99,24
2024,316,Wide Bay,Permanent residential care,0–49,1
2024,316,Wide Bay,Permanent residential care,100+,12
2024,316,Wide Bay,Permanent residential care,60–64,4
2024,316,Wide Bay,Permanent residential care,65–69,28
2024,316,Wide Bay,Permanent residential care,70–74,104
2024,316,Wide Bay,Permanent residential care,75–79,156
2024,316,Wide Bay,Permanent residential care,80–84,206
2024,316,Wide Bay,Permanent residential care,85–89,297
2024,316,Wide Bay,Permanent residential care,90–94,182
2024,316,Wide Bay,Permanent residential care,95–99,55
2024,316,Wide Bay,Respite residential care,0–49,1
2024,316,Wide Bay,Respite residential care,100+,9
2024,316,Wide Bay,Respite residential care,55–59,1
2024,316,Wide Bay,Respite residential care,60–64,3
2024,316,Wide Bay,Respite residential care,65–69,26
2024,316,Wide Bay,Respite residential care,70–74,80
2024,316,Wide Bay,Respite residential care,75–79,133
2024,316,Wide Bay,Respite residential care,80–84,152
2024,316,Wide Bay,Respite residential care,85–89,222
2024,316,Wide Bay,Respite residential care,90–94,144
2024,316,Wide Bay,Respite residential care,95–99,50
2024,316,Wide Bay,Transition care,55–59,2
2024,316,Wide Bay,Transition care,60–64,1
2024,316,Wide Bay,Transition care,65–69,26
2024,316,Wide Bay,Transition care,70–74,35
2024,316,Wide Bay,Transition care,75–79,48
2024,316,Wide Bay,Transition care,80–84,45
2024,316,Wide Bay,Transition care,85–89,39
2024,316,Wide Bay,Transition care,90–94,14
2024,316,Wide Bay,Transition care,95–99,3
2024,401,Eyre Peninsula,Home care,0–49,1
2024,401,Eyre Peninsula,Home care,100+,1
2024,401,Eyre Peninsula,Home care,50–54,1
2024,401,Eyre Peninsula,Home care,55–59,2
2024,401,Eyre Peninsula,Home care,60–64,2
2024,401,Eyre Peninsula,Home care,65–69,51
2024,401,Eyre Peninsula,Home care,70–74,110
2024,401,Eyre Peninsula,Home care,75–79,172
2024,401,Eyre Peninsula,Home care,80–84,199
2024,401,Eyre Peninsula,Home care,85–89,180
2024,401,Eyre Peninsula,Home care,90–94,79
2024,401,Eyre Peninsula,Home care,95–99,18
2024,401,Eyre Peninsula,Permanent residential care,100+,3
2024,401,Eyre Peninsula,Permanent residential care,65–69,1
2024,401,Eyre Peninsula,Permanent residential care,70–74,11
2024,401,Eyre Peninsula,Permanent residential care,75–79,14
2024,401,Eyre Peninsula,Permanent residential care,80–84,16
2024,401,Eyre Peninsula,Permanent residential care,85–89,21
2024,401,Eyre Peninsula,Permanent residential care,90–94,13
2024,401,Eyre Peninsula,Permanent residential care,95–99,5
2024,401,Eyre Peninsula,Respite residential care,100+,1
2024,401,Eyre Peninsula,Respite residential care,60–64,2
2024,401,Eyre Peninsula,Respite residential care,65–69,3
2024,401,Eyre Peninsula,Respite residential care,70–74,16
2024,401,Eyre Peninsula,Respite residential care,75–79,16
2024,401,Eyre Peninsula,Respite residential care,80–84,32
2024,401,Eyre Peninsula,Respite residential care,85–89,36
2024,401,Eyre Peninsula,Respite residential care,90–94,18
2024,401,Eyre Peninsula,Respite residential care,95–99,4
2024,402,"Hills, Mallee & Southern",Home care,100+,3
2024,402,"Hills, Mallee & Southern",Home care,55–59,2
2024,402,"Hills, Mallee & Southern",Home care,60–64,3
2024,402,"Hills, Mallee & Southern",Home care,65–69,24
2024,402,"Hills, Mallee & Southern",Home care,70–74,58
2024,402,"Hills, Mallee & Southern",Home care,75–79,92
2024,402,"Hills, Mallee & Southern",Home care,80–84,124
2024,402,"Hills, Mallee & Southern",Home care,85–89,80
2024,402,"Hills, Mallee & Southern",Home care,90–94,57
2024,402,"Hills, Mallee & Southern",Home care,95–99,12
2024,402,"Hills, Mallee & Southern",Permanent residential care,100+,10
2024,402,"Hills, Mallee & Southern",Permanent residential care,55–59,1
2024,402,"Hills, Mallee & Southern",Permanent residential care,60–64,1
2024,402,"Hills, Mallee & Southern",Permanent residential care,65–69,19
2024,402,"Hills, Mallee & Southern",Permanent residential care,70–74,36
2024,402,"Hills, Mallee & Southern",Permanent residential care,75–79,79
2024,402,"Hills, Mallee & Southern",Permanent residential care,80–84,107
2024,402,"Hills, Mallee & Southern",Permanent residential care,85–89,149
2024,402,"Hills, Mallee & Southern",Permanent residential care,90–94,148
2024,402,"Hills, Mallee & Southern",Permanent residential care,95–99,38
2024,402,"Hills, Mallee & Southern",Respite residential care,100+,15
2024,402,"Hills, Mallee & Southern",Respite residential care,55–59,1
2024,402,"Hills, Mallee & Southern",Respite residential care,60–64,7
2024,402,"Hills, Mallee & Southern",Respite residential care,65–69,48
2024,402,"Hills, Mallee & Southern",Respite residential care,70–74,89
2024,402,"Hills, Mallee & Southern",Respite residential care,75–79,126
2024,402,"Hills, Mallee & Southern",Respite residential care,80–84,221
2024,402,"Hills, Mallee & Southern",Respite residential care,85–89,220
2024,402,"Hills, Mallee & Southern",Respite residential care,90–94,224
2024,402,"Hills, Mallee & Southern",Respite residential care,95–99,56
2024,402,"Hills, Mallee & Southern",Short-term restorative care,65–69,3
2024,402,"Hills, Mallee & Southern",Short-term restorative care,70–74,11
2024,402,"Hills, Mallee & Southern",Short-term restorative care,75–79,8
2024,402,"Hills, Mallee & Southern",Short-term restorative care,80–84,14
2024,402,"Hills, Mallee & Southern",Short-term restorative care,85–89,19
2024,402,"Hills, Mallee & Southern",Short-term restorative care,90–94,7
2024,402,"Hills, Mallee & Southern",Short-term restorative care,95–99,1
2024,402,"Hills, Mallee & Southern",Transition care,100+,4
2024,402,"Hills, Mallee & Southern",Transition care,60–64,1
2024,402,"Hills, Mallee & Southern",Transition care,65–69,24
2024,402,"Hills, Mallee & Southern",Transition care,70–74,37
2024,402,"Hills, Mallee & Southern",Transition care,75–79,51
2024,402,"Hills, Mallee & Southern",Transition care,80–84,65
2024,402,"Hills, Mallee & Southern",Transition care,85–89,60
2024,402,"Hills, Mallee & Southern",Transition care,90–94,18
2024,402,"Hills, Mallee & Southern",Transition care,95–99,7
2024,403,Metropolitan East,Home care,100+,9
2024,403,Metropolitan East,Home care,50–54,4
2024,403,Metropolitan East,Home care,55–59,8
2024,403,Metropolitan East,Home care,60–64,23
2024,403,Metropolitan East,Home care,65–69,167
2024,403,Metropolitan East,Home care,70–74,329
2024,403,Metropolitan East,Home care,75–79,567
2024,403,Metropolitan East,Home care,80–84,666
2024,403,Metropolitan East,Home care,85–89,607
2024,403,Metropolitan East,Home care,90–94,344
2024,403,Metropolitan East,Home care,95–99,70
2024,403,Metropolitan East,Permanent residential care,100+,20
2024,403,Metropolitan East,Permanent residential care,60–64,1
2024,403,Metropolitan East,Permanent residential care,65–69,18
2024,403,Metropolitan East,Permanent residential care,70–74,47
2024,403,Metropolitan East,Permanent residential care,75–79,116
2024,403,Metropolitan East,Permanent residential care,80–84,188
2024,403,Metropolitan East,Permanent residential care,85–89,227
2024,403,Metropolitan East,Permanent residential care,90–94,221
2024,403,Metropolitan East,Permanent residential care,95–99,103
2024,403,Metropolitan East,Respite residential care,100+,28
2024,403,Metropolitan East,Respite residential care,60–64,1
2024,403,Metropolitan East,Respite residential care,65–69,28
2024,403,Metropolitan East,Respite residential care,70–74,75
2024,403,Metropolitan East,Respite residential care,75–79,210
2024,403,Metropolitan East,Respite residential care,80–84,266
2024,403,Metropolitan East,Respite residential care,85–89,431
2024,403,Metropolitan East,Respite residential care,90–94,346
2024,403,Metropolitan East,Respite residential care,95–99,156
2024,403,Metropolitan East,Short-term restorative care,50–54,1
2024,403,Metropolitan East,Short-term restorative care,55–59,1
2024,403,Metropolitan East,Short-term restorative care,65–69,19
2024,403,Metropolitan East,Short-term restorative care,70–74,31
2024,403,Metropolitan East,Short-term restorative care,75–79,42
2024,403,Metropolitan East,Short-term restorative care,80–84,46
2024,403,Metropolitan East,Short-term restorative care,85–89,42
2024,403,Metropolitan East,Short-term restorative care,90–94,12
2024,403,Metropolitan East,Short-term restorative care,95–99,3
2024,404,Metropolitan North,Home care,100+,2
2024,404,Metropolitan North,Home care,50–54,2
2024,404,Metropolitan North,Home care,55–59,3
2024,404,Metropolitan North,Home care,60–64,5
2024,404,Metropolitan North,Home care,65–69,57
2024,404,Metropolitan North,Home care,70–74,115
2024,404,Metropolitan North,Home care,75–79,187
2024,404,Metropolitan North,Home care,80–84,215
2024,404,Metropolitan North,Home care,85–89,159
2024,404,Metropolitan North,Home care,90–94,75
2024,404,Metropolitan North,Home care,95–99,30
2024,404,Metropolitan North,Permanent residential care,100+,12
2024,404,Metropolitan North,Permanent residential care,60–64,2
2024,404,Metropolitan North,Permanent residential care,65–69,42
2024,404,Metropolitan North,Permanent residential care,70–74,105
2024,404,Metropolitan North,Permanent residential care,75–79,208
2024,404,Metropolitan North,Permanent residential care,80–84,266
2024,404,Metropolitan North,Permanent residential care,85–89,296
2024,404,Metropolitan North,Permanent residential care,90–94,227
2024,404,Metropolitan North,Permanent residential care,95–99,87
2024,404,Metropolitan North,Respite residential care,100+,13
2024,404,Metropolitan North,Respite residential care,50–54,2
2024,404,Metropolitan North,Respite residential care,55–59,1
2024,404,Metropolitan North,Respite residential care,60–64,4
2024,404,Metropolitan North,Respite residential care,65–69,66
2024,404,Metropolitan North,Respite residential care,70–74,185
2024,404,Metropolitan North,Respite residential care,75–79,323
2024,404,Metropolitan North,Respite residential care,80–84,448
2024,404,Metropolitan North,Respite residential care,85–89,531
2024,404,Metropolitan North,Respite residential care,90–94,352
2024,404,Metropolitan North,Respite residential care,95–99,122
2024,404,Metropolitan North,Short-term restorative care,55–59,2
2024,404,Metropolitan North,Short-term restorative care,65–69,5
2024,404,Metropolitan North,Short-term restorative care,70–74,8
2024,404,Metropolitan North,Short-term restorative care,75–79,15
2024,404,Metropolitan North,Short-term restorative care,80–84,13
2024,404,Metropolitan North,Short-term restorative care,85–89,8
2024,404,Metropolitan North,Short-term restorative care,90–94,2
2024,404,Metropolitan North,Transition care,100+,2
2024,404,Metropolitan North,Transition care,65–69,17
2024,404,Metropolitan North,Transition care,70–74,26
2024,404,Metropolitan North,Transition care,75–79,56
2024,404,Metropolitan North,Transition care,80–84,54
2024,404,Metropolitan North,Transition care,85–89,50
2024,404,Metropolitan North,Transition care,90–94,31
2024,404,Metropolitan North,Transition care,95–99,6
2024,405,Metropolitan South,Home care,100+,3
2024,405,Metropolitan South,Home care,50–54,3
2024,405,Metropolitan South,Home care,55–59,2
2024,405,Metropolitan South,Home care,60–64,4
2024,405,Metropolitan South,Home care,65–69,73
2024,405,Metropolitan South,Home care,70–74,156
2024,405,Metropolitan South,Home care,75–79,276
2024,405,Metropolitan South,Home care,80–84,314
2024,405,Metropolitan South,Home care,85–89,311
2024,405,Metropolitan South,Home care,90–94,194
2024,405,Metropolitan South,Home care,95–99,35
2024,405,Metropolitan South,Permanent residential care,100+,23
2024,405,Metropolitan South,Permanent residential care,60–64,4
2024,405,Metropolitan South,Permanent residential care,65–69,45
2024,405,Metropolitan South,Permanent residential care,70–74,105
2024,405,Metropolitan South,Permanent residential care,75–79,204
2024,405,Metropolitan South,Permanent residential care,80–84,297
2024,405,Metropolitan South,Permanent residential care,85–89,344
2024,405,Metropolitan South,Permanent residential care,90–94,338
2024,405,Metropolitan South,Permanent residential care,95–99,141
2024,405,Metropolitan South,Respite residential care,100+,29
2024,405,Metropolitan South,Respite residential care,55–59,1
2024,405,Metropolitan South,Respite residential care,60–64,7
2024,405,Metropolitan South,Respite residential care,65–69,84
2024,405,Metropolitan South,Respite residential care,70–74,201
2024,405,Metropolitan South,Respite residential care,75–79,352
2024,405,Metropolitan South,Respite residential care,80–84,425
2024,405,Metropolitan South,Respite residential care,85–89,564
2024,405,Metropolitan South,Respite residential care,90–94,486
2024,405,Metropolitan South,Respite residential care,95–99,226
2024,405,Metropolitan South,Short-term restorative care,65–69,5
2024,405,Metropolitan South,Short-term restorative care,70–74,14
2024,405,Metropolitan South,Short-term restorative care,75–79,20
2024,405,Metropolitan South,Short-term restorative care,80–84,35
2024,405,Metropolitan South,Short-term restorative care,85–89,20
2024,405,Metropolitan South,Short-term restorative care,90–94,7
2024,405,Metropolitan South,Short-term restorative care,95–99,4
2024,405,Metropolitan South,Transition care,65–69,11
2024,405,Metropolitan South,Transition care,70–74,27
2024,405,Metropolitan South,Transition care,75–79,50
2024,405,Metropolitan South,Transition care,80–84,41
2024,405,Metropolitan South,Transition care,85–89,48
2024,405,Metropolitan South,Transition care,90–94,34
2024,405,Metropolitan South,Transition care,95–99,12
2024,406,Metropolitan West,Home care,100+,1
2024,406,Metropolitan West,Home care,50–54,20
2024,406,Metropolitan West,Home care,55–59,32
2024,406,Metropolitan West,Home care,60–64,36
2024,406,Metropolitan West,Home care,65–69,58
2024,406,Metropolitan West,Home care,70–74,119
2024,406,Metropolitan West,Home care,75–79,209
2024,406,Metropolitan West,Home care,80–84,227
2024,406,Metropolitan West,Home care,85–89,238
2024,406,Metropolitan West,Home care,90–94,124
2024,406,Metropolitan West,Home care,95–99,34
2024,406,Metropolitan West,Permanent residential care,100+,16
2024,406,Metropolitan West,Permanent residential care,50–54,1
2024,406,Metropolitan West,Permanent residential care,55–59,2
2024,406,Metropolitan West,Permanent residential care,60–64,1
2024,406,Metropolitan West,Permanent residential care,65–69,33
2024,406,Metropolitan West,Permanent residential care,70–74,56
2024,406,Metropolitan West,Permanent residential care,75–79,105
2024,406,Metropolitan West,Permanent residential care,80–84,147
2024,406,Metropolitan West,Permanent residential care,85–89,261
2024,406,Metropolitan West,Permanent residential care,90–94,197
2024,406,Metropolitan West,Permanent residential care,95–99,82
2024,406,Metropolitan West,Respite residential care,100+,18
2024,406,Metropolitan West,Respite residential care,50–54,2
2024,406,Metropolitan West,Respite residential care,55–59,5
2024,406,Metropolitan West,Respite residential care,60–64,3
2024,406,Metropolitan West,Respite residential care,65–69,42
2024,406,Metropolitan West,Respite residential care,70–74,116
2024,406,Metropolitan West,Respite residential care,75–79,190
2024,406,Metropolitan West,Respite residential care,80–84,296
2024,406,Metropolitan West,Respite residential care,85–89,459
2024,406,Metropolitan West,Respite residential care,90–94,331
2024,406,Metropolitan West,Respite residential care,95–99,113
2024,406,Metropolitan West,Short-term restorative care,65–69,4
2024,406,Metropolitan West,Short-term restorative care,70–74,9
2024,406,Metropolitan West,Short-term restorative care,75–79,17
2024,406,Metropolitan West,Short-term restorative care,80–84,13
2024,406,Metropolitan West,Short-term restorative care,85–89,19
2024,406,Metropolitan West,Short-term restorative care,90–94,6
2024,406,Metropolitan West,Short-term restorative care,95–99,2
2024,406,Metropolitan West,Transition care,100+,2
2024,406,Metropolitan West,Transition care,60–64,1
2024,406,Metropolitan West,Transition care,65–69,24
2024,406,Metropolitan West,Transition care,70–74,40
2024,406,Metropolitan West,Transition care,75–79,69
2024,406,Metropolitan West,Transition care,80–84,89
2024,406,Metropolitan West,Transition care,85–89,106
2024,406,Metropolitan West,Transition care,90–94,42
2024,406,Metropolitan West,Transition care,95–99,16
2024,407,Mid North,Home care,50–54,1
2024,407,Mid North,Home care,60–64,1
2024,407,Mid North,Home care,65–69,8
2024,407,Mid North,Home care,70–74,15
2024,407,Mid North,Home care,75–79,28
2024,407,Mid North,Home care,80–84,35
2024,407,Mid North,Home care,85–89,31
2024,407,Mid North,Home care,90–94,12
2024,407,Mid North,Home care,95–99,1
2024,407,Mid North,Permanent residential care,65–69,4
2024,407,Mid North,Permanent residential care,70–74,10
2024,407,Mid North,Permanent residential care,75–79,16
2024,407,Mid North,Permanent residential care,80–84,39
2024,407,Mid North,Permanent residential care,85–89,30
2024,407,Mid North,Permanent residential care,90–94,35
2024,407,Mid North,Permanent residential care,95–99,9
2024,407,Mid North,Respite residential care,100+,1
2024,407,Mid North,Respite residential care,65–69,6
2024,407,Mid North,Respite residential care,70–74,8
2024,407,Mid North,Respite residential care,75–79,21
2024,407,Mid North,Respite residential care,80–84,41
2024,407,Mid North,Respite residential care,85–89,42
2024,407,Mid North,Respite residential care,90–94,27
2024,407,Mid North,Respite residential care,95–99,13
2024,408,Riverland,Home care,100+,1
2024,408,Riverland,Home care,50–54,1
2024,408,Riverland,Home care,55–59,1
2024,408,Riverland,Home care,60–64,6
2024,408,Riverland,Home care,65–69,18
2024,408,Riverland,Home care,70–74,30
2024,408,Riverland,Home care,75–79,57
2024,408,Riverland,Home care,80–84,42
2024,408,Riverland,Home care,85–89,48
2024,408,Riverland,Home care,90–94,34
2024,408,Riverland,Home care,95–99,8
2024,408,Riverland,Permanent residential care,100+,1
2024,408,Riverland,Permanent residential care,60–64,2
2024,408,Riverland,Permanent residential care,65–69,2
2024,408,Riverland,Permanent residential care,70–74,7
2024,408,Riverland,Permanent residential care,75–79,19
2024,408,Riverland,Permanent residential care,80–84,28
2024,408,Riverland,Permanent residential care,85–89,43
2024,408,Riverland,Permanent residential care,90–94,26
2024,408,Riverland,Permanent residential care,95–99,6
2024,408,Riverland,Respite residential care,100+,1
2024,408,Riverland,Respite residential care,60–64,3
2024,408,Riverland,Respite residential care,65–69,8
2024,408,Riverland,Respite residential care,70–74,15
2024,408,Riverland,Respite residential care,75–79,41
2024,408,Riverland,Respite residential care,80–84,43
2024,408,Riverland,Respite residential care,85–89,69
2024,408,Riverland,Respite residential care,90–94,41
2024,408,Riverland,Respite residential care,95–99,17
2024,409,South East,Home care,50–54,2
2024,409,South East,Home care,55–59,1
2024,409,South East,Home care,60–64,1
2024,409,South East,Home care,65–69,11
2024,409,South East,Home care,70–74,25
2024,409,South East,Home care,75–79,39
2024,409,South East,Home care,80–84,43
2024,409,South East,Home care,85–89,45
2024,409,South East,Home care,90–94,29
2024,409,South East,Home care,95–99,4
2024,409,South East,Permanent residential care,65–69,3
2024,409,South East,Permanent residential care,70–74,14
2024,409,South East,Permanent residential care,75–79,32
2024,409,South East,Permanent residential care,80–84,44
2024,409,South East,Permanent residential care,85–89,62
2024,409,South East,Permanent residential care,90–94,49
2024,409,South East,Permanent residential care,95–99,12
2024,409,South East,Respite residential care,0–49,2
2024,409,South East,Respite residential care,100+,1
2024,409,South East,Respite residential care,50–54,2
2024,409,South East,Respite residential care,65–69,9
2024,409,South East,Respite residential care,70–74,48
2024,409,South East,Respite residential care,75–79,62
2024,409,South East,Respite residential care,80–84,97
2024,409,South East,Respite residential care,85–89,92
2024,409,South East,Respite residential care,90–94,79
2024,409,South East,Respite residential care,95–99,20
2024,410,Flinders & Far North,Home care,65–69,8
2024,410,Flinders & Far North,Home care,70–74,8
2024,410,Flinders & Far North,Home care,75–79,21
2024,410,Flinders & Far North,Home care,80–84,19
2024,410,Flinders & Far North,Home care,85–89,12
2024,410,Flinders & Far North,Home care,90–94,8
2024,410,Flinders & Far North,Home care,95–99,1
2024,410,Flinders & Far North,Permanent residential care,65–69,3
2024,410,Flinders & Far North,Permanent residential care,70–74,3
2024,410,Flinders & Far North,Permanent residential care,75–79,10
2024,410,Flinders & Far North,Permanent residential care,80–84,18
2024,410,Flinders & Far North,Permanent residential care,85–89,21
2024,410,Flinders & Far North,Permanent residential care,90–94,6
2024,410,Flinders & Far North,Permanent residential care,95–99,4
2024,410,Flinders & Far North,Respite residential care,60–64,5
2024,410,Flinders & Far North,Respite residential care,65–69,6
2024,410,Flinders & Far North,Respite residential care,70–74,8
2024,410,Flinders & Far North,Respite residential care,75–79,13
2024,410,Flinders & Far North,Respite residential care,80–84,24
2024,410,Flinders & Far North,Respite residential care,85–89,28
2024,410,Flinders & Far North,Respite residential care,90–94,9
2024,410,Flinders & Far North,Respite residential care,95–99,5
2024,411,"Yorke, Lower North & Barossa",Home care,100+,1
2024,411,"Yorke, Lower North & Barossa",Home care,60–64,1
2024,411,"Yorke, Lower North & Barossa",Home care,65–69,24
2024,411,"Yorke, Lower North & Barossa",Home care,70–74,36
2024,411,"Yorke, Lower North & Barossa",Home care,75–79,66
2024,411,"Yorke, Lower North & Barossa",Home care,80–84,70
2024,411,"Yorke, Lower North & Barossa",Home care,85–89,74
2024,411,"Yorke, Lower North & Barossa",Home care,90–94,31
2024,411,"Yorke, Lower North & Barossa",Home care,95–99,13
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,100+,5
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,60–64,2
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,65–69,13
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,70–74,21
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,75–79,50
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,80–84,90
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,85–89,114
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,90–94,95
2024,411,"Yorke, Lower North & Barossa",Permanent residential care,95–99,42
2024,411,"Yorke, Lower North & Barossa",Respite residential care,100+,9
2024,411,"Yorke, Lower North & Barossa",Respite residential care,60–64,1
2024,411,"Yorke, Lower North & Barossa",Respite residential care,65–69,24
2024,411,"Yorke, Lower North & Barossa",Respite residential care,70–74,53
2024,411,"Yorke, Lower North & Barossa",Respite residential care,75–79,101
2024,411,"Yorke, Lower North & Barossa",Respite residential care,80–84,162
2024,411,"Yorke, Lower North & Barossa",Respite residential care,85–89,181
2024,411,"Yorke, Lower North & Barossa",Respite residential care,90–94,122
2024,411,"Yorke, Lower North & Barossa",Respite residential care,95–99,55
2024,501,Goldfields,Home care,65–69,6
2024,501,Goldfields,Home care,70–74,4
2024,501,Goldfields,Home care,75–79,10
2024,501,Goldfields,Home care,80–84,13
2024,501,Goldfields,Home care,85–89,18
2024,501,Goldfields,Home care,90–94,7
2024,501,Goldfields,Permanent residential care,60–64,1
2024,501,Goldfields,Permanent residential care,65–69,5
2024,501,Goldfields,Permanent residential care,70–74,14
2024,501,Goldfields,Permanent residential care,75–79,20
