YEAR,ACPR_CODE_2018,ACPR_NAME_2018,CARE_TYPE,AGE_GROUP_5,count
2024,501,Goldfields,Permanent residential care,80–84,29
2024,501,Goldfields,Permanent residential care,85–89,25
2024,501,Goldfields,Permanent residential care,90–94,20
2024,501,Goldfields,Permanent residential care,95–99,4
2024,501,Goldfields,Respite residential care,60–64,1
2024,501,Goldfields,Respite residential care,65–69,4
2024,501,Goldfields,Respite residential care,70–74,4
2024,501,Goldfields,Respite residential care,75–79,10
2024,501,Goldfields,Respite residential care,80–84,19
2024,501,Goldfields,Respite residential care,85–89,18
2024,501,Goldfields,Respite residential care,90–94,19
2024,501,Goldfields,Respite residential care,95–99,4
2024,502,Great Southern,Home care,65–69,10
2024,502,Great Southern,Home care,70–74,15
2024,502,Great Southern,Home care,75–79,32
2024,502,Great Southern,Home care,80–84,37
2024,502,Great Southern,Home care,85–89,33
2024,502,Great Southern,Home care,90–94,26
2024,502,Great Southern,Home care,95–99,4
2024,502,Great Southern,Permanent residential care,100+,2
2024,502,Great Southern,Permanent residential care,60–64,1
2024,502,Great Southern,Permanent residential care,65–69,4
2024,502,Great Southern,Permanent residential care,70–74,18
2024,502,Great Southern,Permanent residential care,75–79,22
2024,502,Great Southern,Permanent residential care,80–84,33
2024,502,Great Southern,Permanent residential care,85–89,50
2024,502,Great Southern,Permanent residential care,90–94,39
2024,502,Great Southern,Permanent residential care,95–99,17
2024,502,Great Southern,Respite residential care,55–59,1
2024,502,Great Southern,Respite residential care,65–69,1
2024,502,Great Southern,Respite residential care,70–74,12
2024,502,Great Southern,Respite residential care,75–79,10
2024,502,Great Southern,Respite residential care,80–84,16
2024,502,Great Southern,Respite residential care,85–89,18
2024,502,Great Southern,Respite residential care,90–94,18
2024,502,Great Southern,Respite residential care,95–99,10
2024,502,Great Southern,Short-term restorative care,70–74,3
2024,502,Great Southern,Short-term restorative care,80–84,2
2024,502,Great Southern,Short-term restorative care,85–89,1
2024,502,Great Southern,Short-term restorative care,90–94,2
2024,502,Great Southern,Short-term restorative care,95–99,1
2024,502,Great Southern,Transition care,65–69,1
2024,502,Great Southern,Transition care,70–74,7
2024,502,Great Southern,Transition care,75–79,5
2024,502,Great Southern,Transition care,80–84,8
2024,502,Great Southern,Transition care,85–89,11
2024,502,Great Southern,Transition care,90–94,9
2024,502,Great Southern,Transition care,95–99,2
2024,503,Kimberley,Home care,50–54,1
2024,503,Kimberley,Home care,55–59,5
2024,503,Kimberley,Home care,65–69,1
2024,503,Kimberley,Home care,70–74,7
2024,503,Kimberley,Home care,75–79,1
2024,503,Kimberley,Home care,80–84,1
2024,503,Kimberley,Home care,85–89,1
2024,503,Kimberley,Home care,90–94,1
2024,503,Kimberley,Permanent residential care,50–54,1
2024,503,Kimberley,Permanent residential care,55–59,2
2024,503,Kimberley,Permanent residential care,60–64,3
2024,503,Kimberley,Permanent residential care,65–69,12
2024,503,Kimberley,Permanent residential care,70–74,12
2024,503,Kimberley,Permanent residential care,75–79,5
2024,503,Kimberley,Permanent residential care,80–84,7
2024,503,Kimberley,Permanent residential care,85–89,3
2024,503,Kimberley,Permanent residential care,90–94,1
2024,503,Kimberley,Respite residential care,55–59,3
2024,503,Kimberley,Respite residential care,60–64,4
2024,503,Kimberley,Respite residential care,65–69,5
2024,503,Kimberley,Respite residential care,70–74,7
2024,503,Kimberley,Respite residential care,75–79,7
2024,503,Kimberley,Respite residential care,80–84,9
2024,503,Kimberley,Respite residential care,85–89,4
2024,503,Kimberley,Transition care,0–49,2
2024,503,Kimberley,Transition care,50–54,2
2024,503,Kimberley,Transition care,55–59,3
2024,503,Kimberley,Transition care,60–64,5
2024,503,Kimberley,Transition care,65–69,2
2024,503,Kimberley,Transition care,70–74,2
2024,503,Kimberley,Transition care,75–79,1
2024,503,Kimberley,Transition care,80–84,4
2024,503,Kimberley,Transition care,90–94,1
2024,504,Metropolitan East,Home care,0–49,3
2024,504,Metropolitan East,Home care,100+,7
2024,504,Metropolitan East,Home care,50–54,7
2024,504,Metropolitan East,Home care,55–59,15
2024,504,Metropolitan East,Home care,60–64,14
2024,504,Metropolitan East,Home care,65–69,147
2024,504,Metropolitan East,Home care,70–74,252
2024,504,Metropolitan East,Home care,75–79,368
2024,504,Metropolitan East,Home care,80–84,393
2024,504,Metropolitan East,Home care,85–89,350
2024,504,Metropolitan East,Home care,90–94,228
2024,504,Metropolitan East,Home care,95–99,54
2024,504,Metropolitan East,Permanent residential care,100+,14
2024,504,Metropolitan East,Permanent residential care,55–59,4
2024,504,Metropolitan East,Permanent residential care,60–64,1
2024,504,Metropolitan East,Permanent residential care,65–69,58
2024,504,Metropolitan East,Permanent residential care,70–74,97
2024,504,Metropolitan East,Permanent residential care,75–79,140
2024,504,Metropolitan East,Permanent residential care,80–84,274
2024,504,Metropolitan East,Permanent residential care,85–89,319
2024,504,Metropolitan East,Permanent residential care,90–94,232
2024,504,Metropolitan East,Permanent residential care,95–99,75
2024,504,Metropolitan East,Respite residential care,100+,9
2024,504,Metropolitan East,Respite residential care,55–59,1
2024,504,Metropolitan East,Respite residential care,60–64,3
2024,504,Metropolitan East,Respite residential care,65–69,34
2024,504,Metropolitan East,Respite residential care,70–74,61
2024,504,Metropolitan East,Respite residential care,75–79,105
2024,504,Metropolitan East,Respite residential care,80–84,162
2024,504,Metropolitan East,Respite residential care,85–89,175
2024,504,Metropolitan East,Respite residential care,90–94,125
2024,504,Metropolitan East,Respite residential care,95–99,64
2024,504,Metropolitan East,Short-term restorative care,100+,2
2024,504,Metropolitan East,Short-term restorative care,50–54,4
2024,504,Metropolitan East,Short-term restorative care,55–59,7
2024,504,Metropolitan East,Short-term restorative care,60–64,4
2024,504,Metropolitan East,Short-term restorative care,65–69,47
2024,504,Metropolitan East,Short-term restorative care,70–74,58
2024,504,Metropolitan East,Short-term restorative care,75–79,80
2024,504,Metropolitan East,Short-term restorative care,80–84,127
2024,504,Metropolitan East,Short-term restorative care,85–89,91
2024,504,Metropolitan East,Short-term restorative care,90–94,47
2024,504,Metropolitan East,Short-term restorative care,95–99,5
2024,504,Metropolitan East,Transition care,100+,6
2024,504,Metropolitan East,Transition care,55–59,1
2024,504,Metropolitan East,Transition care,65–69,16
2024,504,Metropolitan East,Transition care,70–74,30
2024,504,Metropolitan East,Transition care,75–79,54
2024,504,Metropolitan East,Transition care,80–84,96
2024,504,Metropolitan East,Transition care,85–89,85
2024,504,Metropolitan East,Transition care,90–94,49
2024,504,Metropolitan East,Transition care,95–99,14
2024,505,Metropolitan North,Home care,0–49,2
2024,505,Metropolitan North,Home care,100+,9
2024,505,Metropolitan North,Home care,50–54,4
2024,505,Metropolitan North,Home care,55–59,10
2024,505,Metropolitan North,Home care,60–64,22
2024,505,Metropolitan North,Home care,65–69,155
2024,505,Metropolitan North,Home care,70–74,352
2024,505,Metropolitan North,Home care,75–79,464
2024,505,Metropolitan North,Home care,80–84,565
2024,505,Metropolitan North,Home care,85–89,534
2024,505,Metropolitan North,Home care,90–94,325
2024,505,Metropolitan North,Home care,95–99,77
2024,505,Metropolitan North,Permanent residential care,100+,16
2024,505,Metropolitan North,Permanent residential care,55–59,1
2024,505,Metropolitan North,Permanent residential care,60–64,4
2024,505,Metropolitan North,Permanent residential care,65–69,64
2024,505,Metropolitan North,Permanent residential care,70–74,137
2024,505,Metropolitan North,Permanent residential care,75–79,247
2024,505,Metropolitan North,Permanent residential care,80–84,381
2024,505,Metropolitan North,Permanent residential care,85–89,500
2024,505,Metropolitan North,Permanent residential care,90–94,399
2024,505,Metropolitan North,Permanent residential care,95–99,146
2024,505,Metropolitan North,Respite residential care,100+,13
2024,505,Metropolitan North,Respite residential care,60–64,5
2024,505,Metropolitan North,Respite residential care,65–69,35
2024,505,Metropolitan North,Respite residential care,70–74,95
2024,505,Metropolitan North,Respite residential care,75–79,182
2024,505,Metropolitan North,Respite residential care,80–84,246
2024,505,Metropolitan North,Respite residential care,85–89,303
2024,505,Metropolitan North,Respite residential care,90–94,229
2024,505,Metropolitan North,Respite residential care,95–99,95
2024,505,Metropolitan North,Transition care,60–64,3
2024,505,Metropolitan North,Transition care,65–69,30
2024,505,Metropolitan North,Transition care,70–74,71
2024,505,Metropolitan North,Transition care,75–79,115
2024,505,Metropolitan North,Transition care,80–84,167
2024,505,Metropolitan North,Transition care,85–89,167
2024,505,Metropolitan North,Transition care,90–94,104
2024,505,Metropolitan North,Transition care,95–99,34
2024,506,Metropolitan South East,Home care,0–49,5
2024,506,Metropolitan South East,Home care,100+,5
2024,506,Metropolitan South East,Home care,50–54,2
2024,506,Metropolitan South East,Home care,55–59,9
2024,506,Metropolitan South East,Home care,60–64,19
2024,506,Metropolitan South East,Home care,65–69,104
2024,506,Metropolitan South East,Home care,70–74,204
2024,506,Metropolitan South East,Home care,75–79,312
2024,506,Metropolitan South East,Home care,80–84,419
2024,506,Metropolitan South East,Home care,85–89,402
2024,506,Metropolitan South East,Home care,90–94,206
2024,506,Metropolitan South East,Home care,95–99,64
2024,506,Metropolitan South East,Permanent residential care,100+,13
2024,506,Metropolitan South East,Permanent residential care,50–54,2
2024,506,Metropolitan South East,Permanent residential care,55–59,3
2024,506,Metropolitan South East,Permanent residential care,60–64,7
2024,506,Metropolitan South East,Permanent residential care,65–69,51
2024,506,Metropolitan South East,Permanent residential care,70–74,113
2024,506,Metropolitan South East,Permanent residential care,75–79,200
2024,506,Metropolitan South East,Permanent residential care,80–84,273
2024,506,Metropolitan South East,Permanent residential care,85–89,341
2024,506,Metropolitan South East,Permanent residential care,90–94,222
2024,506,Metropolitan South East,Permanent residential care,95–99,110
2024,506,Metropolitan South East,Respite residential care,100+,13
2024,506,Metropolitan South East,Respite residential care,50–54,1
2024,506,Metropolitan South East,Respite residential care,55–59,3
2024,506,Metropolitan South East,Respite residential care,60–64,2
2024,506,Metropolitan South East,Respite residential care,65–69,24
2024,506,Metropolitan South East,Respite residential care,70–74,91
2024,506,Metropolitan South East,Respite residential care,75–79,142
2024,506,Metropolitan South East,Respite residential care,80–84,154
2024,506,Metropolitan South East,Respite residential care,85–89,224
2024,506,Metropolitan South East,Respite residential care,90–94,151
2024,506,Metropolitan South East,Respite residential care,95–99,80
2024,506,Metropolitan South East,Short-term restorative care,100+,1
2024,506,Metropolitan South East,Short-term restorative care,55–59,2
2024,506,Metropolitan South East,Short-term restorative care,60–64,4
2024,506,Metropolitan South East,Short-term restorative care,65–69,45
2024,506,Metropolitan South East,Short-term restorative care,70–74,70
2024,506,Metropolitan South East,Short-term restorative care,75–79,111
2024,506,Metropolitan South East,Short-term restorative care,80–84,114
2024,506,Metropolitan South East,Short-term restorative care,85–89,115
2024,506,Metropolitan South East,Short-term restorative care,90–94,80
2024,506,Metropolitan South East,Short-term restorative care,95–99,10
2024,506,Metropolitan South East,Transition care,100+,1
2024,506,Metropolitan South East,Transition care,50–54,1
2024,506,Metropolitan South East,Transition care,60–64,2
2024,506,Metropolitan South East,Transition care,65–69,17
2024,506,Metropolitan South East,Transition care,70–74,20
2024,506,Metropolitan South East,Transition care,75–79,39
2024,506,Metropolitan South East,Transition care,80–84,36
2024,506,Metropolitan South East,Transition care,85–89,44
2024,506,Metropolitan South East,Transition care,90–94,34
2024,506,Metropolitan South East,Transition care,95–99,11
2024,507,Metropolitan South West,Home care,0–49,1
2024,507,Metropolitan South West,Home care,100+,8
2024,507,Metropolitan South West,Home care,50–54,3
2024,507,Metropolitan South West,Home care,55–59,6
2024,507,Metropolitan South West,Home care,60–64,16
2024,507,Metropolitan South West,Home care,65–69,57
2024,507,Metropolitan South West,Home care,70–74,136
2024,507,Metropolitan South West,Home care,75–79,255
2024,507,Metropolitan South West,Home care,80–84,342
2024,507,Metropolitan South West,Home care,85–89,334
2024,507,Metropolitan South West,Home care,90–94,194
2024,507,Metropolitan South West,Home care,95–99,40
2024,507,Metropolitan South West,Permanent residential care,100+,16
2024,507,Metropolitan South West,Permanent residential care,55–59,2
2024,507,Metropolitan South West,Permanent residential care,60–64,4
2024,507,Metropolitan South West,Permanent residential care,65–69,49
2024,507,Metropolitan South West,Permanent residential care,70–74,118
2024,507,Metropolitan South West,Permanent residential care,75–79,224
2024,507,Metropolitan South West,Permanent residential care,80–84,397
2024,507,Metropolitan South West,Permanent residential care,85–89,420
2024,507,Metropolitan South West,Permanent residential care,90–94,363
2024,507,Metropolitan South West,Permanent residential care,95–99,108
2024,507,Metropolitan South West,Respite residential care,100+,14
2024,507,Metropolitan South West,Respite residential care,60–64,3
2024,507,Metropolitan South West,Respite residential care,65–69,33
2024,507,Metropolitan South West,Respite residential care,70–74,85
2024,507,Metropolitan South West,Respite residential care,75–79,183
2024,507,Metropolitan South West,Respite residential care,80–84,267
2024,507,Metropolitan South West,Respite residential care,85–89,298
2024,507,Metropolitan South West,Respite residential care,90–94,249
2024,507,Metropolitan South West,Respite residential care,95–99,78
2024,507,Metropolitan South West,Transition care,100+,3
2024,507,Metropolitan South West,Transition care,60–64,2
2024,507,Metropolitan South West,Transition care,65–69,5
2024,507,Metropolitan South West,Transition care,70–74,12
2024,507,Metropolitan South West,Transition care,75–79,28
2024,507,Metropolitan South West,Transition care,80–84,28
2024,507,Metropolitan South West,Transition care,85–89,38
2024,507,Metropolitan South West,Transition care,90–94,27
2024,507,Metropolitan South West,Transition care,95–99,7
2024,508,Mid West,Home care,55–59,2
2024,508,Mid West,Home care,65–69,2
2024,508,Mid West,Home care,70–74,10
2024,508,Mid West,Home care,75–79,15
2024,508,Mid West,Home care,80–84,19
2024,508,Mid West,Home care,85–89,16
2024,508,Mid West,Home care,90–94,12
2024,508,Mid West,Permanent residential care,100+,1
2024,508,Mid West,Permanent residential care,65–69,3
2024,508,Mid West,Permanent residential care,70–74,16
2024,508,Mid West,Permanent residential care,75–79,15
2024,508,Mid West,Permanent residential care,80–84,29
2024,508,Mid West,Permanent residential care,85–89,29
2024,508,Mid West,Permanent residential care,90–94,21
2024,508,Mid West,Permanent residential care,95–99,3
2024,508,Mid West,Respite residential care,70–74,1
2024,508,Mid West,Respite residential care,75–79,1
2024,508,Mid West,Respite residential care,80–84,4
2024,508,Mid West,Respite residential care,85–89,1
2024,508,Mid West,Respite residential care,90–94,1
2024,508,Mid West,Short-term restorative care,65–69,3
2024,508,Mid West,Short-term restorative care,70–74,6
2024,508,Mid West,Short-term restorative care,75–79,8
2024,508,Mid West,Short-term restorative care,80–84,10
2024,508,Mid West,Short-term restorative care,85–89,11
2024,508,Mid West,Short-term restorative care,90–94,6
2024,508,Mid West,Short-term restorative care,95–99,1
2024,508,Mid West,Transition care,50–54,1
2024,508,Mid West,Transition care,55–59,2
2024,508,Mid West,Transition care,60–64,2
2024,508,Mid West,Transition care,65–69,11
2024,508,Mid West,Transition care,70–74,5
2024,508,Mid West,Transition care,75–79,13
2024,508,Mid West,Transition care,80–84,13
2024,508,Mid West,Transition care,85–89,13
2024,508,Mid West,Transition care,90–94,12
2024,508,Mid West,Transition care,95–99,1
2024,509,Pilbara,Home care,50–54,2
2024,509,Pilbara,Home care,55–59,2
2024,509,Pilbara,Home care,65–69,1
2024,509,Pilbara,Home care,70–74,2
2024,509,Pilbara,Home care,75–79,3
2024,509,Pilbara,Home care,80–84,4
2024,509,Pilbara,Home care,85–89,4
2024,509,Pilbara,Home care,90–94,1
2024,509,Pilbara,Permanent residential care,55–59,1
2024,509,Pilbara,Permanent residential care,65–69,8
2024,509,Pilbara,Permanent residential care,70–74,4
2024,509,Pilbara,Permanent residential care,75–79,6
2024,509,Pilbara,Permanent residential care,80–84,5
2024,509,Pilbara,Permanent residential care,85–89,2
2024,509,Pilbara,Respite residential care,55–59,2
2024,509,Pilbara,Respite residential care,60–64,2
2024,509,Pilbara,Respite residential care,65–69,6
2024,509,Pilbara,Respite residential care,70–74,7
2024,509,Pilbara,Respite residential care,75–79,3
2024,509,Pilbara,Respite residential care,80–84,7
2024,509,Pilbara,Respite residential care,85–89,1
2024,510,South West,Home care,0–49,1
2024,510,South West,Home care,100+,1
2024,510,South West,Home care,50–54,3
2024,510,South West,Home care,55–59,6
2024,510,South West,Home care,60–64,9
2024,510,South West,Home care,65–69,42
2024,510,South West,Home care,70–74,66
2024,510,South West,Home care,75–79,120
2024,510,South West,Home care,80–84,120
2024,510,South West,Home care,85–89,136
2024,510,South West,Home care,90–94,79
2024,510,South West,Home care,95–99,20
2024,510,South West,Permanent residential care,100+,3
2024,510,South West,Permanent residential care,60–64,2
2024,510,South West,Permanent residential care,65–69,13
2024,510,South West,Permanent residential care,70–74,23
2024,510,South West,Permanent residential care,75–79,89
2024,510,South West,Permanent residential care,80–84,104
2024,510,South West,Permanent residential care,85–89,147
2024,510,South West,Permanent residential care,90–94,111
2024,510,South West,Permanent residential care,95–99,39
2024,510,South West,Respite residential care,100+,4
2024,510,South West,Respite residential care,65–69,6
2024,510,South West,Respite residential care,70–74,12
2024,510,South West,Respite residential care,75–79,35
2024,510,South West,Respite residential care,80–84,43
2024,510,South West,Respite residential care,85–89,65
2024,510,South West,Respite residential care,90–94,39
2024,510,South West,Respite residential care,95–99,16
2024,510,South West,Short-term restorative care,50–54,1
2024,510,South West,Short-term restorative care,65–69,1
2024,510,South West,Short-term restorative care,70–74,4
2024,510,South West,Short-term restorative care,75–79,4
2024,510,South West,Short-term restorative care,80–84,5
2024,510,South West,Short-term restorative care,85–89,4
2024,510,South West,Short-term restorative care,90–94,2
2024,510,South West,Transition care,50–54,5
2024,510,South West,Transition care,60–64,4
2024,510,South West,Transition care,65–69,3
2024,510,South West,Transition care,70–74,2
2024,510,South West,Transition care,75–79,4
2024,510,South West,Transition care,80–84,2
2024,511,Wheatbelt,Home care,50–54,2
2024,511,Wheatbelt,Home care,55–59,3
2024,511,Wheatbelt,Home care,60–64,2
2024,511,Wheatbelt,Home care,65–69,19
2024,511,Wheatbelt,Home care,70–74,41
2024,511,Wheatbelt,Home care,75–79,62
2024,511,Wheatbelt,Home care,80–84,58
2024,511,Wheatbelt,Home care,85–89,36
2024,511,Wheatbelt,Home care,90–94,16
2024,511,Wheatbelt,Home care,95–99,6
2024,511,Wheatbelt,Permanent residential care,60–64,1
2024,511,Wheatbelt,Permanent residential care,65–69,5
2024,511,Wheatbelt,Permanent residential care,70–74,4
2024,511,Wheatbelt,Permanent residential care,75–79,18
2024,511,Wheatbelt,Permanent residential care,80–84,36
2024,511,Wheatbelt,Permanent residential care,85–89,34
2024,511,Wheatbelt,Permanent residential care,90–94,19
2024,511,Wheatbelt,Permanent residential care,95–99,6
2024,511,Wheatbelt,Respite residential care,100+,1
2024,511,Wheatbelt,Respite residential care,65–69,7
2024,511,Wheatbelt,Respite residential care,70–74,7
2024,511,Wheatbelt,Respite residential care,75–79,20
2024,511,Wheatbelt,Respite residential care,80–84,33
2024,511,Wheatbelt,Respite residential care,85–89,22
2024,511,Wheatbelt,Respite residential care,90–94,14
2024,511,Wheatbelt,Respite residential care,95–99,9
2024,601,North Western,Home care,60–64,3
2024,601,North Western,Home care,65–69,36
2024,601,North Western,Home care,70–74,85
2024,601,North Western,Home care,75–79,102
2024,601,North Western,Home care,80–84,117
2024,601,North Western,Home care,85–89,110
2024,601,North Western,Home care,90–94,56
2024,601,North Western,Home care,95–99,16
2024,601,North Western,Permanent residential care,100+,1
2024,601,North Western,Permanent residential care,55–59,1
2024,601,North Western,Permanent residential care,60–64,2
2024,601,North Western,Permanent residential care,65–69,15
2024,601,North Western,Permanent residential care,70–74,34
2024,601,North Western,Permanent residential care,75–79,68
2024,601,North Western,Permanent residential care,80–84,101
2024,601,North Western,Permanent residential care,85–89,122
2024,601,North Western,Permanent residential care,90–94,88
2024,601,North Western,Permanent residential care,95–99,29
2024,601,North Western,Respite residential care,100+,2
2024,601,North Western,Respite residential care,60–64,5
2024,601,North Western,Respite residential care,65–69,11
2024,601,North Western,Respite residential care,70–74,52
2024,601,North Western,Respite residential care,75–79,94
2024,601,North Western,Respite residential care,80–84,118
2024,601,North Western,Respite residential care,85–89,155
2024,601,North Western,Respite residential care,90–94,109
2024,601,North Western,Respite residential care,95–99,31
2024,601,North Western,Short-term restorative care,50–54,1
2024,601,North Western,Short-term restorative care,55–59,1
2024,601,North Western,Short-term restorative care,60–64,1
2024,601,North Western,Short-term restorative care,65–69,8
2024,601,North Western,Short-term restorative care,70–74,13
2024,601,North Western,Short-term restorative care,75–79,22
2024,601,North Western,Short-term restorative care,80–84,19
2024,601,North Western,Short-term restorative care,85–89,13
2024,601,North Western,Short-term restorative care,90–94,3
2024,601,North Western,Transition care,65–69,3
2024,601,North Western,Transition care,70–74,7
2024,601,North Western,Transition care,75–79,8
2024,601,North Western,Transition care,80–84,4
2024,601,North Western,Transition care,85–89,10
2024,601,North Western,Transition care,90–94,2
2024,601,North Western,Transition care,95–99,1
2024,602,Northern,Home care,50–54,1
2024,602,Northern,Home care,55–59,4
2024,602,Northern,Home care,60–64,2
2024,602,Northern,Home care,65–69,52
2024,602,Northern,Home care,70–74,105
2024,602,Northern,Home care,75–79,147
2024,602,Northern,Home care,80–84,180
2024,602,Northern,Home care,85–89,149
2024,602,Northern,Home care,90–94,69
2024,602,Northern,Home care,95–99,18
2024,602,Northern,Permanent residential care,0–49,1
2024,602,Northern,Permanent residential care,100+,3
2024,602,Northern,Permanent residential care,55–59,1
2024,602,Northern,Permanent residential care,60–64,3
2024,602,Northern,Permanent residential care,65–69,12
2024,602,Northern,Permanent residential care,70–74,48
2024,602,Northern,Permanent residential care,75–79,85
2024,602,Northern,Permanent residential care,80–84,126
2024,602,Northern,Permanent residential care,85–89,153
2024,602,Northern,Permanent residential care,90–94,99
2024,602,Northern,Permanent residential care,95–99,38
2024,602,Northern,Respite residential care,0–49,1
2024,602,Northern,Respite residential care,55–59,2
2024,602,Northern,Respite residential care,60–64,3
2024,602,Northern,Respite residential care,65–69,18
2024,602,Northern,Respite residential care,70–74,72
2024,602,Northern,Respite residential care,75–79,103
2024,602,Northern,Respite residential care,80–84,157
2024,602,Northern,Respite residential care,85–89,209
2024,602,Northern,Respite residential care,90–94,116
2024,602,Northern,Respite residential care,95–99,54
2024,602,Northern,Short-term restorative care,65–69,6
2024,602,Northern,Short-term restorative care,70–74,11
2024,602,Northern,Short-term restorative care,75–79,17
2024,602,Northern,Short-term restorative care,80–84,13
2024,602,Northern,Short-term restorative care,85–89,9
2024,602,Northern,Short-term restorative care,90–94,8
2024,602,Northern,Short-term restorative care,95–99,1
2024,602,Northern,Transition care,65–69,7
2024,602,Northern,Transition care,70–74,18
2024,602,Northern,Transition care,75–79,26
2024,602,Northern,Transition care,80–84,14
2024,602,Northern,Transition care,85–89,25
2024,602,Northern,Transition care,90–94,18
2024,602,Northern,Transition care,95–99,3
2024,603,Southern,Home care,100+,3
2024,603,Southern,Home care,50–54,5
2024,603,Southern,Home care,55–59,1
2024,603,Southern,Home care,60–64,2
2024,603,Southern,Home care,65–69,67
2024,603,Southern,Home care,70–74,145
2024,603,Southern,Home care,75–79,257
2024,603,Southern,Home care,80–84,255
2024,603,Southern,Home care,85–89,245
2024,603,Southern,Home care,90–94,125
2024,603,Southern,Home care,95–99,26
2024,603,Southern,Permanent residential care,100+,6
2024,603,Southern,Permanent residential care,50–54,2
2024,603,Southern,Permanent residential care,60–64,3
2024,603,Southern,Permanent residential care,65–69,32
2024,603,Southern,Permanent residential care,70–74,69
2024,603,Southern,Permanent residential care,75–79,128
2024,603,Southern,Permanent residential care,80–84,178
2024,603,Southern,Permanent residential care,85–89,204
2024,603,Southern,Permanent residential care,90–94,164
2024,603,Southern,Permanent residential care,95–99,61
2024,603,Southern,Respite residential care,100+,8
2024,603,Southern,Respite residential care,50–54,1
2024,603,Southern,Respite residential care,55–59,1
2024,603,Southern,Respite residential care,60–64,1
2024,603,Southern,Respite residential care,65–69,32
2024,603,Southern,Respite residential care,70–74,86
2024,603,Southern,Respite residential care,75–79,165
2024,603,Southern,Respite residential care,80–84,202
2024,603,Southern,Respite residential care,85–89,238
2024,603,Southern,Respite residential care,90–94,169
2024,603,Southern,Respite residential care,95–99,77
2024,603,Southern,Short-term restorative care,55–59,2
2024,603,Southern,Short-term restorative care,65–69,9
2024,603,Southern,Short-term restorative care,70–74,22
2024,603,Southern,Short-term restorative care,75–79,32
2024,603,Southern,Short-term restorative care,80–84,39
2024,603,Southern,Short-term restorative care,85–89,19
2024,603,Southern,Short-term restorative care,90–94,9
2024,603,Southern,Transition care,65–69,17
2024,603,Southern,Transition care,70–74,39
2024,603,Southern,Transition care,75–79,63
2024,603,Southern,Transition care,80–84,60
2024,603,Southern,Transition care,85–89,42
2024,603,Southern,Transition care,90–94,20
2024,603,Southern,Transition care,95–99,8
2024,701,Alice Springs,Home care,50–54,3
2024,701,Alice Springs,Home care,55–59,6
2024,701,Alice Springs,Home care,60–64,5
2024,701,Alice Springs,Home care,65–69,7
2024,701,Alice Springs,Home care,70–74,8
2024,701,Alice Springs,Home care,75–79,7
2024,701,Alice Springs,Home care,80–84,11
2024,701,Alice Springs,Home care,85–89,8
2024,701,Alice Springs,Home care,90–94,3
2024,701,Alice Springs,Permanent residential care,50–54,1
2024,701,Alice Springs,Permanent residential care,55–59,2
2024,701,Alice Springs,Permanent residential care,60–64,4
2024,701,Alice Springs,Permanent residential care,65–69,8
2024,701,Alice Springs,Permanent residential care,70–74,13
2024,701,Alice Springs,Permanent residential care,75–79,18
2024,701,Alice Springs,Permanent residential care,80–84,16
2024,701,Alice Springs,Permanent residential care,85–89,13
2024,701,Alice Springs,Permanent residential care,90–94,6
2024,701,Alice Springs,Permanent residential care,95–99,1
2024,701,Alice Springs,Respite residential care,55–59,2
2024,701,Alice Springs,Respite residential care,60–64,10
2024,701,Alice Springs,Respite residential care,65–69,5
2024,701,Alice Springs,Respite residential care,70–74,9
2024,701,Alice Springs,Respite residential care,75–79,21
2024,701,Alice Springs,Respite residential care,80–84,7
2024,701,Alice Springs,Respite residential care,85–89,12
2024,701,Alice Springs,Respite residential care,90–94,2
2024,701,Alice Springs,Short-term restorative care,70–74,1
2024,701,Alice Springs,Short-term restorative care,80–84,1
2024,703,Darwin,Home care,100+,1
2024,703,Darwin,Home care,50–54,3
2024,703,Darwin,Home care,55–59,3
2024,703,Darwin,Home care,60–64,5
2024,703,Darwin,Home care,65–69,19
2024,703,Darwin,Home care,70–74,36
2024,703,Darwin,Home care,75–79,39
2024,703,Darwin,Home care,80–84,41
2024,703,Darwin,Home care,85–89,30
2024,703,Darwin,Home care,90–94,11
2024,703,Darwin,Home care,95–99,5
2024,703,Darwin,Permanent residential care,55–59,1
2024,703,Darwin,Permanent residential care,60–64,4
2024,703,Darwin,Permanent residential care,65–69,4
2024,703,Darwin,Permanent residential care,70–74,20
2024,703,Darwin,Permanent residential care,75–79,21
2024,703,Darwin,Permanent residential care,80–84,26
2024,703,Darwin,Permanent residential care,85–89,22
2024,703,Darwin,Permanent residential care,90–94,17
2024,703,Darwin,Permanent residential care,95–99,3
2024,703,Darwin,Respite residential care,60–64,4
2024,703,Darwin,Respite residential care,65–69,3
2024,703,Darwin,Respite residential care,70–74,12
2024,703,Darwin,Respite residential care,75–79,12
2024,703,Darwin,Respite residential care,80–84,20
2024,703,Darwin,Respite residential care,85–89,16
2024,703,Darwin,Respite residential care,90–94,14
2024,703,Darwin,Respite residential care,95–99,3
2024,703,Darwin,Short-term restorative care,65–69,11
2024,703,Darwin,Short-term restorative care,70–74,17
2024,703,Darwin,Short-term restorative care,75–79,17
2024,703,Darwin,Short-term restorative care,80–84,24
2024,703,Darwin,Short-term restorative care,85–89,9
2024,703,Darwin,Short-term restorative care,90–94,6
2024,703,Darwin,Short-term restorative care,95–99,1
2024,703,Darwin,Transition care,50–54,1
2024,703,Darwin,Transition care,60–64,2
2024,703,Darwin,Transition care,65–69,16
