sa3_code,sa3_name,year,permanent,respite,total_residential,hcp_level1,hcp_level2,hcp_level3,hcp_level4,total_homecare,total_users,hcp_high_needs,pct_hcp_high
10502.0,Broken Hill and Far West,2025,178.0,2.0,180.0,22,92,29,26,169,349.0,55,0.3254437869822485
10503.0,Dubbo,2024,672.0,58.0,730.0,120,543,371,141,1175,1905.0,512,0.4357446808510638
10503.0,Dubbo,2025,707.0,45.0,752.0,92,525,488,176,1281,2033.0,664,0.5183450429352069
10601.0,Lower Hunter,2024,664.0,19.0,683.0,77,332,185,175,769,1452.0,360,0.4681404421326398
10601.0,Lower Hunter,2025,638.0,13.0,651.0,69,326,243,192,830,1481.0,435,0.5240963855421686
10602.0,Maitland,2024,538.0,17.0,555.0,82,352,217,144,795,1350.0,361,0.4540880503144654
10602.0,Maitland,2025,633.0,19.0,652.0,72,381,257,158,868,1520.0,415,0.478110599078341
10603.0,Port Stephens,2024,576.0,19.0,595.0,95,561,432,275,1363,1958.0,707,0.5187087307410124
10603.0,Port Stephens,2025,580.0,22.0,602.0,85,567,516,288,1456,2058.0,804,0.5521978021978022
10604.0,Upper Hunter,2024,205.0,3.0,208.0,20,111,92,54,277,485.0,146,0.5270758122743683
10604.0,Upper Hunter,2025,210.0,2.0,212.0,18,102,93,68,281,493.0,161,0.5729537366548043
10701.0,Dapto - Port Kembla,2024,788.0,12.0,800.0,60,392,344,143,939,1739.0,487,0.5186368477103301
10701.0,Dapto - Port Kembla,2025,793.0,15.0,808.0,49,337,401,166,953,1761.0,567,0.5949632738719832
10703.0,Kiama - Shellharbour,2024,766.0,21.0,787.0,87,387,363,153,990,1777.0,516,0.5212121212121212
10703.0,Kiama - Shellharbour,2025,760.0,22.0,782.0,75,349,434,180,1038,1820.0,614,0.5915221579961464
10704.0,Wollongong,2024,1006.0,17.0,1023.0,102,575,424,180,1281,2304.0,604,0.4715066354410617
10704.0,Wollongong,2025,987.0,26.0,1013.0,70,448,505,232,1255,2268.0,737,0.5872509960159362
10801.0,Great Lakes,2024,485.0,31.0,516.0,25,449,503,288,1265,1781.0,791,0.6252964426877471
10801.0,Great Lakes,2025,512.0,48.0,560.0,21,440,559,296,1316,1876.0,855,0.6496960486322189
10802.0,Kempsey - Nambucca,2024,632.0,54.0,686.0,124,536,327,186,1173,1859.0,513,0.4373401534526854
10802.0,Kempsey - Nambucca,2025,661.0,38.0,699.0,105,516,385,175,1181,1880.0,560,0.4741744284504657
10803,,2024,,,,1,5,1,0,7,7.0,1,0.14285714285714285
10803,,2025,,,,2,7,3,0,12,12.0,3,0.25
10804.0,Port Macquarie,2024,1010.0,106.0,1116.0,376,1084,543,256,2259,3375.0,799,0.3536963258078796
10804.0,Port Macquarie,2025,1118.0,116.0,1234.0,331,1105,621,231,2288,3522.0,852,0.3723776223776224
