sa3_code,sa3_name,state,year,total_pop,pop_65_plus
12404,Richmond - Windsor,NSW,2022,38351.0,6330.0
12404,Richmond - Windsor,NSW,2023,38881.0,6460.0
12404,Richmond - Windsor,NSW,2024,39434.0,6596.0
12405,St Marys,NSW,2019,56895.0,6530.0
12405,St Marys,NSW,2020,57169.0,6834.0
12405,St Marys,NSW,2021,57150.0,7065.0
12405,St Marys,NSW,2022,57366.0,7315.0
12405,St Marys,NSW,2023,58029.0,7669.0
12405,St Marys,NSW,2024,59138.0,8003.0
12501,Auburn,NSW,2019,104051.0,9169.0
12501,Auburn,NSW,2020,105284.0,9630.0
12501,Auburn,NSW,2021,104476.0,10011.0
12501,Auburn,NSW,2022,105477.0,10358.0
12501,Auburn,NSW,2023,109672.0,11033.0
12501,Auburn,NSW,2024,113554.0,11715.0
12502,Carlingford,NSW,2019,74111.0,10639.0
12502,Carlingford,NSW,2020,74749.0,10907.0
12502,Carlingford,NSW,2021,74358.0,11125.0
12502,Carlingford,NSW,2022,74980.0,11473.0
12502,Carlingford,NSW,2023,76868.0,11969.0
12502,Carlingford,NSW,2024,78354.0,12266.0
12503,Merrylands - Guildford,NSW,2019,165573.0,20413.0
12503,Merrylands - Guildford,NSW,2020,166282.0,20977.0
12503,Merrylands - Guildford,NSW,2021,164798.0,21305.0
12503,Merrylands - Guildford,NSW,2022,165216.0,21682.0
12503,Merrylands - Guildford,NSW,2023,169045.0,22144.0
12503,Merrylands - Guildford,NSW,2024,172650.0,22930.0
12504,Parramatta,NSW,2019,156666.0,18074.0
12504,Parramatta,NSW,2020,156903.0,18251.0
12504,Parramatta,NSW,2021,153321.0,17866.0
12504,Parramatta,NSW,2022,153118.0,18130.0
12504,Parramatta,NSW,2023,159191.0,18643.0
12504,Parramatta,NSW,2024,162662.0,19086.0
12601,Pennant Hills - Epping,NSW,2019,54395.0,8182.0
12601,Pennant Hills - Epping,NSW,2020,55185.0,8523.0
12601,Pennant Hills - Epping,NSW,2021,55057.0,8778.0
12601,Pennant Hills - Epping,NSW,2022,55373.0,8968.0
12601,Pennant Hills - Epping,NSW,2023,56627.0,9227.0
12601,Pennant Hills - Epping,NSW,2024,57379.0,9464.0
12602,Ryde - Hunters Hill,NSW,2019,148841.0,22166.0
12602,Ryde - Hunters Hill,NSW,2020,149951.0,22741.0
12602,Ryde - Hunters Hill,NSW,2021,147944.0,23026.0
12602,Ryde - Hunters Hill,NSW,2022,149636.0,23403.0
12602,Ryde - Hunters Hill,NSW,2023,154428.0,23988.0
12602,Ryde - Hunters Hill,NSW,2024,158204.0,24519.0
12701,Bringelly - Green Valley,NSW,2019,128426.0,11633.0
12701,Bringelly - Green Valley,NSW,2020,135845.0,12575.0
12701,Bringelly - Green Valley,NSW,2021,143807.0,13633.0
12701,Bringelly - Green Valley,NSW,2022,152878.0,14443.0
12701,Bringelly - Green Valley,NSW,2023,161912.0,15403.0
12701,Bringelly - Green Valley,NSW,2024,170887.0,16461.0
12702,Fairfield,NSW,2019,198933.0,29457.0
12702,Fairfield,NSW,2020,198451.0,30935.0
12702,Fairfield,NSW,2021,195725.0,32187.0
12702,Fairfield,NSW,2022,193442.0,33042.0
12702,Fairfield,NSW,2023,196113.0,34207.0
12702,Fairfield,NSW,2024,198113.0,35541.0
12703,Liverpool,NSW,2019,132602.0,14573.0
12703,Liverpool,NSW,2020,135354.0,15264.0
12703,Liverpool,NSW,2021,136871.0,15827.0
12703,Liverpool,NSW,2022,139624.0,16424.0
12703,Liverpool,NSW,2023,143950.0,17122.0
12703,Liverpool,NSW,2024,147623.0,17922.0
12801,Cronulla - Miranda - Caringbah,NSW,2019,116654.0,21602.0
12801,Cronulla - Miranda - Caringbah,NSW,2020,117585.0,22290.0
12801,Cronulla - Miranda - Caringbah,NSW,2021,118252.0,23101.0
12801,Cronulla - Miranda - Caringbah,NSW,2022,119113.0,23542.0
12801,Cronulla - Miranda - Caringbah,NSW,2023,121280.0,24234.0
12801,Cronulla - Miranda - Caringbah,NSW,2024,123132.0,24905.0
12802,Sutherland - Menai - Heathcote,NSW,2019,111940.0,18030.0
12802,Sutherland - Menai - Heathcote,NSW,2020,112170.0,18707.0
12802,Sutherland - Menai - Heathcote,NSW,2021,112140.0,19372.0
12802,Sutherland - Menai - Heathcote,NSW,2022,112185.0,19684.0
12802,Sutherland - Menai - Heathcote,NSW,2023,113142.0,20052.0
12802,Sutherland - Menai - Heathcote,NSW,2024,114213.0,20535.0
20101,Ballarat,VIC,2019,112082.0,19252.0
20101,Ballarat,VIC,2020,114014.0,20146.0
20101,Ballarat,VIC,2021,115935.0,21156.0
20101,Ballarat,VIC,2022,118484.0,21857.0
20101,Ballarat,VIC,2023,120649.0,22441.0
20101,Ballarat,VIC,2024,123562.0,23245.0
20102,Creswick - Daylesford - Ballan,VIC,2019,30012.0,6551.0
20102,Creswick - Daylesford - Ballan,VIC,2020,30473.0,6881.0
20102,Creswick - Daylesford - Ballan,VIC,2021,30788.0,7123.0
20102,Creswick - Daylesford - Ballan,VIC,2022,30892.0,7356.0
20102,Creswick - Daylesford - Ballan,VIC,2023,31115.0,7642.0
20102,Creswick - Daylesford - Ballan,VIC,2024,31498.0,7975.0
20103,Maryborough - Pyrenees,VIC,2019,26305.0,6743.0
20103,Maryborough - Pyrenees,VIC,2020,26396.0,6975.0
20103,Maryborough - Pyrenees,VIC,2021,26588.0,7229.0
20103,Maryborough - Pyrenees,VIC,2022,26785.0,7451.0
20103,Maryborough - Pyrenees,VIC,2023,27038.0,7618.0
20103,Maryborough - Pyrenees,VIC,2024,27400.0,7886.0
20201,Bendigo,VIC,2019,100711.0,18130.0
20201,Bendigo,VIC,2020,102023.0,18893.0
20201,Bendigo,VIC,2021,102940.0,19735.0
20201,Bendigo,VIC,2022,103871.0,20217.0
20201,Bendigo,VIC,2023,104871.0,20676.0
20201,Bendigo,VIC,2024,106022.0,21268.0
20202,Heathcote - Castlemaine - Kyneton,VIC,2019,50533.0,11283.0
20202,Heathcote - Castlemaine - Kyneton,VIC,2020,51394.0,11936.0
20202,Heathcote - Castlemaine - Kyneton,VIC,2021,52185.0,12518.0
20202,Heathcote - Castlemaine - Kyneton,VIC,2022,52930.0,13214.0
20202,Heathcote - Castlemaine - Kyneton,VIC,2023,53575.0,13643.0
20202,Heathcote - Castlemaine - Kyneton,VIC,2024,54077.0,14107.0
20203,Loddon - Elmore,VIC,2019,11876.0,2829.0
20203,Loddon - Elmore,VIC,2020,11989.0,2948.0
20203,Loddon - Elmore,VIC,2021,12141.0,3062.0
20203,Loddon - Elmore,VIC,2022,12296.0,3172.0
20203,Loddon - Elmore,VIC,2023,12409.0,3278.0
20203,Loddon - Elmore,VIC,2024,12655.0,3440.0
20301,Barwon - West,VIC,2019,21066.0,3012.0
20301,Barwon - West,VIC,2020,21740.0,3213.0
20301,Barwon - West,VIC,2021,22397.0,3418.0
20301,Barwon - West,VIC,2022,22879.0,3544.0
20301,Barwon - West,VIC,2023,23386.0,3679.0
20301,Barwon - West,VIC,2024,24016.0,3895.0
20302,Geelong,VIC,2019,206410.0,35013.0
20302,Geelong,VIC,2020,209724.0,36073.0
20302,Geelong,VIC,2021,212023.0,37356.0
20302,Geelong,VIC,2022,215372.0,38269.0
20302,Geelong,VIC,2023,219243.0,39097.0
20302,Geelong,VIC,2024,223939.0,39996.0
20303,Surf Coast - Bellarine Peninsula,VIC,2019,84745.0,18499.0
20303,Surf Coast - Bellarine Peninsula,VIC,2020,88864.0,20069.0
20303,Surf Coast - Bellarine Peninsula,VIC,2021,93195.0,21965.0
20303,Surf Coast - Bellarine Peninsula,VIC,2022,96432.0,23369.0
20303,Surf Coast - Bellarine Peninsula,VIC,2023,99279.0,24542.0
20303,Surf Coast - Bellarine Peninsula,VIC,2024,101887.0,25728.0
20401,Upper Goulburn Valley,VIC,2019,57672.0,13235.0
20401,Upper Goulburn Valley,VIC,2020,58690.0,13903.0
20401,Upper Goulburn Valley,VIC,2021,59693.0,14547.0
20401,Upper Goulburn Valley,VIC,2022,60437.0,15159.0
20401,Upper Goulburn Valley,VIC,2023,61224.0,15643.0
20401,Upper Goulburn Valley,VIC,2024,62249.0,16102.0
20402,Wangaratta - Benalla,VIC,2019,47759.0,11401.0
20402,Wangaratta - Benalla,VIC,2020,47998.0,11793.0
20402,Wangaratta - Benalla,VIC,2021,48279.0,12247.0
20402,Wangaratta - Benalla,VIC,2022,48512.0,12544.0
20402,Wangaratta - Benalla,VIC,2023,48723.0,12790.0
20402,Wangaratta - Benalla,VIC,2024,49047.0,13118.0
20403,Wodonga - Alpine,VIC,2019,74460.0,14055.0
20403,Wodonga - Alpine,VIC,2020,75434.0,14801.0
20403,Wodonga - Alpine,VIC,2021,76236.0,15523.0
20403,Wodonga - Alpine,VIC,2022,76926.0,16049.0
20403,Wodonga - Alpine,VIC,2023,77679.0,16512.0
20403,Wodonga - Alpine,VIC,2024,78341.0,17101.0
20501,Baw Baw,VIC,2019,54198.0,10864.0
20501,Baw Baw,VIC,2020,55902.0,11410.0
20501,Baw Baw,VIC,2021,57761.0,12090.0
20501,Baw Baw,VIC,2022,59414.0,12639.0
20501,Baw Baw,VIC,2023,60766.0,13100.0
20501,Baw Baw,VIC,2024,62040.0,13587.0
20502,Gippsland - East,VIC,2019,47567.0,13647.0
20502,Gippsland - East,VIC,2020,47982.0,14118.0
20502,Gippsland - East,VIC,2021,48588.0,14712.0
20502,Gippsland - East,VIC,2022,49060.0,15115.0
20502,Gippsland - East,VIC,2023,49303.0,15531.0
20502,Gippsland - East,VIC,2024,49539.0,15960.0
20503,Gippsland - South West,VIC,2019,67524.0,17549.0
20503,Gippsland - South West,VIC,2020,69392.0,18558.0
20503,Gippsland - South West,VIC,2021,71238.0,19703.0
20503,Gippsland - South West,VIC,2022,72693.0,20673.0
20503,Gippsland - South West,VIC,2023,73723.0,21377.0
20503,Gippsland - South West,VIC,2024,74753.0,22227.0
20504,Latrobe Valley,VIC,2019,75968.0,14535.0
20504,Latrobe Valley,VIC,2020,76558.0,15121.0
20504,Latrobe Valley,VIC,2021,76967.0,15840.0
20504,Latrobe Valley,VIC,2022,77560.0,16280.0
20504,Latrobe Valley,VIC,2023,77996.0,16649.0
20504,Latrobe Valley,VIC,2024,78686.0,17063.0
20505,Wellington,VIC,2019,44573.0,9291.0
20505,Wellington,VIC,2020,44997.0,9738.0
20505,Wellington,VIC,2021,45358.0,10240.0
20505,Wellington,VIC,2022,45697.0,10584.0
20505,Wellington,VIC,2023,45993.0,10926.0
20505,Wellington,VIC,2024,46416.0,11390.0
20601,Brunswick - Coburg,VIC,2019,94712.0,10585.0
20601,Brunswick - Coburg,VIC,2020,95057.0,10769.0
20601,Brunswick - Coburg,VIC,2021,91068.0,10849.0
20601,Brunswick - Coburg,VIC,2022,92141.0,10874.0
20601,Brunswick - Coburg,VIC,2023,96029.0,11133.0
20601,Brunswick - Coburg,VIC,2024,99537.0,11370.0
20602,Darebin - South,VIC,2019,56231.0,6874.0
20602,Darebin - South,VIC,2020,56399.0,7034.0
20602,Darebin - South,VIC,2021,53875.0,7024.0
20602,Darebin - South,VIC,2022,53981.0,7161.0
20602,Darebin - South,VIC,2023,55408.0,7264.0
20602,Darebin - South,VIC,2024,56543.0,7439.0
20603,Essendon,VIC,2019,71999.0,9307.0
20603,Essendon,VIC,2020,72376.0,9650.0
20603,Essendon,VIC,2021,69421.0,9748.0
20603,Essendon,VIC,2022,69463.0,10037.0
20603,Essendon,VIC,2023,72019.0,10462.0
20603,Essendon,VIC,2024,74369.0,10944.0
20604,Melbourne City,VIC,2019,168936.0,10893.0
20604,Melbourne City,VIC,2020,170568.0,11321.0
20604,Melbourne City,VIC,2021,153091.0,10915.0
20604,Melbourne City,VIC,2022,160314.0,11064.0
20604,Melbourne City,VIC,2023,177770.0,11368.0
20604,Melbourne City,VIC,2024,189379.0,11878.0
20605,Port Phillip,VIC,2019,111798.0,13612.0
20605,Port Phillip,VIC,2020,110595.0,13962.0
20605,Port Phillip,VIC,2021,103458.0,13631.0
20605,Port Phillip,VIC,2022,104111.0,13922.0
20605,Port Phillip,VIC,2023,109601.0,14562.0
20605,Port Phillip,VIC,2024,112672.0,15177.0
20606,Stonnington - West,VIC,2019,69109.0,10275.0
20606,Stonnington - West,VIC,2020,68074.0,10323.0
20606,Stonnington - West,VIC,2021,63519.0,10014.0
20606,Stonnington - West,VIC,2022,63550.0,10030.0
20606,Stonnington - West,VIC,2023,66877.0,10250.0
20606,Stonnington - West,VIC,2024,68620.0,10459.0
20607,Yarra,VIC,2019,97471.0,10444.0
20607,Yarra,VIC,2020,97615.0,10843.0
20607,Yarra,VIC,2021,92481.0,10674.0
20607,Yarra,VIC,2022,93345.0,10782.0
20607,Yarra,VIC,2023,98489.0,11152.0
20607,Yarra,VIC,2024,101733.0,11521.0
20701,Boroondara,VIC,2019,179663.0,29997.0
20701,Boroondara,VIC,2020,177875.0,30683.0
20701,Boroondara,VIC,2021,169789.0,30335.0
20701,Boroondara,VIC,2022,169632.0,30708.0
20701,Boroondara,VIC,2023,174633.0,31410.0
20701,Boroondara,VIC,2024,178008.0,32084.0
20702,Manningham - West,VIC,2019,99631.0,21359.0
20702,Manningham - West,VIC,2020,100990.0,21919.0
20702,Manningham - West,VIC,2021,99303.0,22151.0
20702,Manningham - West,VIC,2022,100139.0,22355.0
20702,Manningham - West,VIC,2023,102959.0,22682.0
20702,Manningham - West,VIC,2024,104807.0,22934.0
20703,Whitehorse - West,VIC,2019,111676.0,18299.0
20703,Whitehorse - West,VIC,2020,112582.0,18822.0
20703,Whitehorse - West,VIC,2021,108426.0,18703.0
20703,Whitehorse - West,VIC,2022,109860.0,18897.0
20703,Whitehorse - West,VIC,2023,114874.0,19363.0
20703,Whitehorse - West,VIC,2024,118702.0,19845.0
20801,Bayside,VIC,2019,105128.0,21065.0
20801,Bayside,VIC,2020,105018.0,21583.0
20801,Bayside,VIC,2021,102328.0,21252.0
20801,Bayside,VIC,2022,102241.0,21696.0
20801,Bayside,VIC,2023,104307.0,22170.0
20801,Bayside,VIC,2024,106118.0,22811.0
20802,Glen Eira,VIC,2019,161863.0,24040.0
20802,Glen Eira,VIC,2020,162613.0,24744.0
20802,Glen Eira,VIC,2021,158280.0,25032.0
20802,Glen Eira,VIC,2022,159488.0,25385.0
20802,Glen Eira,VIC,2023,164832.0,25961.0
20802,Glen Eira,VIC,2024,169145.0,26617.0
20803,Kingston,VIC,2019,126094.0,20980.0
20803,Kingston,VIC,2020,126174.0,21520.0
20803,Kingston,VIC,2021,123786.0,21834.0
20803,Kingston,VIC,2022,124101.0,22266.0
20803,Kingston,VIC,2023,126641.0,22777.0
20803,Kingston,VIC,2024,128877.0,23419.0
20804,Stonnington - East,VIC,2019,44691.0,7438.0
20804,Stonnington - East,VIC,2020,44536.0,7694.0
20804,Stonnington - East,VIC,2021,42671.0,7661.0
20804,Stonnington - East,VIC,2022,42974.0,7708.0
20804,Stonnington - East,VIC,2023,44539.0,7885.0
20804,Stonnington - East,VIC,2024,45418.0,8002.0
20901,Banyule,VIC,2019,130607.0,22840.0
20901,Banyule,VIC,2020,130294.0,23305.0
20901,Banyule,VIC,2021,127370.0,23419.0
20901,Banyule,VIC,2022,127427.0,23779.0
20901,Banyule,VIC,2023,129607.0,24124.0
20901,Banyule,VIC,2024,131931.0,24705.0
20902,Darebin - North,VIC,2019,101067.0,14745.0
20902,Darebin - North,VIC,2020,100657.0,14978.0
20902,Darebin - North,VIC,2021,96421.0,14617.0
20902,Darebin - North,VIC,2022,96624.0,14585.0
20902,Darebin - North,VIC,2023,100305.0,14761.0
20902,Darebin - North,VIC,2024,103420.0,14902.0
20903,Nillumbik - Kinglake,VIC,2019,68617.0,9923.0
20903,Nillumbik - Kinglake,VIC,2020,68494.0,10477.0
20903,Nillumbik - Kinglake,VIC,2021,67687.0,10821.0
20903,Nillumbik - Kinglake,VIC,2022,67375.0,11341.0
20903,Nillumbik - Kinglake,VIC,2023,67611.0,11828.0
20903,Nillumbik - Kinglake,VIC,2024,68092.0,12277.0
20904,Whittlesea - Wallan,VIC,2019,246162.0,28277.0
20904,Whittlesea - Wallan,VIC,2020,252583.0,29817.0
20904,Whittlesea - Wallan,VIC,2021,254784.0,31080.0
20904,Whittlesea - Wallan,VIC,2022,261823.0,32268.0
20904,Whittlesea - Wallan,VIC,2023,271309.0,33539.0
20904,Whittlesea - Wallan,VIC,2024,281619.0,35118.0
21001,Keilor,VIC,2019,63359.0,12924.0
21001,Keilor,VIC,2020,63187.0,13055.0
21001,Keilor,VIC,2021,62124.0,13134.0
21001,Keilor,VIC,2022,62196.0,13143.0
21001,Keilor,VIC,2023,63041.0,13274.0
21001,Keilor,VIC,2024,64063.0,13444.0
21002,Macedon Ranges,VIC,2019,32374.0,5059.0
21002,Macedon Ranges,VIC,2020,32835.0,5270.0
21002,Macedon Ranges,VIC,2021,33213.0,5489.0
21002,Macedon Ranges,VIC,2022,33666.0,5684.0
21002,Macedon Ranges,VIC,2023,34317.0,5957.0
21002,Macedon Ranges,VIC,2024,35115.0,6261.0
21003,Moreland - North,VIC,2019,83689.0,11976.0
21003,Moreland - North,VIC,2020,84021.0,11924.0
21003,Moreland - North,VIC,2021,81472.0,11614.0
21003,Moreland - North,VIC,2022,81792.0,11443.0
21003,Moreland - North,VIC,2023,84252.0,11334.0
21003,Moreland - North,VIC,2024,85970.0,11395.0
21004,Sunbury,VIC,2019,43905.0,5814.0
21004,Sunbury,VIC,2020,45102.0,6079.0
21004,Sunbury,VIC,2021,45464.0,6363.0
21004,Sunbury,VIC,2022,46317.0,6658.0
21004,Sunbury,VIC,2023,48087.0,6958.0
21004,Sunbury,VIC,2024,50000.0,7266.0
21005,Tullamarine - Broadmeadows,VIC,2019,195222.0,18154.0
21005,Tullamarine - Broadmeadows,VIC,2020,203189.0,19311.0
21005,Tullamarine - Broadmeadows,VIC,2021,206755.0,20187.0
21005,Tullamarine - Broadmeadows,VIC,2022,212702.0,21035.0
21005,Tullamarine - Broadmeadows,VIC,2023,221090.0,21943.0
21005,Tullamarine - Broadmeadows,VIC,2024,228673.0,23007.0
21101,Knox,VIC,2019,163349.0,26329.0
21101,Knox,VIC,2020,163282.0,27333.0
21101,Knox,VIC,2021,160520.0,28013.0
21101,Knox,VIC,2022,159590.0,28681.0
21101,Knox,VIC,2023,161808.0,29387.0
21101,Knox,VIC,2024,163339.0,30065.0
21102,Manningham - East,VIC,2019,27328.0,5107.0
21102,Manningham - East,VIC,2020,27072.0,5224.0
21102,Manningham - East,VIC,2021,26591.0,5293.0
21102,Manningham - East,VIC,2022,26495.0,5367.0
21102,Manningham - East,VIC,2023,26655.0,5510.0
21102,Manningham - East,VIC,2024,27016.0,5661.0
21103,Maroondah,VIC,2019,117503.0,18997.0
21103,Maroondah,VIC,2020,117825.0,19559.0
21103,Maroondah,VIC,2021,115610.0,19821.0
21103,Maroondah,VIC,2022,115294.0,20087.0
21103,Maroondah,VIC,2023,116967.0,20528.0
21103,Maroondah,VIC,2024,118885.0,21060.0
21104,Whitehorse - East,VIC,2019,64972.0,12057.0
21104,Whitehorse - East,VIC,2020,65005.0,12357.0
21104,Whitehorse - East,VIC,2021,63435.0,12400.0
21104,Whitehorse - East,VIC,2022,63525.0,12463.0
21104,Whitehorse - East,VIC,2023,64612.0,12619.0
21104,Whitehorse - East,VIC,2024,65543.0,12798.0
21105,Yarra Ranges,VIC,2019,157926.0,25364.0
21105,Yarra Ranges,VIC,2020,158057.0,26236.0
21105,Yarra Ranges,VIC,2021,156602.0,26981.0
21105,Yarra Ranges,VIC,2022,156643.0,27746.0
21105,Yarra Ranges,VIC,2023,157846.0,28549.0
21105,Yarra Ranges,VIC,2024,159320.0,29387.0
21201,Cardinia,VIC,2019,112155.0,13040.0
21201,Cardinia,VIC,2020,116662.0,13858.0
21201,Cardinia,VIC,2021,119721.0,14639.0
21201,Cardinia,VIC,2022,123343.0,15297.0
21201,Cardinia,VIC,2023,127090.0,16034.0
21201,Cardinia,VIC,2024,130536.0,16656.0
21202,Casey - North,VIC,2019,140938.0,18391.0
21202,Casey - North,VIC,2020,141036.0,19041.0
21202,Casey - North,VIC,2021,138661.0,19453.0
21202,Casey - North,VIC,2022,138933.0,19870.0
21202,Casey - North,VIC,2023,141806.0,20583.0
21202,Casey - North,VIC,2024,144349.0,21370.0
21203,Casey - South,VIC,2019,211068.0,16977.0
21203,Casey - South,VIC,2020,222934.0,18137.0
21203,Casey - South,VIC,2021,230897.0,19353.0
21203,Casey - South,VIC,2022,240171.0,20486.0
21203,Casey - South,VIC,2023,250254.0,21918.0
21203,Casey - South,VIC,2024,261066.0,23456.0
21204,Dandenong,VIC,2019,203380.0,31275.0
21204,Dandenong,VIC,2020,202670.0,32047.0
21204,Dandenong,VIC,2021,195868.0,31715.0
21204,Dandenong,VIC,2022,195300.0,32184.0
21204,Dandenong,VIC,2023,200919.0,32885.0
21204,Dandenong,VIC,2024,204942.0,33736.0
21205,Monash,VIC,2019,191835.0,32828.0
21205,Monash,VIC,2020,192834.0,33603.0
21205,Monash,VIC,2021,185251.0,33382.0
21205,Monash,VIC,2022,187417.0,33238.0
21205,Monash,VIC,2023,195752.0,33410.0
21205,Monash,VIC,2024,201180.0,33569.0
21301,Brimbank,VIC,2019,197821.0,27915.0
21301,Brimbank,VIC,2020,195438.0,28948.0
21301,Brimbank,VIC,2021,188038.0,29108.0
21301,Brimbank,VIC,2022,184854.0,29836.0
21301,Brimbank,VIC,2023,187500.0,30686.0
21301,Brimbank,VIC,2024,189454.0,31568.0
21302,Hobsons Bay,VIC,2019,90716.0,13716.0
21302,Hobsons Bay,VIC,2020,90097.0,14021.0
21302,Hobsons Bay,VIC,2021,87456.0,14076.0
21302,Hobsons Bay,VIC,2022,87166.0,14351.0
21302,Hobsons Bay,VIC,2023,88934.0,14704.0
21302,Hobsons Bay,VIC,2024,90765.0,15125.0
21303,Maribyrnong,VIC,2019,89460.0,8671.0
21303,Maribyrnong,VIC,2020,89418.0,8972.0
21303,Maribyrnong,VIC,2021,86385.0,9143.0
21303,Maribyrnong,VIC,2022,87605.0,9298.0
21303,Maribyrnong,VIC,2023,91776.0,9627.0
21303,Maribyrnong,VIC,2024,94251.0,10003.0
21304,Melton - Bacchus Marsh,VIC,2019,185135.0,17228.0
21304,Melton - Bacchus Marsh,VIC,2020,193178.0,18358.0
21304,Melton - Bacchus Marsh,VIC,2021,201101.0,19510.0
21304,Melton - Bacchus Marsh,VIC,2022,213073.0,20478.0
21304,Melton - Bacchus Marsh,VIC,2023,225632.0,21678.0
21304,Melton - Bacchus Marsh,VIC,2024,239306.0,22960.0
21305,Wyndham,VIC,2019,278303.0,20201.0
21305,Wyndham,VIC,2020,292388.0,21494.0
21305,Wyndham,VIC,2021,301133.0,22398.0
21305,Wyndham,VIC,2022,314096.0,23512.0
21305,Wyndham,VIC,2023,328867.0,24918.0
21305,Wyndham,VIC,2024,341877.0,26311.0
21401,Frankston,VIC,2019,141970.0,21809.0
21401,Frankston,VIC,2020,142191.0,22377.0
21401,Frankston,VIC,2021,140824.0,22854.0
21401,Frankston,VIC,2022,141161.0,23222.0
21401,Frankston,VIC,2023,142808.0,23754.0
21401,Frankston,VIC,2024,144615.0,24235.0
21402,Mornington Peninsula,VIC,2019,168594.0,42271.0
21402,Mornington Peninsula,VIC,2020,170186.0,43911.0
21402,Mornington Peninsula,VIC,2021,170440.0,45527.0
21402,Mornington Peninsula,VIC,2022,169733.0,46434.0
21402,Mornington Peninsula,VIC,2023,170245.0,47347.0
21402,Mornington Peninsula,VIC,2024,171450.0,48518.0
21501,Grampians,VIC,2019,59880.0,13940.0
21501,Grampians,VIC,2020,60232.0,14297.0
21501,Grampians,VIC,2021,60060.0,14614.0
21501,Grampians,VIC,2022,59794.0,14802.0
21501,Grampians,VIC,2023,59569.0,15025.0
21501,Grampians,VIC,2024,59413.0,15308.0
21502,Mildura,VIC,2019,56764.0,10453.0
21502,Mildura,VIC,2020,57335.0,10776.0
21502,Mildura,VIC,2021,56966.0,10875.0
21502,Mildura,VIC,2022,57250.0,11071.0
21502,Mildura,VIC,2023,57553.0,11377.0
21502,Mildura,VIC,2024,57626.0,11666.0
21503,Murray River - Swan Hill,VIC,2019,38135.0,8558.0
21503,Murray River - Swan Hill,VIC,2020,38230.0,8779.0
21503,Murray River - Swan Hill,VIC,2021,38128.0,8922.0
21503,Murray River - Swan Hill,VIC,2022,37893.0,9068.0
21503,Murray River - Swan Hill,VIC,2023,37668.0,9202.0
21503,Murray River - Swan Hill,VIC,2024,37454.0,9315.0
21601,Campaspe,VIC,2019,38282.0,8780.0
21601,Campaspe,VIC,2020,38536.0,9056.0
21601,Campaspe,VIC,2021,38714.0,9380.0
21601,Campaspe,VIC,2022,38718.0,9607.0
21601,Campaspe,VIC,2023,38457.0,9705.0
21601,Campaspe,VIC,2024,38317.0,9931.0
21602,Moira,VIC,2019,30099.0,7696.0
21602,Moira,VIC,2020,30298.0,7949.0
21602,Moira,VIC,2021,30367.0,8197.0
21602,Moira,VIC,2022,30584.0,8372.0
21602,Moira,VIC,2023,30771.0,8608.0
21602,Moira,VIC,2024,30836.0,8818.0
21603,Shepparton,VIC,2019,67535.0,11864.0
21603,Shepparton,VIC,2020,68274.0,12278.0
21603,Shepparton,VIC,2021,68325.0,12721.0
21603,Shepparton,VIC,2022,68775.0,13092.0
21603,Shepparton,VIC,2023,68948.0,13388.0
21603,Shepparton,VIC,2024,69684.0,13820.0
21701,Glenelg - Southern Grampians,VIC,2019,36430.0,8519.0
21701,Glenelg - Southern Grampians,VIC,2020,36618.0,8891.0
21701,Glenelg - Southern Grampians,VIC,2021,36607.0,9267.0
21701,Glenelg - Southern Grampians,VIC,2022,36504.0,9493.0
21701,Glenelg - Southern Grampians,VIC,2023,36539.0,9695.0
21701,Glenelg - Southern Grampians,VIC,2024,36591.0,9986.0
21703,Colac - Corangamite,VIC,2019,38171.0,8525.0
21703,Colac - Corangamite,VIC,2020,38342.0,8856.0
21703,Colac - Corangamite,VIC,2021,38299.0,9122.0
21703,Colac - Corangamite,VIC,2022,38159.0,9296.0
21703,Colac - Corangamite,VIC,2023,38180.0,9522.0
21703,Colac - Corangamite,VIC,2024,38110.0,9786.0
21704,Warrnambool,VIC,2019,52091.0,10073.0
21704,Warrnambool,VIC,2020,52504.0,10539.0
21704,Warrnambool,VIC,2021,52725.0,11039.0
21704,Warrnambool,VIC,2022,53053.0,11349.0
21704,Warrnambool,VIC,2023,53516.0,11594.0
21704,Warrnambool,VIC,2024,53856.0,11967.0
30101,Capalaba,QLD,2019,75325.0,12235.0
30101,Capalaba,QLD,2020,75037.0,12802.0
30101,Capalaba,QLD,2021,74516.0,13211.0
30101,Capalaba,QLD,2022,74712.0,13596.0
30101,Capalaba,QLD,2023,75708.0,13891.0
30101,Capalaba,QLD,2024,76556.0,14360.0
30102,Cleveland - Stradbroke,QLD,2019,91347.0,19209.0
30102,Cleveland - Stradbroke,QLD,2020,93047.0,20151.0
30102,Cleveland - Stradbroke,QLD,2021,94836.0,21216.0
30102,Cleveland - Stradbroke,QLD,2022,96702.0,22057.0
30102,Cleveland - Stradbroke,QLD,2023,98920.0,22983.0
30102,Cleveland - Stradbroke,QLD,2024,101572.0,24030.0
30103,Wynnum - Manly,QLD,2019,73264.0,10539.0
30103,Wynnum - Manly,QLD,2020,74031.0,10841.0
30103,Wynnum - Manly,QLD,2021,74093.0,11141.0
30103,Wynnum - Manly,QLD,2022,74593.0,11456.0
30103,Wynnum - Manly,QLD,2023,75567.0,11663.0
30103,Wynnum - Manly,QLD,2024,76920.0,12001.0
30201,Bald Hills - Everton Park,QLD,2019,45149.0,7191.0
