acpr_code,acpr_name,state,year,n_first_admission,n_repeat_admission,n_permanent,n_respite,n_indigenous,n_male,n_female,n_nesb,n_english_speaking,n_age_0_49,n_age_50_54,n_age_55_59,n_age_60_64,n_age_65_69,n_age_70_74,n_age_75_79,n_age_80_84,n_age_85_89,n_age_90_94,n_age_95_99,n_age_100_plus
508,Mid West,WA,2024,113,12,117,8,4,45,80,6,22,0,0,0,0,3,17,16,33,30,22,3,1
509,Pilbara,WA,2024,36,18,26,28,33,24,30,4,2,0,0,3,2,14,11,9,12,3,0,0,0
510,South West,WA,2024,629,122,531,220,5,301,450,61,162,0,0,0,2,19,35,124,147,212,150,55,7
511,Wheatbelt,WA,2024,182,54,123,113,12,111,125,15,44,0,0,0,1,12,11,38,69,56,33,15,1
601,North Western,TAS,2024,760,278,461,577,26,436,602,52,97,0,0,1,7,26,86,162,219,277,197,60,3
602,Northern,TAS,2024,884,420,569,735,8,528,776,81,142,2,0,3,6,30,120,188,283,362,215,92,3
603,Southern,TAS,2024,1340,487,847,980,35,778,1049,166,216,0,3,1,4,64,155,293,380,442,333,138,14
701,Alice Springs,NT,2024,94,56,82,68,111,47,102,0,4,0,1,4,14,13,22,39,23,25,8,1,0
703,Darwin,NT,2024,163,39,118,84,43,96,106,40,23,0,0,1,8,7,32,33,46,38,31,6,0
705,Katherine,NT,2024,32,25,18,39,41,38,19,3,4,0,0,3,4,6,16,17,6,5,0,0,0
801,ACT,ACT,2024,1459,345,928,876,14,776,1028,389,210,0,0,2,0,54,111,286,356,475,404,100,16
