SA3_CODE_2021,snapshot_year,sa3_name,state,mmm_code,n_facilities,overall_rating,quality_score,residents_exp,staffing,compliance,quality_measures,rn_mins_actual,total_mins_actual
31203,2024,Whitsunday,QLD,MM5,1,4.0,3.75,4.0,3.0,5.0,3.0,34.0,214.0
31203,2025,Whitsunday,QLD,MM5,1,4.0,3.75,3.0,3.0,5.0,4.0,47.0,220.0
31301,2023,Bribie - Beachmere,QLD,MM1,2,2.5,3.0,3.0,3.0,3.0,3.0,,
31301,2024,Bribie - Beachmere,QLD,MM2,3,3.5,3.5,3.5,2.5,4.0,4.0,39.0,198.333
31301,2025,Bribie - Beachmere,QLD,MM2,3,3.667,3.5,3.667,3.0,4.333,3.0,50.0,212.333
31302,2023,Caboolture,QLD,MM1,10,3.5,3.35,3.4,2.4,4.4,3.2,,
31302,2024,Caboolture,QLD,MM1,10,3.6,3.575,3.3,3.0,4.5,3.5,38.9,211.4
31302,2025,Caboolture,QLD,MM1,10,3.7,3.575,3.2,3.1,4.7,3.3,46.6,220.6
31303,2023,Caboolture Hinterland,QLD,MM5,2,3.5,3.75,4.0,3.5,4.5,3.0,,
31303,2024,Caboolture Hinterland,QLD,MM5,2,4.0,3.75,4.0,3.0,4.5,3.5,41.0,231.5
31303,2025,Caboolture Hinterland,QLD,MM5,2,4.0,3.875,4.0,3.0,5.0,3.5,46.5,232.0
31304,2023,Narangba - Burpengary,QLD,MM1,5,3.6,3.3,3.2,2.2,4.4,3.4,,
31304,2024,Narangba - Burpengary,QLD,MM1,6,4.0,3.938,3.25,3.5,4.75,4.25,37.0,174.833
31304,2025,Narangba - Burpengary,QLD,MM1,6,3.0,3.444,3.0,3.5,4.0,3.167,49.833,217.667
31305,2023,Redcliffe,QLD,MM1,9,4.0,3.944,3.778,3.444,4.778,3.778,,
31305,2024,Redcliffe,QLD,MM1,10,4.0,3.925,3.5,3.5,4.8,3.9,46.9,208.4
31305,2025,Redcliffe,QLD,MM1,10,3.875,3.844,3.5,3.625,4.75,3.5,53.875,209.25
31401,2023,The Hills District,QLD,MM1,2,4.0,3.25,3.5,2.0,4.0,4.0,,
31401,2024,The Hills District,QLD,MM1,2,3.0,2.875,3.0,2.5,4.0,2.0,39.5,198.5
31401,2025,The Hills District,QLD,MM1,2,4.0,3.75,3.5,3.5,4.5,3.5,48.5,221.5
31402,2023,North Lakes,QLD,MM1,6,4.167,3.917,3.833,3.5,4.833,3.5,,
31402,2024,North Lakes,QLD,MM1,6,3.667,3.625,3.5,2.833,4.833,3.333,42.667,221.5
31402,2025,North Lakes,QLD,MM1,6,4.0,3.967,3.6,3.6,5.0,3.5,51.4,223.4
31403,2023,Strathpine,QLD,MM1,2,4.0,3.75,4.5,2.5,5.0,3.0,,
31403,2024,Strathpine,QLD,MM1,3,4.0,3.75,3.0,3.5,4.5,3.5,39.0,158.667
31403,2025,Strathpine,QLD,MM1,3,3.5,3.375,4.0,3.0,4.0,2.5,48.5,206.5
31501,2023,Far North,QLD,MM7,3,3.667,3.25,4.333,2.333,3.667,2.667,,
31501,2024,Far North,QLD,MM7,3,3.667,3.417,3.333,3.333,4.0,3.0,43.0,198.0
31501,2025,Far North,QLD,MM7,3,5.0,4.25,4.5,3.0,4.5,5.0,47.5,286.0
31502,2023,Outback - North,QLD,MM6,2,4.0,3.75,4.0,3.0,5.0,3.0,,
31502,2024,Outback - North,QLD,MM6,2,4.0,4.0,4.0,3.5,5.0,3.5,52.0,175.0
31502,2025,Outback - North,QLD,MM6,2,4.0,3.875,4.0,3.0,5.0,3.5,62.5,162.5
31503,2023,Outback - South,QLD,MM7,2,4.0,3.875,3.5,3.5,4.0,4.5,,
31503,2024,Outback - South,QLD,MM7,2,4.0,4.125,4.0,4.5,4.5,3.5,80.0,233.5
31503,2025,Outback - South,QLD,MM7,2,4.0,4.0,4.5,4.0,4.5,3.0,76.5,228.5
31601,2023,Buderim,QLD,MM1,2,3.5,3.375,3.5,3.0,4.5,2.5,,
31601,2024,Buderim,QLD,MM1,4,4.0,3.5,3.5,2.5,5.0,3.0,37.75,194.75
31601,2025,Buderim,QLD,MM1,4,4.0,3.688,4.0,3.5,4.25,3.0,49.0,210.5
31602,2023,Caloundra,QLD,MM1,15,3.923,3.673,3.769,2.923,4.769,3.231,,
31602,2024,Caloundra,QLD,MM1,16,4.0,3.792,3.786,3.0,4.688,3.688,40.688,194.688
31602,2025,Caloundra,QLD,MM1,16,3.769,3.692,3.538,3.231,4.692,3.308,45.846,202.692
31603,2023,Maroochy,QLD,MM1,11,3.8,3.583,3.6,3.0,4.727,3.0,,
31603,2024,Maroochy,QLD,MM1,11,3.636,3.591,3.273,3.0,4.727,3.364,43.182,197.364
31603,2025,Maroochy,QLD,MM1,11,3.909,3.727,3.545,3.455,4.818,3.091,49.545,215.455
31605,2023,Noosa,QLD,MM1,5,3.2,3.35,3.4,2.8,4.0,3.2,,
31605,2024,Noosa,QLD,MM1,6,3.6,3.333,3.0,3.0,4.8,2.8,57.333,244.833
31605,2025,Noosa,QLD,MM1,6,4.0,3.667,4.0,3.2,4.75,3.0,46.4,210.4
31606,2023,Sunshine Coast Hinterland,QLD,MM1,2,3.5,3.875,4.0,3.5,4.0,4.0,,
31606,2024,Sunshine Coast Hinterland,QLD,MM1,3,3.5,3.625,4.0,3.0,4.5,3.0,39.667,216.667
31606,2025,Sunshine Coast Hinterland,QLD,MM1,3,4.0,3.625,3.0,3.5,4.5,3.5,48.5,213.5
31607,2023,Nambour,QLD,MM1,8,4.0,3.917,3.625,4.0,4.625,3.286,,
31607,2024,Nambour,QLD,MM1,8,4.0,3.812,3.625,3.5,4.75,3.375,52.875,214.0
31607,2025,Nambour,QLD,MM1,8,4.286,4.107,3.857,4.286,5.0,3.286,64.286,227.286
31608,2023,Noosa Hinterland,QLD,MM2,1,4.0,3.5,3.0,2.0,5.0,4.0,,
31608,2024,Noosa Hinterland,QLD,MM2,1,4.0,3.5,3.0,3.0,5.0,3.0,35.0,218.0
31608,2025,Noosa Hinterland,QLD,MM2,1,4.0,3.75,4.0,3.0,5.0,3.0,47.0,206.0
31701,2023,Toowoomba,QLD,MM2,18,3.778,3.625,3.722,2.667,4.667,3.444,,
31701,2024,Toowoomba,QLD,MM2,18,3.778,3.611,3.667,2.944,4.833,3.0,44.778,200.056
31701,2025,Toowoomba,QLD,MM2,18,3.812,3.672,3.75,2.938,4.75,3.25,47.562,207.312
31801,2023,Charters Towers - Ayr - Ingham,QLD,MM5,6,3.333,3.292,3.333,2.5,4.5,2.833,,
31801,2024,Charters Towers - Ayr - Ingham,QLD,MM5,7,3.571,3.643,3.857,2.857,4.714,3.143,47.143,208.857
31801,2025,Charters Towers - Ayr - Ingham,QLD,MM5,7,4.0,3.75,3.833,3.0,5.0,3.167,56.0,223.5
31802,2023,Townsville,QLD,MM2,12,3.583,3.604,3.75,2.5,4.583,3.583,,
31802,2024,Townsville,QLD,MM2,12,3.667,3.688,3.667,3.25,4.667,3.167,49.667,228.333
31802,2025,Townsville,QLD,MM2,12,3.778,3.722,3.333,3.333,4.889,3.333,54.0,222.444
31901,2023,Bundaberg,QLD,MM2,9,3.333,3.278,3.333,1.889,4.333,3.556,,
31901,2024,Bundaberg,QLD,MM2,9,3.444,3.417,3.444,2.333,4.556,3.333,35.667,210.778
31901,2025,Bundaberg,QLD,MM2,9,4.0,3.917,3.667,3.167,5.0,3.833,50.167,225.833
31902,2023,Burnett,QLD,MM5,9,3.889,3.861,4.0,2.778,4.778,3.889,,
31902,2024,Burnett,QLD,MM5,10,4.0,3.95,3.667,3.2,4.8,4.1,52.3,221.8
31902,2025,Burnett,QLD,MM5,9,4.286,4.357,4.0,4.143,5.0,4.286,57.0,223.143
31903,2023,Gympie - Cooloola,QLD,MM3,5,3.4,3.45,3.4,2.6,4.0,3.8,,
31903,2024,Gympie - Cooloola,QLD,MM3,5,3.6,3.65,3.6,3.2,4.6,3.2,42.4,205.4
31903,2025,Gympie - Cooloola,QLD,MM3,5,4.333,4.0,4.25,3.25,4.667,4.0,49.25,212.75
31904,2023,Hervey Bay,QLD,MM2,9,3.444,3.389,3.222,2.444,4.333,3.556,,
31904,2024,Hervey Bay,QLD,MM2,9,3.556,3.5,3.444,2.889,4.556,3.111,39.222,204.333
31904,2025,Hervey Bay,QLD,MM2,9,3.714,3.571,3.571,2.857,4.714,3.143,44.429,219.571
31905,2023,Maryborough,QLD,MM3,5,3.4,3.35,3.6,2.2,4.2,3.4,,
31905,2024,Maryborough,QLD,MM3,5,3.75,3.562,3.5,2.5,4.75,3.5,31.8,152.4
31905,2025,Maryborough,QLD,MM3,5,3.8,3.65,3.6,2.4,4.8,3.8,43.4,207.8
40101,2023,Adelaide City,SA,MM1,2,4.0,3.625,4.0,2.0,4.0,4.5,,
40101,2024,Adelaide City,SA,MM1,2,4.0,3.625,3.5,3.0,4.5,3.5,39.5,199.0
40101,2025,Adelaide City,SA,MM1,2,4.0,3.875,3.5,3.0,5.0,4.0,47.5,216.0
40102,2023,Adelaide Hills,SA,MM5,8,3.714,3.75,3.143,2.714,4.857,4.286,,
40102,2024,Adelaide Hills,SA,MM5,10,3.778,3.725,3.4,3.222,4.667,3.889,47.1,224.0
40102,2025,Adelaide Hills,SA,MM5,10,3.7,3.75,3.2,3.5,4.5,3.8,50.6,219.4
40103,2023,Burnside,SA,MM1,4,3.5,3.188,3.0,2.5,4.0,3.25,,
40103,2024,Burnside,SA,MM1,5,3.8,3.65,3.6,2.8,4.4,3.8,42.4,205.4
40103,2025,Burnside,SA,MM1,5,4.0,3.7,3.4,3.2,4.6,3.6,50.0,229.8
40104,2023,Campbelltown (SA),SA,MM1,9,3.556,3.5,3.0,3.333,4.111,3.556,,
40104,2024,Campbelltown (SA),SA,MM1,9,3.667,3.806,3.333,3.444,4.333,4.111,45.556,217.0
40104,2025,Campbelltown (SA),SA,MM1,9,3.714,3.704,3.0,3.429,4.667,3.667,52.333,221.889
40105,2023,Norwood - Payneham - St Peters,SA,MM1,4,3.5,3.5,3.25,2.75,4.75,3.25,,
40105,2024,Norwood - Payneham - St Peters,SA,MM1,5,3.8,3.5,2.8,3.6,4.8,2.8,43.2,231.2
40105,2025,Norwood - Payneham - St Peters,SA,MM1,5,3.6,3.5,3.2,3.4,4.8,2.6,51.6,236.0
40106,2023,Prospect - Walkerville,SA,MM1,2,4.0,3.75,3.0,3.0,5.0,4.0,,
40106,2024,Prospect - Walkerville,SA,MM1,3,3.333,3.583,2.667,3.333,4.333,4.0,46.0,206.333
40106,2025,Prospect - Walkerville,SA,MM1,3,3.667,3.917,3.0,3.0,4.667,5.0,50.0,217.333
40107,2023,Unley,SA,MM1,10,3.8,3.825,3.4,3.3,4.6,4.0,,
40107,2024,Unley,SA,MM1,12,3.667,3.75,3.25,3.167,4.583,4.0,43.667,205.167
40107,2025,Unley,SA,MM1,13,3.75,3.708,3.167,3.167,4.583,3.917,47.833,216.083
40201,2023,Gawler - Two Wells,SA,MM1,3,3.333,3.25,3.333,2.0,4.333,3.333,,
40201,2024,Gawler - Two Wells,SA,MM1,4,3.333,3.583,3.333,2.667,4.667,3.667,35.75,214.5
40201,2025,Gawler - Two Wells,SA,MM1,4,3.333,3.25,3.0,2.667,4.667,2.667,42.667,212.667
40202,2023,Playford,SA,MM1,7,3.0,3.167,2.833,1.833,4.0,4.0,,
40202,2024,Playford,SA,MM1,9,3.25,3.333,3.125,3.0,4.111,3.0,42.222,219.778
40202,2025,Playford,SA,MM1,9,3.556,3.472,3.222,3.0,4.444,3.222,47.222,225.667
40203,2023,Port Adelaide - East,SA,MM1,10,3.6,3.4,3.3,2.4,4.6,3.3,,
40203,2024,Port Adelaide - East,SA,MM1,10,3.5,3.575,3.0,3.1,4.6,3.6,47.0,218.5
40203,2025,Port Adelaide - East,SA,MM1,10,3.667,3.592,2.8,3.111,4.9,3.5,43.6,199.5
40204,2023,Salisbury,SA,MM1,13,3.167,3.154,3.167,2.615,3.833,3.077,,
40204,2024,Salisbury,SA,MM1,14,3.286,3.25,2.929,2.643,4.429,3.0,37.214,201.5
40204,2025,Salisbury,SA,MM1,14,3.909,3.686,3.154,3.273,4.692,3.538,43.538,208.077
40205,2023,Tea Tree Gully,SA,MM1,7,3.0,3.107,2.714,1.833,4.167,3.833,,
40205,2024,Tea Tree Gully,SA,MM1,8,3.0,3.25,2.875,2.625,4.5,3.0,37.875,209.125
40205,2025,Tea Tree Gully,SA,MM1,8,3.5,3.375,3.0,2.875,4.5,3.125,46.0,226.625
40301,2023,Holdfast Bay,SA,MM1,5,3.2,3.2,3.6,2.6,4.0,2.6,,
40301,2024,Holdfast Bay,SA,MM1,6,3.5,3.458,3.333,3.0,4.333,3.167,43.667,205.833
40301,2025,Holdfast Bay,SA,MM1,6,3.6,3.6,3.2,3.2,4.6,3.4,49.0,217.6
40302,2023,Marion,SA,MM1,7,3.571,3.393,3.143,2.286,4.571,3.571,,
40302,2024,Marion,SA,MM1,8,3.5,3.406,3.125,2.5,4.625,3.375,40.25,202.5
40302,2025,Marion,SA,MM1,8,3.714,3.536,3.0,3.0,4.714,3.429,46.429,213.571
40303,2023,Mitcham,SA,MM1,9,3.75,3.531,3.125,2.25,4.625,4.125,,
40303,2024,Mitcham,SA,MM1,10,3.9,3.775,3.4,3.1,4.8,3.8,43.7,225.9
40303,2025,Mitcham,SA,MM1,10,3.778,3.556,3.111,3.111,4.889,3.111,47.333,232.778
40304,2023,Onkaparinga,SA,MM1,14,3.643,3.536,3.5,2.214,4.714,3.714,,
40304,2024,Onkaparinga,SA,MM1,17,3.667,3.589,3.2,2.812,4.625,3.688,37.529,195.412
40304,2025,Onkaparinga,SA,MM1,17,3.625,3.544,3.235,2.812,4.706,3.353,46.412,221.824
40401,2023,Charles Sturt,SA,MM1,15,3.333,3.317,3.133,2.533,4.2,3.4,,
40401,2024,Charles Sturt,SA,MM1,15,3.6,3.5,3.267,2.933,4.4,3.4,41.933,222.933
40401,2025,Charles Sturt,SA,MM1,15,3.5,3.472,3.0,3.0,4.733,3.133,43.533,213.267
40402,2023,Port Adelaide - West,SA,MM1,6,3.5,3.5,3.333,3.0,4.5,3.167,,
40402,2024,Port Adelaide - West,SA,MM1,7,3.571,3.536,2.857,3.429,4.571,3.286,41.857,214.571
40402,2025,Port Adelaide - West,SA,MM1,7,3.6,3.6,3.0,2.8,4.8,3.8,44.4,213.8
40403,2023,West Torrens,SA,MM1,9,3.111,3.222,3.222,2.667,3.778,3.222,,
40403,2024,West Torrens,SA,MM1,9,3.444,3.472,3.222,3.111,4.111,3.444,41.889,212.222
40403,2025,West Torrens,SA,MM1,9,3.75,3.5,3.375,2.75,4.75,3.125,45.875,217.5
40501,2023,Barossa,SA,MM4,6,4.167,3.958,3.5,3.0,4.5,4.833,,
40501,2024,Barossa,SA,MM4,6,3.833,3.708,3.333,3.0,4.5,4.0,35.0,225.833
40501,2025,Barossa,SA,MM5,6,3.6,3.85,3.4,3.2,4.8,4.0,49.8,229.2
40502,2023,Lower North,SA,MM5,9,4.25,4.156,4.0,3.5,4.625,4.5,,
40502,2024,Lower North,SA,MM5,9,3.889,4.0,3.667,3.333,4.556,4.444,58.667,244.889
40502,2025,Lower North,SA,MM5,9,4.111,4.194,3.556,3.889,4.778,4.556,65.0,232.556
40503,2023,Mid North,SA,MM5,9,3.667,3.778,3.889,2.667,4.333,4.222,,
40503,2024,Mid North,SA,MM5,9,4.0,4.056,3.889,3.333,4.444,4.556,51.667,231.778
40503,2025,Mid North,SA,MM5,10,4.0,4.125,3.5,4.125,4.75,4.125,61.0,232.0
40504,2023,Yorke Peninsula,SA,MM5,8,3.5,3.531,3.75,2.125,4.375,3.875,,
40504,2024,Yorke Peninsula,SA,MM5,8,3.625,3.656,3.5,2.75,4.5,3.875,39.5,202.875
40504,2025,Yorke Peninsula,SA,MM5,8,3.571,3.75,3.429,3.0,4.714,3.857,46.571,222.857
40601,2023,Eyre Peninsula and South West,SA,MM6,4,3.0,3.062,3.25,2.25,4.25,2.5,,
40601,2024,Eyre Peninsula and South West,SA,MM6,4,3.25,3.375,3.25,3.0,4.25,3.0,40.75,215.5
40601,2025,Eyre Peninsula and South West,SA,MM6,4,3.5,3.375,3.25,3.0,4.25,3.0,47.75,220.75
40602,2023,Outback - North and East,SA,MM4,2,3.0,3.125,2.5,3.0,3.5,3.5,,
40602,2024,Outback - North and East,SA,MM4,2,3.5,3.625,3.0,3.0,4.0,4.5,46.5,189.0
40602,2025,Outback - North and East,SA,MM4,2,4.0,3.833,3.0,4.0,4.5,4.0,27.5,102.5
40701,2023,Fleurieu - Kangaroo Island,SA,MM4,8,3.5,3.406,3.25,3.125,4.25,3.0,,
40701,2024,Fleurieu - Kangaroo Island,SA,MM4,9,3.333,3.333,3.0,2.889,4.333,3.111,39.556,217.444
40701,2025,Fleurieu - Kangaroo Island,SA,MM4,9,3.714,3.679,3.143,3.429,4.714,3.429,48.429,220.143
40702,2023,Limestone Coast,SA,MM3,10,3.4,3.3,3.4,2.9,3.9,3.0,,
40702,2024,Limestone Coast,SA,MM3,11,3.9,3.826,4.1,3.636,4.182,3.364,52.727,227.364
40702,2025,Limestone Coast,SA,MM3,11,3.818,3.705,3.364,3.273,4.455,3.727,51.0,210.909
40703,2023,Murray and Mallee,SA,MM3,10,3.3,3.4,3.0,2.9,3.8,3.9,,
40703,2024,Murray and Mallee,SA,MM3,10,3.6,3.525,3.4,3.5,4.1,3.1,44.7,214.0
40703,2025,Murray and Mallee,SA,MM3,10,3.556,3.5,3.444,3.111,4.333,3.111,48.111,219.667
50101,2023,Augusta - Margaret River - Busselton,WA,MM3,5,3.667,3.667,3.667,2.333,4.667,4.0,,
50101,2024,Augusta - Margaret River - Busselton,WA,MM3,5,3.8,3.55,3.8,3.0,4.4,3.0,39.8,204.0
50101,2025,Augusta - Margaret River - Busselton,WA,MM3,5,3.6,3.35,3.2,2.8,4.6,2.8,43.8,221.6
50102,2023,Bunbury,WA,MM2,10,3.0,2.95,3.2,1.889,3.556,3.111,,
50102,2024,Bunbury,WA,MM2,10,3.333,3.444,3.556,2.778,4.0,3.444,34.6,196.0
50102,2025,Bunbury,WA,MM2,10,3.3,3.425,3.2,2.9,4.3,3.3,48.2,231.7
50103,2023,Manjimup,WA,MM5,4,3.5,3.375,3.5,1.5,3.5,5.0,,
50103,2024,Manjimup,WA,MM5,4,3.667,3.667,3.667,4.0,4.0,3.0,34.5,161.5
50103,2025,Manjimup,WA,MM5,3,3.333,3.417,3.333,3.333,4.0,3.0,44.333,207.333
50201,2023,Mandurah,WA,MM1,9,3.556,3.444,3.222,2.778,4.222,3.556,,
50201,2024,Mandurah,WA,MM1,10,3.889,3.575,3.222,3.4,4.6,3.1,43.5,219.9
50201,2025,Mandurah,WA,MM1,11,3.9,3.9,3.8,3.2,4.7,3.9,47.7,228.2
50301,2023,Cottesloe - Claremont,WA,MM1,10,3.556,3.417,3.778,2.222,4.444,3.222,,
50301,2024,Cottesloe - Claremont,WA,MM1,10,3.889,3.8,3.444,3.2,4.6,3.778,46.0,208.2
50301,2025,Cottesloe - Claremont,WA,MM1,11,3.625,3.75,3.5,3.222,4.556,3.625,47.333,213.778
50302,2023,Perth City,WA,MM1,25,3.522,3.55,3.348,2.68,4.292,3.96,,
50302,2024,Perth City,WA,MM1,25,3.88,3.87,3.8,3.16,4.56,3.96,42.56,210.12
50302,2025,Perth City,WA,MM1,25,3.875,3.74,3.208,3.25,4.708,3.792,48.5,226.667
50401,2023,Bayswater - Bassendean,WA,MM1,8,3.375,3.25,2.875,2.5,4.625,3.0,,
50401,2024,Bayswater - Bassendean,WA,MM1,10,3.75,3.442,2.875,2.9,4.7,3.2,42.8,210.8
50401,2025,Bayswater - Bassendean,WA,MM1,10,3.556,3.556,3.111,3.0,4.667,3.444,48.556,225.889
50402,2023,Mundaring,WA,MM1,2,3.0,3.0,2.0,2.0,4.0,4.0,,
50402,2024,Mundaring,WA,MM1,2,3.0,3.375,2.0,2.5,4.0,4.0,40.0,218.5
50402,2025,Mundaring,WA,MM1,2,3.5,3.875,3.5,3.5,4.0,4.5,49.0,217.5
50403,2023,Swan,WA,MM1,8,3.167,3.208,3.0,2.167,4.5,3.167,,
50403,2024,Swan,WA,MM1,8,3.5,3.375,3.0,3.0,4.5,3.0,38.75,217.25
50403,2025,Swan,WA,MM1,8,3.375,3.5,3.125,3.375,4.25,3.25,48.0,222.75
50501,2023,Joondalup,WA,MM1,10,3.9,3.8,3.4,2.9,4.7,4.2,,
50501,2024,Joondalup,WA,MM1,10,4.1,3.95,3.9,3.8,4.7,3.4,46.5,216.9
50501,2025,Joondalup,WA,MM1,10,3.9,3.65,3.2,3.3,4.9,3.2,50.5,218.9
50502,2023,Stirling,WA,MM1,19,3.389,3.333,3.111,2.667,4.222,3.333,,
50502,2024,Stirling,WA,MM1,20,3.737,3.588,3.421,2.9,4.45,3.6,40.2,208.95
50502,2025,Stirling,WA,MM1,20,3.75,3.7,3.2,2.95,4.7,3.95,45.85,219.65
50503,2023,Wanneroo,WA,MM1,10,3.5,3.475,3.5,2.6,4.1,3.7,,
50503,2024,Wanneroo,WA,MM1,11,3.545,3.5,3.545,2.727,4.455,3.273,40.0,214.818
50503,2025,Wanneroo,WA,MM1,11,3.727,3.568,3.273,3.0,4.818,3.182,47.545,225.727
50601,2023,Armadale,WA,MM1,6,3.5,3.458,3.167,3.167,4.167,3.333,,
50601,2024,Armadale,WA,MM1,7,3.667,3.708,3.167,3.667,4.5,3.5,41.571,188.429
50601,2025,Armadale,WA,MM1,6,3.6,3.542,3.167,3.5,4.8,3.0,50.167,221.667
50602,2023,Belmont - Victoria Park,WA,MM1,9,3.5,3.556,2.875,2.5,4.556,3.625,,
50602,2024,Belmont - Victoria Park,WA,MM1,9,3.889,3.667,3.444,3.444,4.667,3.111,44.778,210.778
50602,2025,Belmont - Victoria Park,WA,MM1,9,3.667,3.694,3.0,3.333,4.667,3.778,47.889,216.111
50603,2023,Canning,WA,MM1,12,3.583,3.5,3.0,2.667,4.667,3.667,,
50603,2024,Canning,WA,MM1,13,3.769,3.692,3.769,2.769,4.462,3.769,40.769,208.769
50603,2025,Canning,WA,MM1,13,3.846,3.692,3.385,2.923,4.846,3.615,46.615,219.0
50604,2023,Gosnells,WA,MM1,8,3.25,3.188,2.75,2.5,4.375,3.125,,
50604,2024,Gosnells,WA,MM1,8,3.75,3.5,3.125,3.125,4.625,3.125,39.75,213.75
50604,2025,Gosnells,WA,MM1,8,3.429,3.321,3.286,2.857,4.429,2.714,45.429,217.429
50605,2023,Kalamunda,WA,MM1,6,3.667,3.417,3.167,3.0,4.333,3.167,,
50605,2024,Kalamunda,WA,MM1,6,3.667,3.708,3.167,3.5,4.5,3.667,45.333,204.667
50605,2025,Kalamunda,WA,MM1,7,3.667,3.708,3.5,3.167,4.667,3.5,48.833,218.5
50606,2023,Serpentine - Jarrahdale,WA,MM1,1,,,,,,,,
50606,2024,Serpentine - Jarrahdale,WA,MM1,1,4.0,3.5,4.0,3.0,4.0,3.0,37.0,208.0
50606,2025,Serpentine - Jarrahdale,WA,MM1,1,3.0,3.25,3.0,3.0,4.0,3.0,46.0,216.0
50607,2023,South Perth,WA,MM1,9,3.375,3.156,2.875,2.5,4.125,3.125,,
50607,2024,South Perth,WA,MM1,10,3.667,3.583,3.556,3.111,4.444,3.222,80.5,294.2
50607,2025,South Perth,WA,MM1,10,3.5,3.575,3.3,3.1,4.5,3.4,48.2,222.4
50701,2023,Cockburn,WA,MM1,10,3.556,3.425,3.1,3.0,4.333,3.444,,
50701,2024,Cockburn,WA,MM1,10,3.4,3.425,3.2,2.7,4.5,3.3,41.2,205.7
50701,2025,Cockburn,WA,MM1,10,3.667,3.667,3.111,3.222,4.667,3.667,46.889,218.333
50702,2023,Fremantle,WA,MM1,6,3.8,3.75,3.8,3.0,4.6,3.6,,
50702,2024,Fremantle,WA,MM1,6,3.6,3.486,3.0,2.833,4.667,3.5,41.167,209.167
50702,2025,Fremantle,WA,MM1,6,3.8,3.75,3.4,3.4,5.0,3.2,48.6,220.6
50703,2023,Kwinana,WA,MM1,1,3.0,3.25,3.0,2.0,5.0,3.0,,
50703,2024,Kwinana,WA,MM1,1,3.0,3.25,3.0,2.0,5.0,3.0,40.0,216.0
50703,2025,Kwinana,WA,MM1,1,4.0,3.5,3.0,3.0,5.0,3.0,45.0,218.0
50704,2023,Melville,WA,MM1,15,3.923,3.865,3.538,3.308,4.692,3.923,,
50704,2024,Melville,WA,MM1,17,3.769,3.692,3.462,2.923,4.692,3.692,42.059,199.353
50704,2025,Melville,WA,MM1,17,3.714,3.65,3.133,3.533,4.571,3.4,68.867,274.867
50705,2023,Rockingham,WA,MM1,8,3.167,3.214,3.429,2.667,4.167,2.667,,
50705,2024,Rockingham,WA,MM1,8,3.5,3.369,3.5,2.857,4.286,2.857,35.875,186.125
50705,2025,Rockingham,WA,MM1,8,3.625,3.531,3.625,2.75,4.5,3.25,45.625,223.5
50901,2023,Albany,WA,MM3,8,3.25,3.125,3.429,2.857,4.125,2.429,,
50901,2024,Albany,WA,MM3,8,4.0,3.75,3.833,4.167,4.167,2.833,42.25,164.25
50901,2025,Albany,WA,MM3,8,3.833,3.679,3.833,3.857,4.429,2.5,58.571,227.571
50902,2023,Wheat Belt - North,WA,MM5,4,2.667,2.5,3.333,2.0,3.667,1.0,,
50902,2024,Wheat Belt - North,WA,MM5,4,4.0,3.75,4.0,4.5,4.25,2.25,59.75,233.0
50902,2025,Wheat Belt - North,WA,MM5,4,4.0,3.75,3.75,4.25,4.5,2.5,55.75,223.5
50903,2023,Wheat Belt - South,WA,MM5,3,3.5,3.125,3.0,2.5,3.5,3.5,,
50903,2024,Wheat Belt - South,WA,MM5,4,3.0,3.646,3.667,3.75,3.5,3.5,49.5,231.0
50903,2025,Wheat Belt - South,WA,MM5,4,3.5,3.562,3.5,4.0,3.75,3.0,71.5,282.0
51001,2023,Kimberley,WA,MM6,3,3.667,3.75,2.667,3.667,4.667,4.0,,
51001,2024,Kimberley,WA,MM6,4,4.0,3.917,3.0,4.333,4.667,3.667,44.0,160.75
51001,2025,Kimberley,WA,MM6,4,4.333,4.312,3.25,4.75,4.75,4.667,72.75,267.5
51002,2023,East Pilbara,WA,MM6,1,3.0,3.25,2.0,4.0,4.0,3.0,,
51002,2024,East Pilbara,WA,MM6,1,3.0,3.25,2.0,5.0,4.0,2.0,56.0,266.0
51002,2025,East Pilbara,WA,MM6,1,4.0,3.75,3.0,5.0,5.0,2.0,65.0,280.0
51003,2023,West Pilbara,WA,MM6,1,4.0,4.0,4.0,4.0,5.0,3.0,,
51003,2024,West Pilbara,WA,MM6,1,4.0,4.0,3.0,5.0,5.0,3.0,86.0,276.0
51003,2025,West Pilbara,WA,MM6,1,4.0,4.0,2.0,5.0,5.0,4.0,88.0,317.0
51101,2023,Esperance,WA,MM6,1,3.0,3.5,3.0,5.0,3.0,3.0,,
51101,2024,Esperance,WA,MM6,1,3.0,2.75,4.0,3.0,3.0,1.0,37.0,321.0
51101,2025,Esperance,WA,MM6,1,2.0,2.333,3.0,,2.0,2.0,0.0,0.0
51103,2023,Goldfields,WA,MM3,3,4.0,3.583,3.0,3.0,5.0,3.333,,
51103,2024,Goldfields,WA,MM3,3,3.667,3.583,3.333,2.667,4.333,4.0,40.667,208.0
51103,2025,Goldfields,WA,MM3,2,5.0,4.75,4.0,5.0,5.0,5.0,53.0,218.0
51104,2023,Mid West,WA,MM3,3,3.333,3.083,3.333,1.667,4.667,2.667,,
51104,2024,Mid West,WA,MM3,3,3.333,3.25,3.333,2.0,4.667,3.0,36.0,204.667
51104,2025,Mid West,WA,MM3,3,4.0,3.667,3.333,2.667,5.0,3.667,50.0,215.333
