SA3_CODE_2021,snapshot_year,sa3_name,state,mmm_code,n_facilities,overall_rating,quality_score,residents_exp,staffing,compliance,quality_measures,rn_mins_actual,total_mins_actual
11902,2023,Canterbury,NSW,MM1,10,3.667,3.556,3.333,3.0,4.222,3.667,,
11902,2024,Canterbury,NSW,MM1,11,3.909,3.886,3.818,3.273,4.364,4.091,46.818,220.545
11902,2025,Canterbury,NSW,MM1,11,3.818,3.773,3.818,3.091,4.545,3.636,48.091,221.455
11903,2023,Hurstville,NSW,MM1,15,3.533,3.533,3.267,2.667,4.6,3.6,,
11903,2024,Hurstville,NSW,MM1,16,4.0,3.828,3.625,2.688,4.812,4.188,41.188,205.062
11903,2025,Hurstville,NSW,MM1,16,4.062,3.953,3.5,2.875,4.875,4.562,46.0,222.875
11904,2023,Kogarah - Rockdale,NSW,MM1,18,3.389,3.431,3.278,2.333,4.167,3.944,,
11904,2024,Kogarah - Rockdale,NSW,MM1,19,3.684,3.711,3.632,2.789,4.421,4.0,43.526,206.789
11904,2025,Kogarah - Rockdale,NSW,MM1,19,3.75,3.688,3.5,2.938,4.75,3.562,46.5,220.188
12001,2023,Canada Bay,NSW,MM1,7,3.714,3.607,3.0,3.0,4.714,3.714,,
12001,2024,Canada Bay,NSW,MM1,8,3.857,3.714,3.429,3.143,4.714,3.571,39.125,196.25
12001,2025,Canada Bay,NSW,MM1,8,3.8,3.569,3.4,3.0,4.5,3.333,46.167,226.833
12002,2023,Leichhardt,NSW,MM1,4,3.5,3.438,3.0,2.0,4.75,4.0,,
12002,2024,Leichhardt,NSW,MM1,4,3.75,3.562,3.25,2.5,5.0,3.5,41.0,214.25
12002,2025,Leichhardt,NSW,MM1,4,4.0,3.812,3.5,3.0,5.0,3.75,47.0,229.0
12003,2023,Strathfield - Burwood - Ashfield,NSW,MM1,23,3.478,3.576,3.304,2.609,4.261,4.13,,
12003,2024,Strathfield - Burwood - Ashfield,NSW,MM1,23,3.818,3.807,3.455,3.0,4.5,4.273,42.261,200.609
12003,2025,Strathfield - Burwood - Ashfield,NSW,MM1,21,3.95,3.913,3.571,3.05,4.762,4.19,45.857,216.19
12101,2023,Chatswood - Lane Cove,NSW,MM1,12,3.636,3.625,3.417,2.727,4.273,4.273,,
12101,2024,Chatswood - Lane Cove,NSW,MM1,13,3.833,3.731,3.75,2.917,4.385,3.75,51.462,226.308
12101,2025,Chatswood - Lane Cove,NSW,MM1,13,4.0,3.865,3.833,3.077,4.538,4.0,49.615,219.462
12102,2023,Hornsby,NSW,MM1,5,3.4,3.55,3.2,2.8,4.0,4.2,,
12102,2024,Hornsby,NSW,MM1,7,4.0,3.875,3.667,3.5,4.167,4.167,64.571,241.714
12102,2025,Hornsby,NSW,MM1,7,4.0,3.964,4.0,3.286,4.333,4.143,51.429,231.429
12103,2023,Ku-ring-gai,NSW,MM1,19,3.529,3.529,3.353,2.765,4.176,3.824,,
12103,2024,Ku-ring-gai,NSW,MM1,22,3.75,3.563,3.571,3.095,4.5,3.143,43.955,217.455
12103,2025,Ku-ring-gai,NSW,MM1,21,3.7,3.625,3.65,2.8,4.5,3.55,45.35,220.1
12104,2023,North Sydney - Mosman,NSW,MM1,8,3.875,3.906,3.125,3.75,4.75,4.0,,
12104,2024,North Sydney - Mosman,NSW,MM1,8,3.75,3.812,3.5,3.125,4.875,3.75,47.75,227.875
12104,2025,North Sydney - Mosman,NSW,MM1,8,4.0,3.95,3.6,3.0,4.8,4.4,47.4,232.0
12201,2023,Manly,NSW,MM1,2,3.5,3.25,3.5,2.0,4.0,3.5,,
12201,2024,Manly,NSW,MM1,2,3.5,3.875,4.0,2.5,4.5,4.5,40.0,191.0
12201,2025,Manly,NSW,MM1,2,4.0,4.0,4.0,3.0,4.5,4.5,45.5,213.0
12202,2023,Pittwater,NSW,MM1,7,3.714,3.964,3.571,3.0,4.714,4.571,,
12202,2024,Pittwater,NSW,MM1,8,4.25,4.0,4.5,3.25,4.625,3.625,48.0,205.375
12202,2025,Pittwater,NSW,MM1,8,4.143,4.143,4.429,3.286,4.714,4.143,49.143,219.286
12203,2023,Warringah,NSW,MM1,15,3.4,3.4,3.467,2.533,3.933,3.667,,
12203,2024,Warringah,NSW,MM1,15,3.667,3.667,3.733,2.667,4.533,3.733,42.667,207.0
12203,2025,Warringah,NSW,MM1,15,3.929,3.75,3.643,3.071,4.5,3.786,47.929,222.286
12301,2023,Camden,NSW,MM1,5,3.4,3.3,2.8,2.2,4.6,3.6,,
12301,2024,Camden,NSW,MM1,5,3.8,3.75,3.0,2.6,4.6,4.8,40.4,212.4
12301,2025,Camden,NSW,MM1,6,4.0,3.75,3.0,3.4,4.8,3.8,46.2,238.6
12302,2023,Campbelltown (NSW),NSW,MM1,6,3.667,3.375,3.167,2.833,4.167,3.333,,
12302,2024,Campbelltown (NSW),NSW,MM1,8,3.429,3.594,2.857,3.25,4.375,3.75,44.25,219.75
12302,2025,Campbelltown (NSW),NSW,MM1,8,3.875,3.656,3.5,2.75,4.625,3.75,44.75,223.125
12303,2023,Wollondilly,NSW,MM5,3,3.5,3.25,3.333,2.0,4.5,3.5,,
12303,2024,Wollondilly,NSW,MM5,3,3.0,3.083,2.667,3.333,4.333,2.0,43.0,207.0
12303,2025,Wollondilly,NSW,MM5,3,4.0,3.667,3.333,3.0,4.667,3.667,45.667,217.0
12401,2023,Blue Mountains,NSW,MM1,7,3.714,3.571,3.429,2.714,4.143,4.0,,
12401,2024,Blue Mountains,NSW,MM1,7,3.857,3.607,3.571,2.857,4.571,3.429,42.857,204.429
12401,2025,Blue Mountains,NSW,MM1,7,3.714,3.607,3.571,2.857,4.571,3.429,46.429,209.143
12403,2023,Penrith,NSW,MM1,9,3.222,3.139,3.111,2.444,4.0,3.0,,
12403,2024,Penrith,NSW,MM1,11,3.727,3.568,3.364,2.818,4.091,4.0,41.364,209.636
12403,2025,Penrith,NSW,MM1,11,3.636,3.614,3.364,3.0,4.545,3.545,45.636,220.273
12404,2023,Richmond - Windsor,NSW,MM1,4,3.0,3.062,4.25,2.25,3.25,2.5,,
12404,2024,Richmond - Windsor,NSW,MM1,4,3.5,3.188,3.5,3.25,3.5,2.5,42.0,205.75
12404,2025,Richmond - Windsor,NSW,MM1,4,3.5,3.5,3.5,3.0,4.0,3.5,44.0,224.25
12405,2023,St Marys,NSW,MM1,2,3.5,3.25,3.5,3.0,4.5,2.0,,
12405,2024,St Marys,NSW,MM1,2,3.5,3.625,2.5,3.5,4.5,4.0,43.0,230.0
12405,2025,St Marys,NSW,MM1,2,4.0,3.5,4.0,2.5,4.5,3.0,42.5,199.5
12501,2023,Auburn,NSW,MM1,5,3.5,3.533,3.4,2.8,4.4,3.5,,
12501,2024,Auburn,NSW,MM1,5,3.8,3.75,3.0,3.2,4.6,4.2,52.0,232.2
12501,2025,Auburn,NSW,MM1,5,3.8,3.8,3.2,3.6,4.8,3.6,52.4,234.6
12502,2023,Carlingford,NSW,MM1,2,3.5,3.125,3.0,2.5,4.0,3.0,,
12502,2024,Carlingford,NSW,MM1,2,3.5,3.375,3.5,2.5,4.5,3.0,40.5,204.0
12502,2025,Carlingford,NSW,MM1,2,4.0,3.75,4.0,3.0,4.5,3.5,45.5,226.0
12503,2023,Merrylands - Guildford,NSW,MM1,6,3.333,3.375,3.167,2.333,4.167,3.833,,
12503,2024,Merrylands - Guildford,NSW,MM1,6,3.5,3.667,3.167,2.833,4.5,4.167,41.167,208.0
12503,2025,Merrylands - Guildford,NSW,MM1,6,3.833,3.667,3.833,3.167,4.667,3.0,47.833,227.0
12504,2023,Parramatta,NSW,MM1,17,3.529,3.618,3.471,3.118,4.235,3.647,,
12504,2024,Parramatta,NSW,MM1,21,3.75,3.702,3.333,3.2,4.55,3.7,48.857,219.048
12504,2025,Parramatta,NSW,MM1,21,4.0,3.888,3.85,3.1,4.7,3.9,48.6,227.3
12601,2023,Pennant Hills - Epping,NSW,MM1,3,3.333,3.083,2.333,3.0,3.333,3.667,,
12601,2024,Pennant Hills - Epping,NSW,MM1,4,3.667,3.75,3.333,3.0,4.333,4.333,48.75,214.75
12601,2025,Pennant Hills - Epping,NSW,MM1,5,4.0,3.812,4.0,3.0,4.5,3.75,46.25,221.25
12602,2023,Ryde - Hunters Hill,NSW,MM1,17,3.588,3.647,3.118,2.765,4.647,4.059,,
12602,2024,Ryde - Hunters Hill,NSW,MM1,17,3.882,3.926,3.706,3.118,4.882,4.0,44.882,202.118
12602,2025,Ryde - Hunters Hill,NSW,MM1,17,4.062,4.016,3.938,3.188,4.938,4.0,47.438,214.75
12701,2023,Bringelly - Green Valley,NSW,MM1,5,3.4,3.4,3.4,2.8,3.8,3.6,,
12701,2024,Bringelly - Green Valley,NSW,MM1,5,3.8,3.65,3.4,2.8,4.2,4.2,42.2,215.2
12701,2025,Bringelly - Green Valley,NSW,MM1,5,4.0,3.9,4.0,3.0,4.6,4.0,45.2,216.6
12702,2023,Fairfield,NSW,MM1,13,3.615,3.577,3.385,2.692,4.231,4.0,,
12702,2024,Fairfield,NSW,MM1,13,3.769,3.731,3.615,2.538,4.462,4.308,43.538,218.154
12702,2025,Fairfield,NSW,MM1,13,4.0,3.897,3.846,2.833,4.692,4.154,46.231,227.154
12703,2023,Liverpool,NSW,MM1,9,3.375,3.438,3.375,2.25,4.5,3.625,,
12703,2024,Liverpool,NSW,MM1,9,3.556,3.583,3.222,2.778,4.556,3.778,42.222,217.0
12703,2025,Liverpool,NSW,MM1,7,3.714,3.571,3.429,3.0,4.571,3.286,46.571,223.857
12801,2023,Cronulla - Miranda - Caringbah,NSW,MM1,11,3.455,3.455,3.091,2.727,4.091,3.909,,
12801,2024,Cronulla - Miranda - Caringbah,NSW,MM1,12,3.667,3.667,3.917,2.917,4.25,3.583,41.083,204.333
12801,2025,Cronulla - Miranda - Caringbah,NSW,MM1,12,3.9,3.841,4.091,3.1,4.455,3.636,40.909,199.636
12802,2023,Sutherland - Menai - Heathcote,NSW,MM1,11,3.455,3.341,3.091,2.727,4.273,3.273,,
12802,2024,Sutherland - Menai - Heathcote,NSW,MM1,12,3.727,3.705,3.727,2.909,4.455,3.727,42.833,203.333
12802,2025,Sutherland - Menai - Heathcote,NSW,MM1,12,3.917,3.708,3.667,2.833,4.667,3.667,47.333,228.167
20101,2023,Ballarat,VIC,MM2,17,3.667,3.583,3.267,3.933,4.533,2.6,,
20101,2024,Ballarat,VIC,MM2,17,3.625,3.529,3.125,3.882,4.647,2.412,60.412,236.588
20101,2025,Ballarat,VIC,MM2,17,3.933,3.833,3.667,4.2,4.667,2.8,67.6,239.733
20102,2023,Creswick - Daylesford - Ballan,VIC,MM5,8,4.25,4.188,3.75,4.125,4.375,4.5,,
20102,2024,Creswick - Daylesford - Ballan,VIC,MM5,8,3.375,3.562,3.625,2.125,4.625,3.875,52.875,217.5
20102,2025,Creswick - Daylesford - Ballan,VIC,MM5,8,4.25,4.156,4.0,4.0,4.75,3.875,60.5,220.875
20103,2023,Maryborough - Pyrenees,VIC,MM4,8,4.167,4.417,3.875,4.167,4.875,4.625,,
20103,2024,Maryborough - Pyrenees,VIC,MM4,8,4.25,4.25,4.125,4.125,5.0,3.75,76.625,224.25
20103,2025,Maryborough - Pyrenees,VIC,MM4,7,4.286,4.107,4.0,4.143,5.0,3.286,106.429,259.143
20201,2023,Bendigo,VIC,MM2,12,3.583,3.542,3.417,3.25,4.25,3.25,,
20201,2024,Bendigo,VIC,MM2,14,3.615,3.615,3.538,3.077,4.385,3.462,44.571,201.857
20201,2025,Bendigo,VIC,MM2,15,3.833,3.853,3.462,3.583,4.462,3.846,62.462,212.615
20202,2023,Heathcote - Castlemaine - Kyneton,VIC,MM5,8,3.875,3.906,3.625,3.875,4.125,4.0,,
20202,2024,Heathcote - Castlemaine - Kyneton,VIC,MM5,9,3.875,3.972,3.875,3.667,4.444,3.778,53.556,208.444
20202,2025,Heathcote - Castlemaine - Kyneton,VIC,MM5,8,4.0,3.812,3.75,3.625,4.875,3.0,58.625,220.125
20203,2023,Loddon - Elmore,VIC,MM5,4,4.25,4.375,3.25,5.0,5.0,4.25,,
20203,2024,Loddon - Elmore,VIC,MM5,4,4.333,4.167,3.667,3.0,5.0,5.0,75.25,247.0
20203,2025,Loddon - Elmore,VIC,MM5,3,4.667,4.583,4.0,5.0,5.0,4.333,133.667,312.333
20301,2023,Barwon - West,VIC,MM2,1,3.0,3.25,3.0,2.0,5.0,3.0,,
20301,2024,Barwon - West,VIC,MM2,1,3.0,3.25,3.0,2.0,5.0,3.0,35.0,193.0
20301,2025,Barwon - West,VIC,MM2,1,4.0,4.0,4.0,3.0,5.0,4.0,48.0,205.0
20302,2023,Geelong,VIC,MM1,25,3.708,3.58,3.48,2.833,4.458,3.5,,
20302,2024,Geelong,VIC,MM1,26,3.68,3.5,3.423,2.68,4.64,3.32,41.115,199.5
20302,2025,Geelong,VIC,MM1,26,4.045,3.864,3.909,3.182,4.818,3.545,49.682,214.364
20303,2023,Surf Coast - Bellarine Peninsula,VIC,MM4,12,3.455,3.455,3.091,2.364,4.636,3.727,,
20303,2024,Surf Coast - Bellarine Peninsula,VIC,MM4,12,3.545,3.583,3.5,2.545,4.75,3.364,43.667,204.917
20303,2025,Surf Coast - Bellarine Peninsula,VIC,MM4,12,3.8,3.7,3.9,2.8,4.7,3.4,52.3,203.7
20401,2023,Upper Goulburn Valley,VIC,MM4,14,3.786,3.696,3.571,3.214,4.643,3.357,,
20401,2024,Upper Goulburn Valley,VIC,MM4,14,3.667,3.679,3.333,3.308,4.615,3.385,52.5,210.643
20401,2025,Upper Goulburn Valley,VIC,MM4,14,4.0,3.893,3.462,4.0,4.571,3.571,52.929,173.357
20402,2023,Wangaratta - Benalla,VIC,MM3,7,3.429,3.393,3.286,2.714,4.143,3.429,,
20402,2024,Wangaratta - Benalla,VIC,MM3,8,3.625,3.594,3.5,3.125,4.5,3.25,39.875,196.0
20402,2025,Wangaratta - Benalla,VIC,MM3,8,3.875,3.719,3.875,3.125,4.5,3.375,50.375,212.125
20403,2023,Wodonga - Alpine,VIC,MM5,8,3.5,3.375,3.375,2.875,4.375,2.875,,
20403,2024,Wodonga - Alpine,VIC,MM5,9,3.778,3.722,3.222,3.667,4.556,3.444,57.778,217.333
20403,2025,Wodonga - Alpine,VIC,MM5,9,3.875,3.63,3.667,3.333,4.625,3.111,68.778,227.222
20501,2023,Baw Baw,VIC,MM4,6,4.0,3.792,3.833,3.667,4.0,3.667,,
20501,2024,Baw Baw,VIC,MM4,7,4.0,4.0,3.833,3.857,4.286,3.833,86.571,318.143
20501,2025,Baw Baw,VIC,MM4,7,4.0,4.0,4.0,3.667,4.667,3.667,48.0,216.5
20502,2023,Gippsland - East,VIC,MM4,10,3.5,3.4,3.5,2.4,4.7,3.0,,
20502,2024,Gippsland - East,VIC,MM4,10,3.9,3.6,3.3,3.1,4.8,3.2,58.0,226.2
20502,2025,Gippsland - East,VIC,MM4,9,4.0,3.719,3.625,2.75,4.75,3.75,49.625,214.625
20503,2023,Gippsland - South West,VIC,MM4,14,3.692,3.655,3.786,2.786,4.714,3.308,,
20503,2024,Gippsland - South West,VIC,MM4,14,4.077,3.962,4.0,3.385,4.692,3.769,44.857,185.571
20503,2025,Gippsland - South West,VIC,MM4,14,4.0,3.854,3.667,3.833,4.75,3.167,67.083,214.167
20504,2023,Latrobe Valley,VIC,MM3,10,3.8,3.65,3.7,2.8,4.4,3.7,,
20504,2024,Latrobe Valley,VIC,MM3,12,3.636,3.625,3.25,2.818,4.545,3.818,52.75,214.5
20504,2025,Latrobe Valley,VIC,MM3,12,4.0,3.75,3.636,3.455,4.636,3.273,73.545,235.636
20505,2023,Wellington,VIC,MM4,8,4.0,3.906,3.875,2.875,4.375,4.5,,
20505,2024,Wellington,VIC,MM4,9,3.875,3.719,3.5,3.5,4.625,3.25,53.889,209.444
20505,2025,Wellington,VIC,MM4,9,4.0,3.852,3.667,3.75,4.556,3.444,63.0,221.556
20601,2023,Brunswick - Coburg,VIC,MM1,7,3.571,3.536,2.857,2.714,4.857,3.714,,
20601,2024,Brunswick - Coburg,VIC,MM1,7,3.714,3.75,3.143,3.143,4.857,3.857,42.714,209.143
20601,2025,Brunswick - Coburg,VIC,MM1,7,3.833,3.792,3.167,3.5,4.833,3.667,54.5,219.5
20602,2023,Darebin - South,VIC,MM1,5,3.6,3.6,3.2,3.2,4.6,3.4,,
20602,2024,Darebin - South,VIC,MM1,6,3.8,3.55,3.6,2.6,4.6,3.4,41.0,182.0
20602,2025,Darebin - South,VIC,MM1,6,3.667,3.667,3.333,3.333,4.667,3.333,47.333,215.167
20603,2023,Essendon,VIC,MM1,8,3.857,3.821,3.714,2.429,4.714,4.429,,
20603,2024,Essendon,VIC,MM1,9,3.875,3.907,3.75,3.222,4.667,4.0,44.333,224.111
20603,2025,Essendon,VIC,MM1,9,3.889,3.75,3.333,3.111,4.778,3.778,47.778,217.222
20604,2023,Melbourne City,VIC,MM1,6,3.333,3.292,3.0,2.5,4.0,3.667,,
20604,2024,Melbourne City,VIC,MM1,6,3.667,3.667,3.167,3.167,4.5,3.833,43.667,216.167
20604,2025,Melbourne City,VIC,MM1,6,3.833,3.667,3.333,3.167,4.667,3.5,50.167,222.833
20605,2023,Port Phillip,VIC,MM1,5,3.2,3.4,3.0,2.2,4.6,3.8,,
20605,2024,Port Phillip,VIC,MM1,7,4.0,3.857,3.571,3.429,4.571,3.857,41.571,221.429
20605,2025,Port Phillip,VIC,MM1,7,3.714,3.964,3.571,3.143,4.571,4.571,45.857,216.0
20606,2023,Stonnington - West,VIC,MM1,4,3.5,3.5,3.25,2.75,5.0,3.0,,
20606,2024,Stonnington - West,VIC,MM1,4,3.75,3.562,3.0,3.25,5.0,3.0,57.5,226.5
20606,2025,Stonnington - West,VIC,MM1,4,4.0,4.062,3.75,3.75,5.0,3.75,65.25,243.0
20607,2023,Yarra,VIC,MM1,3,4.0,4.0,3.333,3.0,5.0,4.667,,
20607,2024,Yarra,VIC,MM1,3,4.0,3.917,3.0,3.667,5.0,4.0,44.0,225.333
20607,2025,Yarra,VIC,MM1,3,3.667,3.833,2.667,3.333,5.0,4.333,47.333,234.0
20701,2023,Boroondara,VIC,MM1,27,3.654,3.648,3.308,3.0,4.481,3.741,,
20701,2024,Boroondara,VIC,MM1,29,3.87,3.793,3.304,3.522,4.565,3.783,45.724,175.241
20701,2025,Boroondara,VIC,MM1,29,3.769,3.708,3.192,3.429,4.571,3.571,89.857,261.143
20702,2023,Manningham - West,VIC,MM1,15,3.286,3.214,3.0,2.357,4.357,3.143,,
20702,2024,Manningham - West,VIC,MM1,19,3.6,3.5,3.067,2.867,4.4,3.667,38.474,180.474
20702,2025,Manningham - West,VIC,MM1,20,3.5,3.526,3.111,3.158,4.444,3.316,49.789,219.737
20703,2023,Whitehorse - West,VIC,MM1,8,3.286,3.594,2.857,2.286,4.875,3.571,,
20703,2024,Whitehorse - West,VIC,MM1,9,3.75,3.656,3.0,3.0,4.75,3.875,37.0,186.111
20703,2025,Whitehorse - West,VIC,MM1,9,3.778,3.583,3.111,2.889,4.778,3.556,45.222,216.0
20801,2023,Bayside,VIC,MM1,13,3.538,3.423,3.231,2.538,4.692,3.231,,
20801,2024,Bayside,VIC,MM1,15,3.846,3.712,3.462,3.0,4.692,3.692,34.2,161.333
20801,2025,Bayside,VIC,MM1,16,3.846,3.806,3.692,3.333,4.643,3.467,50.667,213.133
20802,2023,Glen Eira,VIC,MM1,17,3.765,3.676,3.294,2.941,4.706,3.765,,
20802,2024,Glen Eira,VIC,MM1,18,3.588,3.515,3.176,2.882,4.706,3.294,40.722,194.222
20802,2025,Glen Eira,VIC,MM1,18,3.938,3.775,3.588,3.176,4.824,3.5,50.882,218.353
20803,2023,Kingston,VIC,MM1,14,3.643,3.589,3.214,2.786,4.786,3.571,,
20803,2024,Kingston,VIC,MM1,16,3.75,3.75,3.25,3.167,4.667,3.917,36.312,156.562
20803,2025,Kingston,VIC,MM1,15,3.636,3.523,3.182,3.0,4.455,3.455,50.455,224.818
20804,2023,Stonnington - East,VIC,MM1,7,3.571,3.464,3.143,2.714,4.571,3.429,,
20804,2024,Stonnington - East,VIC,MM1,7,3.5,3.583,3.0,3.167,4.833,3.333,36.571,181.714
20804,2025,Stonnington - East,VIC,MM1,7,3.857,3.714,3.429,3.143,4.714,3.571,46.714,215.857
20901,2023,Banyule,VIC,MM1,12,3.167,3.229,3.167,2.25,4.25,3.25,,
20901,2024,Banyule,VIC,MM1,13,3.545,3.5,3.273,2.909,4.636,3.182,41.769,182.231
20901,2025,Banyule,VIC,MM1,13,3.889,3.598,3.3,3.182,4.545,3.4,45.545,211.273
20902,2023,Darebin - North,VIC,MM1,8,3.714,3.438,3.0,2.714,4.571,3.714,,
20902,2024,Darebin - North,VIC,MM1,9,3.286,3.464,3.143,2.571,4.571,3.571,31.778,162.667
20902,2025,Darebin - North,VIC,MM1,9,3.833,3.655,3.5,3.286,4.429,3.429,47.286,220.143
20903,2023,Nillumbik - Kinglake,VIC,MM1,5,3.4,3.35,2.8,2.2,4.8,3.6,,
20903,2024,Nillumbik - Kinglake,VIC,MM1,5,3.6,3.45,3.0,3.0,4.8,3.0,44.0,201.4
20903,2025,Nillumbik - Kinglake,VIC,MM1,5,4.0,3.625,3.0,3.25,5.0,3.25,49.5,219.0
20904,2023,Whittlesea - Wallan,VIC,MM1,19,3.556,3.605,3.579,2.722,4.444,3.444,,
20904,2024,Whittlesea - Wallan,VIC,MM1,19,3.889,3.611,3.5,3.0,4.667,3.278,42.368,199.211
20904,2025,Whittlesea - Wallan,VIC,MM1,19,3.824,3.645,3.316,3.0,4.684,3.474,41.158,196.316
21001,2023,Keilor,VIC,MM1,8,3.667,3.56,3.0,3.0,4.429,3.833,,
21001,2024,Keilor,VIC,MM1,8,3.833,3.762,3.333,3.429,4.571,3.714,41.125,195.5
21001,2025,Keilor,VIC,MM1,8,3.875,3.781,3.375,3.625,4.5,3.625,53.5,233.875
21002,2023,Macedon Ranges,VIC,MM3,1,4.0,4.0,4.0,3.0,5.0,4.0,,
21002,2024,Macedon Ranges,VIC,MM3,3,4.0,3.75,4.0,2.5,4.5,4.0,25.0,139.0
21002,2025,Macedon Ranges,VIC,MM3,4,3.667,3.917,4.0,3.667,4.333,3.667,52.667,220.0
21003,2023,Moreland - North,VIC,MM1,11,3.545,3.455,3.091,2.909,4.455,3.364,,
21003,2024,Moreland - North,VIC,MM1,11,3.375,3.406,3.0,2.25,4.75,3.625,29.182,148.182
21003,2025,Moreland - North,VIC,MM1,11,3.625,3.608,2.875,3.0,4.7,3.7,47.8,225.6
21004,2023,Sunbury,VIC,MM1,1,3.0,2.75,3.0,1.0,4.0,3.0,,
21004,2024,Sunbury,VIC,MM1,2,3.0,3.125,3.0,2.5,4.5,2.5,39.0,194.5
21004,2025,Sunbury,VIC,MM1,2,3.0,3.25,3.0,3.0,4.0,3.0,46.0,204.0
21005,2023,Tullamarine - Broadmeadows,VIC,MM1,10,3.5,3.45,3.1,2.6,4.4,3.7,,
21005,2024,Tullamarine - Broadmeadows,VIC,MM1,10,3.667,3.725,3.4,3.1,4.556,3.9,48.5,210.2
21005,2025,Tullamarine - Broadmeadows,VIC,MM1,10,3.857,3.907,3.444,3.25,4.778,4.0,42.667,199.0
21101,2023,Knox,VIC,MM1,20,3.45,3.45,2.9,2.85,4.4,3.65,,
21101,2024,Knox,VIC,MM1,20,3.65,3.6,3.25,2.8,4.55,3.8,40.85,188.5
21101,2025,Knox,VIC,MM1,21,3.778,3.741,3.474,3.222,4.684,3.526,47.211,203.053
21103,2023,Maroondah,VIC,MM1,14,3.5,3.375,3.214,2.429,4.5,3.357,,
21103,2024,Maroondah,VIC,MM1,14,3.538,3.5,3.385,2.462,4.615,3.538,37.214,185.429
21103,2025,Maroondah,VIC,MM1,15,3.692,3.654,3.231,3.308,4.462,3.615,49.846,222.846
21104,2023,Whitehorse - East,VIC,MM1,5,3.0,3.1,3.0,1.8,4.0,3.6,,
21104,2024,Whitehorse - East,VIC,MM1,5,3.75,3.812,3.25,2.5,4.5,5.0,29.2,163.2
21104,2025,Whitehorse - East,VIC,MM1,5,3.75,3.817,3.2,3.6,4.4,4.0,48.8,217.4
21105,2023,Yarra Ranges,VIC,MM5,13,3.273,3.562,3.167,2.182,4.75,3.909,,
21105,2024,Yarra Ranges,VIC,MM5,14,3.818,3.694,3.273,3.25,4.75,3.417,42.714,201.714
21105,2025,Yarra Ranges,VIC,MM5,14,3.727,3.788,3.091,3.385,4.615,4.0,55.308,223.692
21201,2023,Cardinia,VIC,MM4,9,3.222,3.333,3.111,2.444,4.111,3.667,,
21201,2024,Cardinia,VIC,MM4,9,3.5,3.531,3.375,2.875,4.5,3.375,42.222,184.667
21201,2025,Cardinia,VIC,MM4,9,4.0,3.843,4.0,3.333,4.556,3.556,55.222,221.556
21202,2023,Casey - North,VIC,MM1,10,3.3,3.225,2.9,2.1,4.6,3.3,,
21202,2024,Casey - North,VIC,MM1,10,3.3,3.35,3.2,2.3,4.7,3.2,38.8,197.9
21202,2025,Casey - North,VIC,MM1,10,3.875,3.688,3.625,3.125,4.875,3.125,52.25,215.25
21203,2023,Casey - South,VIC,MM1,6,3.0,2.95,2.8,1.2,4.4,3.4,,
21203,2024,Casey - South,VIC,MM1,7,3.167,3.208,3.333,1.667,4.5,3.333,32.714,199.0
21203,2025,Casey - South,VIC,MM1,7,3.571,3.571,3.571,3.0,4.429,3.286,47.714,218.571
21204,2023,Dandenong,VIC,MM1,18,3.389,3.375,2.944,2.0,4.722,3.833,,
21204,2024,Dandenong,VIC,MM1,19,3.579,3.579,3.263,2.632,4.842,3.579,41.789,209.053
21204,2025,Dandenong,VIC,MM1,19,3.933,3.917,3.6,3.067,4.867,4.133,50.0,220.667
21205,2023,Monash,VIC,MM1,23,3.391,3.359,2.826,2.478,4.348,3.783,,
21205,2024,Monash,VIC,MM1,23,3.55,3.5,3.1,2.75,4.6,3.55,36.304,178.174
21205,2025,Monash,VIC,MM1,23,3.8,3.679,3.333,3.0,4.7,3.714,46.714,212.905
21301,2023,Brimbank,VIC,MM1,16,3.438,3.344,3.188,2.375,4.5,3.312,,
21301,2024,Brimbank,VIC,MM1,16,3.571,3.571,3.571,2.786,4.786,3.143,38.25,186.25
21301,2025,Brimbank,VIC,MM1,16,3.875,3.734,3.75,3.312,4.688,3.188,50.375,231.438
21302,2023,Hobsons Bay,VIC,MM1,9,3.111,3.194,2.889,2.0,4.222,3.667,,
21302,2024,Hobsons Bay,VIC,MM1,9,3.333,3.306,3.444,2.333,4.444,3.0,34.444,198.667
21302,2025,Hobsons Bay,VIC,MM1,9,3.714,3.536,3.143,2.571,4.714,3.714,40.0,210.0
21303,2023,Maribyrnong,VIC,MM1,7,3.286,3.393,2.857,2.143,4.571,4.0,,
21303,2024,Maribyrnong,VIC,MM1,7,3.714,3.643,3.143,3.143,4.714,3.571,44.143,210.286
21303,2025,Maribyrnong,VIC,MM1,7,3.667,3.708,3.167,3.167,4.667,3.833,48.167,223.0
21304,2023,Melton - Bacchus Marsh,VIC,MM1,6,3.4,3.45,3.2,2.8,4.4,3.4,,
21304,2024,Melton - Bacchus Marsh,VIC,MM1,7,4.167,3.917,3.667,3.333,4.667,4.0,48.143,219.286
21304,2025,Melton - Bacchus Marsh,VIC,MM1,7,4.0,3.893,3.714,3.143,4.714,4.0,62.286,232.429
21305,2023,Wyndham,VIC,MM1,10,3.222,3.167,3.0,2.0,4.222,3.444,,
21305,2024,Wyndham,VIC,MM1,11,3.6,3.515,3.4,2.455,4.364,3.909,40.0,206.636
21305,2025,Wyndham,VIC,MM1,11,3.778,3.717,3.6,3.0,4.6,3.667,47.6,218.5
