service_name,sa3_code,sa3_name,state,care_type,org_type,year,funding
101 Home Care,11103.0,Newcastle,NSW,Home Care,profit,2023,2111167.49
101 Home Care,11103.0,Newcastle,NSW,Home Care,profit,2024,6342546.24
101 Home Care,11103.0,Newcastle,NSW,Home Care,profit,2025,6182911.23
1st Care Community Pty Ltd,30304.0,Nathan,QLD,Home Care,profit,2019,555622.209999999
1st Care Community Pty Ltd,30304.0,Nathan,QLD,Home Care,profit,2020,1367310.51
1st Care Community Pty Ltd,30304.0,Nathan,QLD,Home Care,profit,2021,2015010.21
1st Care Community Pty Ltd,30304.0,Nathan,QLD,Home Care,profit,2022,2547735.24
1st Care Community Pty Ltd,30304.0,Nathan,QLD,Home Care,profit,2023,5187793.81
1st Care Community Pty Ltd,30304.0,Nathan,QLD,Home Care,profit,2024,8838529.5
1st Care Community Pty Ltd,30304.0,Nathan,QLD,Home Care,profit,2025,14857262.62
365 Care,12403.0,Penrith,NSW,Home Care,profit,2022,3898071.4
365 Care,12403.0,Penrith,NSW,Home Care,profit,2023,5226199.06
365 Care,12403.0,Penrith,NSW,Home Care,profit,2024,5102966.02
365 Care,12403.0,Penrith,NSW,Home Care,profit,2025,78068.53
365 Care,12504.0,Parramatta,NSW,Home Care,profit,2019,704837.429999997
365 Care,12504.0,Parramatta,NSW,Home Care,profit,2020,1830293.43
365 Care,12504.0,Parramatta,NSW,Home Care,profit,2021,2388045.58
3Bridges Community Incorporated,11903.0,Hurstville,NSW,Home Care,not_for_profit,2019,3630004.78000003
3Bridges Community Incorporated,11903.0,Hurstville,NSW,Home Care,not_for_profit,2020,7189604.490000001
3Bridges Community Incorporated,11903.0,Hurstville,NSW,Home Care,not_for_profit,2021,11927822.93
3Bridges Community Incorporated,11903.0,Hurstville,NSW,Home Care,not_for_profit,2022,16382530.15
3Bridges Community Incorporated,11903.0,Hurstville,NSW,Home Care,not_for_profit,2023,19318524.5
3Bridges Community Incorporated,11903.0,Hurstville,NSW,Home Care,not_for_profit,2024,23988004.07
3Bridges Community Incorporated,11903.0,Hurstville,NSW,Home Care,not_for_profit,2025,20963685.14
501 Respite & Care Services,30903.0,Gold Coast - North,QLD,Residential,profit,2019,3734684.23
501 Respite & Care Services,30903.0,Gold Coast - North,QLD,Residential,profit,2020,3734062.27
501 Respite & Care Services,30903.0,Gold Coast - North,QLD,Residential,profit,2021,3659311.43
501 Respite & Care Services,30903.0,Gold Coast - North,QLD,Residential,profit,2022,3738699.55
501 Respite & Care Services,30903.0,Gold Coast - North,QLD,Residential,profit,2023,4591629.08
501 Respite & Care Services,30903.0,Gold Coast - North,QLD,Residential,profit,2024,5601864.6
501 Respite & Care Services,30903.0,Gold Coast - North,QLD,Residential,profit,2025,6672057.19
70 Lowe Street,21501.0,Grampians,VIC,Residential,government,2019,3426278.84
70 Lowe Street,21501.0,Grampians,VIC,Residential,government,2020,3410591.14
70 Lowe Street,21501.0,Grampians,VIC,Residential,government,2021,3464040.64
70 Lowe Street,21501.0,Grampians,VIC,Residential,government,2022,3202635.33
70 Lowe Street,21501.0,Grampians,VIC,Residential,government,2023,3661291.0900000003
70 Lowe Street,21501.0,Grampians,VIC,Residential,government,2024,5107767.35
70 Lowe Street,21501.0,Grampians,VIC,Residential,government,2025,5388879.4
A H Orr Lodge,12003.0,Strathfield - Burwood - Ashfield,NSW,Residential,not_for_profit,2019,3588861.22
A H Orr Lodge,12003.0,Strathfield - Burwood - Ashfield,NSW,Residential,not_for_profit,2020,3688880.24
A H Orr Lodge,12003.0,Strathfield - Burwood - Ashfield,NSW,Residential,not_for_profit,2021,3759322.53
A H Orr Lodge,12003.0,Strathfield - Burwood - Ashfield,NSW,Residential,not_for_profit,2022,3915819.48
A H Orr Lodge,12003.0,Strathfield - Burwood - Ashfield,NSW,Residential,not_for_profit,2023,4320151.43
A H Orr Lodge,12003.0,Strathfield - Burwood - Ashfield,NSW,Residential,not_for_profit,2024,5865907.92
A and D In Home Care,12403.0,Penrith,NSW,Home Care,profit,2024,0.0
A and D In Home Care,12403.0,Penrith,NSW,Home Care,profit,2025,196447.68
A. G. Eastwood Hostel,20803.0,Kingston,VIC,Residential,government,2019,1912130.15
A. G. Eastwood Hostel,20803.0,Kingston,VIC,Residential,government,2020,2210362.21
A. G. Eastwood Hostel,20803.0,Kingston,VIC,Residential,government,2021,2342131.11
ACCA Chinese Home Care Service - Northern Sydney,12101.0,Chatswood - Lane Cove,NSW,Home Care,not_for_profit,2019,469853.059999999
ACCA Chinese Home Care Service - Northern Sydney,12101.0,Chatswood - Lane Cove,NSW,Home Care,not_for_profit,2020,1293528.0199999993
ACCA Chinese Home Care Service - Northern Sydney,12101.0,Chatswood - Lane Cove,NSW,Home Care,not_for_profit,2021,2216962.77
ACCA Chinese Home Care Service - Northern Sydney,12101.0,Chatswood - Lane Cove,NSW,Home Care,not_for_profit,2022,3400428.52
ACCA Chinese Home Care Service - Northern Sydney,12101.0,Chatswood - Lane Cove,NSW,Home Care,not_for_profit,2023,4641815.36
ACCA Chinese Home Care Service - Northern Sydney,12101.0,Chatswood - Lane Cove,NSW,Home Care,not_for_profit,2024,5815001.42
ACCA Chinese Home Care Service - Northern Sydney,12101.0,Chatswood - Lane Cove,NSW,Home Care,not_for_profit,2025,6108851.08
ACDMA Aged Care Services,12702.0,Fairfield,NSW,Residential,not_for_profit,2021,6418718.87
ACDMA Aged Care Services,12702.0,Fairfield,NSW,Residential,not_for_profit,2022,6905374.62
ACDMA Aged Care Services,12702.0,Fairfield,NSW,Residential,not_for_profit,2023,8144851.970000001
ACDMA Aged Care Services,12702.0,Fairfield,NSW,Residential,not_for_profit,2024,10080226.05
ACDMA Aged Care Services,12702.0,Fairfield,NSW,Residential,not_for_profit,2025,10696456.59
ACDMA Aged Hostel,12702.0,Fairfield,NSW,Residential,not_for_profit,2019,5751182.13
ACDMA Aged Hostel,12702.0,Fairfield,NSW,Residential,not_for_profit,2020,6467568.04
ACH Group - ViTA North @ Home,40104.0,Campbelltown (SA),SA,Short Term Restorative Care (STRC),not_for_profit,2019,89947.71
ACH Group - ViTA North @ Home,40104.0,Campbelltown (SA),SA,Short Term Restorative Care (STRC),not_for_profit,2020,93502.08
ACH Group - ViTA North @ Home,40104.0,Campbelltown (SA),SA,Short Term Restorative Care (STRC),not_for_profit,2021,149067.65
ACH Group - ViTA North @ Home,40104.0,Campbelltown (SA),SA,Short Term Restorative Care (STRC),not_for_profit,2022,230123.82
ACH Group - ViTA North @ Home,40104.0,Campbelltown (SA),SA,Short Term Restorative Care (STRC),not_for_profit,2023,461787.54
ACH Group - ViTA North @ Home,40104.0,Campbelltown (SA),SA,Short-Term Restorative Care (STRC),not_for_profit,2024,472229.12
ACH Group - ViTA North @ Home,40104.0,Campbelltown (SA),SA,Short-Term Restorative Care (STRC),not_for_profit,2025,784035.6
ACH Group Hills Mallee Southern,40701.0,Fleurieu - Kangaroo Island,SA,Home Care,not_for_profit,2019,1460450.21
ACH Group Hills Mallee Southern,40701.0,Fleurieu - Kangaroo Island,SA,Home Care,not_for_profit,2020,1215794.41
ACH Group Hills Mallee Southern,40701.0,Fleurieu - Kangaroo Island,SA,Home Care,not_for_profit,2021,1212423.28
ACH Group Hills Mallee Southern,40701.0,Fleurieu - Kangaroo Island,SA,Home Care,not_for_profit,2022,1601608.11
ACH Group Hills Mallee Southern,40701.0,Fleurieu - Kangaroo Island,SA,Home Care,not_for_profit,2023,1517461.79
ACH Group Hills Mallee Southern,40701.0,Fleurieu - Kangaroo Island,SA,Home Care,not_for_profit,2024,354654.46
ACH Group Hills Mallee Southern,40701.0,Fleurieu - Kangaroo Island,SA,Home Care,not_for_profit,2025,0.0
ACH Group Home Care Metro East,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2019,3200488.93000003
ACH Group Home Care Metro East,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2020,3956426.449999999
ACH Group Home Care Metro East,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2021,5257493.88
ACH Group Home Care Metro East,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2022,6058050.69
ACH Group Home Care Metro East,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2023,6165462.78
ACH Group Home Care Metro East,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2024,7206847.18
ACH Group Home Care Metro East,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2025,9320648.74
ACH Group Home Care Metro East VIC,20703.0,Whitehorse - West,VIC,Home Care,not_for_profit,2019,656313.889999997
ACH Group Home Care Metro East VIC,20703.0,Whitehorse - West,VIC,Home Care,not_for_profit,2020,419.1
ACH Group Home Care Metro East VIC,20703.0,Whitehorse - West,VIC,Home Care,not_for_profit,2021,0.0
ACH Group Home Care Metro North,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2019,3675268.38000005
ACH Group Home Care Metro North,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2020,4739332.249999999
ACH Group Home Care Metro North,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2021,5548111.07
ACH Group Home Care Metro North,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2022,5973117.99
ACH Group Home Care Metro North,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2023,8672818.29
ACH Group Home Care Metro North,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2024,13378830.45
ACH Group Home Care Metro North,40104.0,Campbelltown (SA),SA,Home Care,not_for_profit,2025,16775349.13
ACH Group Home Care Metro North VIC,20703.0,Whitehorse - West,VIC,Home Care,not_for_profit,2019,124986.21
ACH Group Home Care Metro North VIC,20703.0,Whitehorse - West,VIC,Home Care,not_for_profit,2021,0.0
ACH Group Home Care Metro South,40304.0,Onkaparinga,SA,Home Care,not_for_profit,2019,6598737.42000001
ACH Group Home Care Metro South,40304.0,Onkaparinga,SA,Home Care,not_for_profit,2020,8325778.220000001
ACH Group Home Care Metro South,40304.0,Onkaparinga,SA,Home Care,not_for_profit,2021,9097821.14
ACH Group Home Care Metro South,40304.0,Onkaparinga,SA,Home Care,not_for_profit,2022,11763199.19
ACH Group Home Care Metro South,40304.0,Onkaparinga,SA,Home Care,not_for_profit,2023,16382578.14
ACH Group Home Care Metro South,40304.0,Onkaparinga,SA,Home Care,not_for_profit,2024,23026083.91
ACH Group Home Care Metro South,40304.0,Onkaparinga,SA,Home Care,not_for_profit,2025,25642678.48
ACH Group Home Care Metro South VIC,20703.0,Whitehorse - West,VIC,Home Care,not_for_profit,2019,291546.46
ACH Group Home Care Metro South VIC,20703.0,Whitehorse - West,VIC,Home Care,not_for_profit,2021,0.0
ACH Group Home Care Metro West,40301.0,Holdfast Bay,SA,Home Care,not_for_profit,2019,2271507.20000002
ACH Group Home Care Metro West,40301.0,Holdfast Bay,SA,Home Care,not_for_profit,2020,2531445.79
ACH Group Home Care Metro West,40301.0,Holdfast Bay,SA,Home Care,not_for_profit,2021,3161504.15
ACH Group Home Care Metro West,40301.0,Holdfast Bay,SA,Home Care,not_for_profit,2022,4319167.25
ACH Group Home Care Metro West,40301.0,Holdfast Bay,SA,Home Care,not_for_profit,2023,6080010.43
ACH Group Home Care Metro West,40301.0,Holdfast Bay,SA,Home Care,not_for_profit,2024,7492349.55
ACH Group Home Care Metro West,40301.0,Holdfast Bay,SA,Home Care,not_for_profit,2025,8556607.88
ACH Group Home Care Riverland,40703.0,Murray and Mallee,SA,Home Care,not_for_profit,2019,323671.89
ACH Group Home Care Riverland,40703.0,Murray and Mallee,SA,Home Care,not_for_profit,2020,152161.63
ACH Group Home Care Riverland,40703.0,Murray and Mallee,SA,Home Care,not_for_profit,2021,12758.6
ACH Group Residential Care - Colton Court,40304.0,Onkaparinga,SA,Residential,not_for_profit,2019,2341086.45
ACH Group Residential Care - Colton Court,40304.0,Onkaparinga,SA,Residential,not_for_profit,2020,2542342.78
ACH Group Residential Care - Colton Court,40304.0,Onkaparinga,SA,Residential,not_for_profit,2021,2658378.59
ACH Group Residential Care - Colton Court,40304.0,Onkaparinga,SA,Residential,not_for_profit,2022,2745997.4
ACH Group Residential Care - Colton Court,40304.0,Onkaparinga,SA,Residential,not_for_profit,2023,3082729.17
ACH Group Residential Care - Colton Court,40304.0,Onkaparinga,SA,Residential,not_for_profit,2024,4009018.45
ACH Group Residential Care - Colton Court,40304.0,Onkaparinga,SA,Residential,not_for_profit,2025,4404501.68
ACH Group Residential Care - Highercombe,40205.0,Tea Tree Gully,SA,Residential,not_for_profit,2019,8239074.19
ACH Group Residential Care - Highercombe,40205.0,Tea Tree Gully,SA,Residential,not_for_profit,2020,8013538.32
ACH Group Residential Care - Highercombe,40205.0,Tea Tree Gully,SA,Residential,not_for_profit,2021,8435849.09
ACH Group Residential Care - Highercombe,40205.0,Tea Tree Gully,SA,Residential,not_for_profit,2022,9031990.97
ACH Group Residential Care - Highercombe,40205.0,Tea Tree Gully,SA,Residential,not_for_profit,2023,9239783.32
ACH Group Residential Care - Highercombe,40205.0,Tea Tree Gully,SA,Residential,not_for_profit,2024,12146624.56
ACH Group Residential Care - Highercombe,40205.0,Tea Tree Gully,SA,Residential,not_for_profit,2025,13846539.87
ACH Group Residential Care - Kapara,40301.0,Holdfast Bay,SA,Residential,not_for_profit,2019,9152316.07
ACH Group Residential Care - Kapara,40301.0,Holdfast Bay,SA,Residential,not_for_profit,2020,8866771.64
ACH Group Residential Care - Kapara,40301.0,Holdfast Bay,SA,Residential,not_for_profit,2021,9433900.81
ACH Group Residential Care - Kapara,40301.0,Holdfast Bay,SA,Residential,not_for_profit,2022,10295810.92
ACH Group Residential Care - Kapara,40301.0,Holdfast Bay,SA,Residential,not_for_profit,2023,11023642.46
ACH Group Residential Care - Kapara,40301.0,Holdfast Bay,SA,Residential,not_for_profit,2024,13617451.64
ACH Group Residential Care - Kapara,40301.0,Holdfast Bay,SA,Residential,not_for_profit,2025,15671254.38
ACH Group Residential Care - Milpara,40104.0,Campbelltown (SA),SA,Residential,not_for_profit,2019,6369456.06
ACH Group Residential Care - Milpara,40104.0,Campbelltown (SA),SA,Residential,not_for_profit,2020,6614752.38
ACH Group Residential Care - Milpara,40104.0,Campbelltown (SA),SA,Residential,not_for_profit,2021,7171724.18
ACH Group Residential Care - Milpara,40104.0,Campbelltown (SA),SA,Residential,not_for_profit,2022,7199741.24
ACH Group Residential Care - Milpara,40104.0,Campbelltown (SA),SA,Residential,not_for_profit,2023,7898450.05
ACH Group Residential Care - Milpara,40104.0,Campbelltown (SA),SA,Residential,not_for_profit,2024,9838685.92
ACH Group Residential Care - Milpara,40104.0,Campbelltown (SA),SA,Residential,not_for_profit,2025,10600974.2
ACH Group Residential Care - Perry Park (high care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2019,3336077.34
ACH Group Residential Care - Perry Park (high care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2020,3201321.85
ACH Group Residential Care - Perry Park (high care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2021,3319552.91
ACH Group Residential Care - Perry Park (high care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2022,3592985.13
ACH Group Residential Care - Perry Park (high care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2023,5971475.7700000005
ACH Group Residential Care - Perry Park (high care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2024,11890236.5
ACH Group Residential Care - Perry Park (high care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2025,13080913.91
ACH Group Residential Care - Perry Park (low care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2019,4907199.82
ACH Group Residential Care - Perry Park (low care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2020,4827475.31
ACH Group Residential Care - Perry Park (low care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2021,5103608.69
ACH Group Residential Care - Perry Park (low care),40304.0,Onkaparinga,SA,Residential,not_for_profit,2022,5264417.77
ACH Group Residential Care - ViTA,40303.0,Mitcham,SA,Residential,not_for_profit,2019,4102168.66
ACH Group Residential Care - ViTA,40303.0,Mitcham,SA,Residential,not_for_profit,2020,4068916.1
ACH Group Residential Care - ViTA,40303.0,Mitcham,SA,Residential,not_for_profit,2021,4218911.19
ACH Group Residential Care - ViTA,40303.0,Mitcham,SA,Residential,not_for_profit,2022,4774580.28
ACH Group Residential Care - ViTA,40303.0,Mitcham,SA,Residential,not_for_profit,2023,4779683.54
ACH Group Residential Care - ViTA,40303.0,Mitcham,SA,Residential,not_for_profit,2024,6331869.57
ACH Group Residential Care - ViTA,40303.0,Mitcham,SA,Residential,not_for_profit,2025,7002816.76
ACH Group Residential Care - West Park,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2019,3984465.46
ACH Group Residential Care - West Park,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2020,3989453.66
ACH Group Residential Care - West Park,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2021,4121495.06
ACH Group Residential Care - West Park,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2022,4464501.14
ACH Group Residential Care - West Park,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2023,4550758.84
ACH Group Residential Care - West Park,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2024,6190819.4
ACH Group Residential Care - Yankalilla Centre,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2019,4118667.48
ACH Group Residential Care - Yankalilla Centre,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2020,4178598.97
ACH Group Residential Care - Yankalilla Centre,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2021,3932796.97
ACH Group Residential Care - Yankalilla Centre,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2022,4386724.49
ACH Group Residential Care - Yankalilla Centre,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2023,4306152.05
ACH Group Residential Care - Yankalilla Centre,40701.0,Fleurieu - Kangaroo Island,SA,Residential,not_for_profit,2024,5494762.85
ACI Home Care,12702.0,Fairfield,NSW,Home Care,profit,2023,33857.81
ACI Home Care,12702.0,Fairfield,NSW,Home Care,profit,2024,575304.54
ACI Home Care,12702.0,Fairfield,NSW,Home Care,profit,2025,901171.94
ACT Transition Care Program,80109.0,Woden Valley,ACT,Transition Care,government,2019,3303477.45
ACT Transition Care Program,80109.0,Woden Valley,ACT,Transition Care,government,2020,2755598.1300000004
ACT Transition Care Program,80109.0,Woden Valley,ACT,Transition Care,government,2021,6015430.48
ACT Transition Care Program,80109.0,Woden Valley,ACT,Transition Care,government,2022,4577440.92
ACT Transition Care Program,80109.0,Woden Valley,ACT,Transition Care,government,2023,5491303.58
ACT Transition Care Program,80109.0,Woden Valley,ACT,Transition Care,government,2024,6039215.28
ACT Transition Care Program,80109.0,Woden Valley,ACT,Transition Care,government,2025,6258928.68
ADS Care,11501.0,Baulkham Hills,NSW,Home Care,profit,2019,55659.6
ADS Care,11501.0,Baulkham Hills,NSW,Home Care,profit,2020,70375.68000000001
ADS Care,11501.0,Baulkham Hills,NSW,Home Care,profit,2021,129556.24
ADS Care,11501.0,Baulkham Hills,NSW,Home Care,profit,2022,272673.45
ADS Care,11501.0,Baulkham Hills,NSW,Home Care,profit,2023,337534.75
ADS Care,11501.0,Baulkham Hills,NSW,Home Care,profit,2024,445936.71
ADS Care,11501.0,Baulkham Hills,NSW,Home Care,profit,2025,348812.76
ADSSI Limited,10202.0,Wyong,NSW,Home Care,profit,2019,3751351.34000005
ADSSI Limited,10202.0,Wyong,NSW,Home Care,profit,2020,4987630.09
ADSSI Limited,10202.0,Wyong,NSW,Home Care,profit,2021,7507360.27
ADSSI Limited,10202.0,Wyong,NSW,Home Care,profit,2022,10238648.06
ADSSI Limited,10202.0,Wyong,NSW,Home Care,profit,2023,13719200.44
ADSSI Limited,10202.0,Wyong,NSW,Home Care,profit,2024,18694726.61
ADSSI Limited,10202.0,Wyong,NSW,Home Care,profit,2025,21043384.08
AGWS Community Aged Care Packages - Northern Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2019,3335687.05000003
AGWS Community Aged Care Packages - Northern Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2020,5321567.32
AGWS Community Aged Care Packages - Northern Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2021,6453916.69
AGWS Community Aged Care Packages - Northern Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2022,6779625.79
AGWS Community Aged Care Packages - Northern Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2023,8763356.91
AGWS Community Aged Care Packages - Northern Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2024,11714897.24
AGWS Community Aged Care Packages - Northern Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2025,12072962.2
AGWS Community Aged Care Packages - Western Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2019,441414.67
AGWS Community Aged Care Packages - Western Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2020,1008135.6799999996
AGWS Community Aged Care Packages - Western Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2021,1203790.79
AGWS Community Aged Care Packages - Western Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2022,1330546.52
AGWS Community Aged Care Packages - Western Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2023,1228287.43
AGWS Community Aged Care Packages - Western Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2024,1554016.66
AGWS Community Aged Care Packages - Western Region,20601.0,Brunswick - Coburg,VIC,Home Care,not_for_profit,2025,1761086.87
AKWA HOME CARE,12003.0,Strathfield - Burwood - Ashfield,NSW,Home Care,not_for_profit,2023,22705.13
AKWA HOME CARE,12003.0,Strathfield - Burwood - Ashfield,NSW,Home Care,not_for_profit,2024,366445.67
AKWA HOME CARE,12003.0,Strathfield - Burwood - Ashfield,NSW,Home Care,not_for_profit,2025,613534.93
ALARA QLD Ltd,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2019,86657.31
ALARA QLD Ltd,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2020,83895.77000000006
ALARA QLD Ltd,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2021,173086.68
ALARA QLD Ltd,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2022,380202.54
ALARA QLD Ltd,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2023,858852.71
ALARA QLD Ltd,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2024,1339576.83
ALARA QLD Ltd,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2025,1792680.6
AMAROO@HOME,50604.0,Gosnells,WA,Home Care,not_for_profit,2025,3460992.61
AMES Australia,20604.0,Melbourne City,VIC,Home Care,government,2023,134927.92
AMES Australia,20604.0,Melbourne City,VIC,Home Care,government,2024,497716.6
AMES Australia,20604.0,Melbourne City,VIC,Home Care,government,2025,1176272.55
ANHF CACPs - South East Sydney,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2019,575545.689999998
ANHF CACPs - South East Sydney,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2020,942006.4899999998
ANHF CACPs - South East Sydney,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2021,870506.62
ANHF CACPs - South East Sydney,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2022,966226.36
ANHF CACPs - South East Sydney,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2023,1055577.42
ANHF CACPs - South East Sydney,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2024,1164766.21
ANHF CACPs - South East Sydney,11703.0,Sydney Inner City,NSW,Home Care,not_for_profit,2025,2020000.18
ANHF CACPs - South West Sydney,12702.0,Fairfield,NSW,Home Care,not_for_profit,2019,377027.17
ANHF CACPs - South West Sydney,12702.0,Fairfield,NSW,Home Care,not_for_profit,2020,508480.0799999999
ANHF CACPs - South West Sydney,12702.0,Fairfield,NSW,Home Care,not_for_profit,2021,705848.62
ANHF CACPs - South West Sydney,12702.0,Fairfield,NSW,Home Care,not_for_profit,2022,893547.12
ANHF CACPs - South West Sydney,12702.0,Fairfield,NSW,Home Care,not_for_profit,2023,1511809.3
ANHF CACPs - South West Sydney,12702.0,Fairfield,NSW,Home Care,not_for_profit,2024,2741642.82
ANHF CACPs - South West Sydney,12702.0,Fairfield,NSW,Home Care,not_for_profit,2025,3262295.81
ANHF Flexicare - Western Sydney - EACH,11902.0,Canterbury,NSW,Home Care,not_for_profit,2019,174161.29
ANHF Flexicare - Western Sydney - EACH,11902.0,Canterbury,NSW,Home Care,not_for_profit,2020,171719.87999999998
ANHF Flexicare - Western Sydney - EACH,11902.0,Canterbury,NSW,Home Care,not_for_profit,2021,202316.73
ANHF Flexicare - Western Sydney - EACH,11902.0,Canterbury,NSW,Home Care,not_for_profit,2022,160800.0
ANHF Flexicare - Western Sydney - EACH,11902.0,Canterbury,NSW,Home Care,not_for_profit,2023,-15621.73
ANHF Flexicare - Western Sydney - EACH,11902.0,Canterbury,NSW,Home Care,not_for_profit,2024,0.0
ANHF Flexicare - Western Sydney - EACHD,11902.0,Canterbury,NSW,Home Care,not_for_profit,2019,209481.42
ANHF Flexicare - Western Sydney - EACHD,11902.0,Canterbury,NSW,Home Care,not_for_profit,2020,148666.23999999996
ANHF Flexicare - Western Sydney - EACHD,11902.0,Canterbury,NSW,Home Care,not_for_profit,2021,130949.44
ANHF Flexicare - Western Sydney - EACHD,11902.0,Canterbury,NSW,Home Care,not_for_profit,2022,97922.35
ANHF Flexicare - Western Sydney - EACHD,11902.0,Canterbury,NSW,Home Care,not_for_profit,2023,112660.9
ANHF Flexicare - Western Sydney - EACHD,11902.0,Canterbury,NSW,Home Care,not_for_profit,2024,52608.66
ANHF Home Care Packages SES,11902.0,Canterbury,NSW,Home Care,not_for_profit,2019,2000409.88000002
ANHF Home Care Packages SES,11902.0,Canterbury,NSW,Home Care,not_for_profit,2020,1756608.3900000001
ANHF Home Care Packages SES,11902.0,Canterbury,NSW,Home Care,not_for_profit,2021,1365100.14
ANHF Home Care Packages SES,11902.0,Canterbury,NSW,Home Care,not_for_profit,2022,1265170.04
ANHF Home Care Packages SES,11902.0,Canterbury,NSW,Home Care,not_for_profit,2023,936630.62
ANHF Home Care Packages SES,11902.0,Canterbury,NSW,Home Care,not_for_profit,2024,937910.04
ANHF Home Care Packages SES,11902.0,Canterbury,NSW,Home Care,not_for_profit,2025,832350.89
ANHF Thornleigh Nursing Home,12102.0,Hornsby,NSW,Residential,not_for_profit,2025,5405662.06
ARC Support Service Ltd,60201.0,Launceston,TAS,Home Care,not_for_profit,2019,89628.97
ARC Support Service Ltd,60201.0,Launceston,TAS,Home Care,not_for_profit,2020,118232.64000000001
ARC Support Service Ltd,60201.0,Launceston,TAS,Home Care,not_for_profit,2021,39157.59
ARRCS - Community Care Alice Springs,70201.0,Alice Springs,NT,Home Care,not_for_profit,2019,718620.72999999
ARRCS - Community Care Alice Springs,70201.0,Alice Springs,NT,Home Care,not_for_profit,2020,908895.91
ARRCS - Community Care Alice Springs,70201.0,Alice Springs,NT,Home Care,not_for_profit,2021,982846.53
ARRCS - Community Care Alice Springs,70201.0,Alice Springs,NT,Home Care,not_for_profit,2022,804104.53
ARRCS - Community Care Alice Springs,70201.0,Alice Springs,NT,Home Care,not_for_profit,2023,1030188.06
ARRCS - Community Care Alice Springs,70201.0,Alice Springs,NT,Home Care,not_for_profit,2024,1232954.92
ARRCS - Community Care Alice Springs,70201.0,Alice Springs,NT,Home Care,not_for_profit,2025,1219769.45
