service_name,sa3_code,sa3_name,state,care_type,org_type,year,funding
Blue Care Innisfail Community Care CACP,30603.0,Innisfail - Cassowary Coast,QLD,Home Care,not_for_profit,2019,365640.069999999
Blue Care Innisfail Community Care CACP,30603.0,Innisfail - Cassowary Coast,QLD,Home Care,not_for_profit,2020,583264.6099999999
Blue Care Innisfail Community Care CACP,30603.0,Innisfail - Cassowary Coast,QLD,Home Care,not_for_profit,2021,810751.24
Blue Care Innisfail Community Care CACP,30603.0,Innisfail - Cassowary Coast,QLD,Home Care,not_for_profit,2022,721872.71
Blue Care Innisfail Community Care CACP,30603.0,Innisfail - Cassowary Coast,QLD,Home Care,not_for_profit,2023,1656079.91
Blue Care Innisfail Community Care CACP,30603.0,Innisfail - Cassowary Coast,QLD,Home Care,not_for_profit,2024,-16391.78
Blue Care Ipswich Community Care CACP,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2019,590883.149999997
Blue Care Ipswich Community Care CACP,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2020,495672.15999999986
Blue Care Ipswich Community Care CACP,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2021,1228054.81
Blue Care Ipswich Community Care CACP,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2022,2860136.28
Blue Care Ipswich Community Care CACP,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2023,4951771.64
Blue Care Ipswich Community Care CACP,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2024,5504309.67
Blue Care Ipswich Community Care CACP,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2025,4488426.89
Blue Care Ipswich Community Care EACH,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2019,1332610.18
Blue Care Ipswich Community Care EACH,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2020,1148612.9200000002
Blue Care Ipswich Community Care EACH,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2021,1107329.93
Blue Care Ipswich Community Care EACH,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2022,926949.31
Blue Care Ipswich Community Care EACH,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2023,166057.11
Blue Care Ipswich Community Care EACH,31003.0,Ipswich Inner,QLD,Home Care,not_for_profit,2024,-112252.52
Blue Care Kallangur Pilgrim Aged Care Facility,31402.0,North Lakes,QLD,Residential,not_for_profit,2019,4455048.23
Blue Care Kallangur Pilgrim Aged Care Facility,31402.0,North Lakes,QLD,Residential,not_for_profit,2020,4515061.66
Blue Care Kallangur Pilgrim Aged Care Facility,31402.0,North Lakes,QLD,Residential,not_for_profit,2021,4407851.73
Blue Care Kallangur Pilgrim Aged Care Facility,31402.0,North Lakes,QLD,Residential,not_for_profit,2022,4223157.74
Blue Care Kallangur Pilgrim Aged Care Facility,31402.0,North Lakes,QLD,Residential,not_for_profit,2023,4873794.63
Blue Care Kallangur Pilgrim Aged Care Facility,31402.0,North Lakes,QLD,Residential,not_for_profit,2024,6386531.87
Blue Care Kallangur Pilgrim Aged Care Facility,31402.0,North Lakes,QLD,Residential,not_for_profit,2025,6621249.96
Blue Care Kenmore Aged Care Facility,30402.0,Kenmore - Brookfield - Moggill,QLD,Residential,not_for_profit,2019,8200618.73
Blue Care Kenmore Aged Care Facility,30402.0,Kenmore - Brookfield - Moggill,QLD,Residential,not_for_profit,2020,8110146.68
Blue Care Kenmore Aged Care Facility,30402.0,Kenmore - Brookfield - Moggill,QLD,Residential,not_for_profit,2021,8597223.17
Blue Care Kenmore Aged Care Facility,30402.0,Kenmore - Brookfield - Moggill,QLD,Residential,not_for_profit,2022,8646832.43
Blue Care Kenmore Aged Care Facility,30402.0,Kenmore - Brookfield - Moggill,QLD,Residential,not_for_profit,2023,10097631.91
Blue Care Kenmore Aged Care Facility,30402.0,Kenmore - Brookfield - Moggill,QLD,Residential,not_for_profit,2024,12911358.05
Blue Care Kenmore Aged Care Facility,30402.0,Kenmore - Brookfield - Moggill,QLD,Residential,not_for_profit,2025,13805273.97
Blue Care Kingaroy - EACH,31902.0,Burnett,QLD,Home Care,not_for_profit,2019,707437.789999999
Blue Care Kingaroy - EACH,31902.0,Burnett,QLD,Home Care,not_for_profit,2020,698304.6300000004
Blue Care Kingaroy - EACH,31902.0,Burnett,QLD,Home Care,not_for_profit,2021,743492.54
Blue Care Kingaroy - EACH,31902.0,Burnett,QLD,Home Care,not_for_profit,2022,595823.61
Blue Care Kingaroy - EACH,31902.0,Burnett,QLD,Home Care,not_for_profit,2023,1125962.56
Blue Care Kingaroy - EACH,31902.0,Burnett,QLD,Home Care,not_for_profit,2024,-56406.0
Blue Care Kingaroy Canowindra Aged Care Facility,31902.0,Burnett,QLD,Residential,not_for_profit,2019,4381429.83
Blue Care Kingaroy Canowindra Aged Care Facility,31902.0,Burnett,QLD,Residential,not_for_profit,2020,4328085.71
Blue Care Kingaroy Canowindra Aged Care Facility,31902.0,Burnett,QLD,Residential,not_for_profit,2021,4593277.45
Blue Care Kingaroy Canowindra Aged Care Facility,31902.0,Burnett,QLD,Residential,not_for_profit,2022,4943380.39
Blue Care Kingaroy Canowindra Aged Care Facility,31902.0,Burnett,QLD,Residential,not_for_profit,2023,5303546.93
Blue Care Kingaroy Canowindra Aged Care Facility,31902.0,Burnett,QLD,Residential,not_for_profit,2024,6767122.74
Blue Care Kingaroy Canowindra Aged Care Facility,31902.0,Burnett,QLD,Residential,not_for_profit,2025,7505370.52
Blue Care Kirra Aged Care Facility,30902.0,Coolangatta,QLD,Residential,not_for_profit,2019,5398972.61
Blue Care Kirra Aged Care Facility,30902.0,Coolangatta,QLD,Residential,not_for_profit,2020,5023128.55
Blue Care Kirra Aged Care Facility,30902.0,Coolangatta,QLD,Residential,not_for_profit,2021,5188180.62
Blue Care Kirra Aged Care Facility,30902.0,Coolangatta,QLD,Residential,not_for_profit,2022,5390458.15
Blue Care Kirra Aged Care Facility,30902.0,Coolangatta,QLD,Residential,not_for_profit,2023,5846542.18
Blue Care Kirra Aged Care Facility,30902.0,Coolangatta,QLD,Residential,not_for_profit,2024,7734227.98
Blue Care Kirra Aged Care Facility,30902.0,Coolangatta,QLD,Residential,not_for_profit,2025,8650863.21
Blue Care Labrador Aged Care Facility,30903.0,Gold Coast - North,QLD,Residential,not_for_profit,2023,12646363.6
Blue Care Labrador Aged Care Facility,30903.0,Gold Coast - North,QLD,Residential,not_for_profit,2024,16525231.45
Blue Care Labrador Aged Care Facility,30903.0,Gold Coast - North,QLD,Residential,not_for_profit,2025,16198865.34
Blue Care Labrador Aged Care Facility,30909.0,Southport,QLD,Residential,not_for_profit,2019,11831162.87
Blue Care Labrador Aged Care Facility,30909.0,Southport,QLD,Residential,not_for_profit,2020,11809145.05
Blue Care Labrador Aged Care Facility,30909.0,Southport,QLD,Residential,not_for_profit,2021,11997987.24
Blue Care Labrador Aged Care Facility,30909.0,Southport,QLD,Residential,not_for_profit,2022,11801174.17
Blue Care Lawnton Pine Woods Aged Care Facility,31403.0,Strathpine,QLD,Residential,not_for_profit,2019,7436805.84
Blue Care Lawnton Pine Woods Aged Care Facility,31403.0,Strathpine,QLD,Residential,not_for_profit,2020,7454763.83
Blue Care Lawnton Pine Woods Aged Care Facility,31403.0,Strathpine,QLD,Residential,not_for_profit,2021,7828056.84
Blue Care Lawnton Pine Woods Aged Care Facility,31403.0,Strathpine,QLD,Residential,not_for_profit,2022,7288817.76
Blue Care Lawnton Pine Woods Aged Care Facility,31403.0,Strathpine,QLD,Residential,not_for_profit,2023,7788685.989999999
Blue Care Lawnton Pine Woods Aged Care Facility,31403.0,Strathpine,QLD,Residential,not_for_profit,2024,9945236.67
Blue Care Lawnton Pine Woods Aged Care Facility,31403.0,Strathpine,QLD,Residential,not_for_profit,2025,10821197.11
Blue Care Lockyer Community Care CACP,31701.0,Toowoomba,QLD,Home Care,not_for_profit,2019,909795.389999997
Blue Care Lockyer Community Care CACP,31701.0,Toowoomba,QLD,Home Care,not_for_profit,2020,1502604.9000000004
Blue Care Lockyer Community Care CACP,31701.0,Toowoomba,QLD,Home Care,not_for_profit,2021,1772161.23
Blue Care Lockyer Community Care CACP,31701.0,Toowoomba,QLD,Home Care,not_for_profit,2022,1488600.45
Blue Care Lockyer Community Care CACP,31701.0,Toowoomba,QLD,Home Care,not_for_profit,2023,2490093.03
Blue Care Lockyer Community Care CACP,31701.0,Toowoomba,QLD,Home Care,not_for_profit,2024,5744977.97
Blue Care Lockyer Community Care CACP,31701.0,Toowoomba,QLD,Home Care,not_for_profit,2025,10012996.71
Blue Care Lower South Coast Community Care CACP,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2019,3500718.29
Blue Care Lower South Coast Community Care CACP,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2020,4876260.289999996
Blue Care Lower South Coast Community Care CACP,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2021,5640476.2
Blue Care Lower South Coast Community Care CACP,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2022,7319021.91
Blue Care Lower South Coast Community Care CACP,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2023,6995386.88
Blue Care Lower South Coast Community Care CACP,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2024,6282234.9
Blue Care Lower South Coast Community Care CACP,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2025,4541679.45
Blue Care Lower South Coast Community Care EACH,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2019,3845167.98000007
Blue Care Lower South Coast Community Care EACH,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2020,4457128.5
Blue Care Lower South Coast Community Care EACH,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2021,4856657.82
Blue Care Lower South Coast Community Care EACH,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2022,5759226.07
Blue Care Lower South Coast Community Care EACH,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2023,8791659.04
Blue Care Lower South Coast Community Care EACH,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2024,6644063.63
Blue Care Lower South Coast Community Care EACH,30902.0,Coolangatta,QLD,Home Care,not_for_profit,2025,4604318.14
Blue Care Lowood Glenwood Aged Care Facility,31002.0,Ipswich Hinterland,QLD,Residential,not_for_profit,2019,2062167.02
Blue Care Lowood Glenwood Aged Care Facility,31002.0,Ipswich Hinterland,QLD,Residential,not_for_profit,2020,2353922.52
Blue Care Lowood Glenwood Aged Care Facility,31002.0,Ipswich Hinterland,QLD,Residential,not_for_profit,2021,2343337.81
Blue Care Lowood Glenwood Aged Care Facility,31002.0,Ipswich Hinterland,QLD,Residential,not_for_profit,2022,2454147.4
Blue Care Lowood Glenwood Aged Care Facility,31002.0,Ipswich Hinterland,QLD,Residential,not_for_profit,2023,2846119.8
Blue Care Lowood Glenwood Aged Care Facility,31002.0,Ipswich Hinterland,QLD,Residential,not_for_profit,2024,3794860.69
Blue Care Lowood Glenwood Aged Care Facility,31002.0,Ipswich Hinterland,QLD,Residential,not_for_profit,2025,3906457.78
Blue Care Lowood/Rosewood Community Care - CACP,31002.0,Ipswich Hinterland,QLD,Home Care,not_for_profit,2019,850227.569999995
Blue Care Lowood/Rosewood Community Care - CACP,31002.0,Ipswich Hinterland,QLD,Home Care,not_for_profit,2020,1245123.9399999995
Blue Care Lowood/Rosewood Community Care - CACP,31002.0,Ipswich Hinterland,QLD,Home Care,not_for_profit,2021,1268837.14
Blue Care Lowood/Rosewood Community Care - CACP,31002.0,Ipswich Hinterland,QLD,Home Care,not_for_profit,2022,1073826.26
Blue Care Lowood/Rosewood Community Care - CACP,31002.0,Ipswich Hinterland,QLD,Home Care,not_for_profit,2023,1247676.22
Blue Care Lowood/Rosewood Community Care - CACP,31002.0,Ipswich Hinterland,QLD,Home Care,not_for_profit,2024,-63058.37
Blue Care Mackay Community Care CACP,31202.0,Mackay,QLD,Home Care,not_for_profit,2019,342736.500000001
Blue Care Mackay Community Care CACP,31202.0,Mackay,QLD,Home Care,not_for_profit,2020,328353.02000000014
Blue Care Mackay Community Care CACP,31202.0,Mackay,QLD,Home Care,not_for_profit,2021,447113.86
Blue Care Mackay Community Care CACP,31202.0,Mackay,QLD,Home Care,not_for_profit,2022,1085315.87
Blue Care Mackay Community Care CACP,31202.0,Mackay,QLD,Home Care,not_for_profit,2023,1933173.69
Blue Care Mackay Community Care CACP,31202.0,Mackay,QLD,Home Care,not_for_profit,2024,6788.8
Blue Care Mackay Community Care EACH,31202.0,Mackay,QLD,Home Care,not_for_profit,2019,1298833.89
Blue Care Mackay Community Care EACH,31202.0,Mackay,QLD,Home Care,not_for_profit,2020,1394985.05
Blue Care Mackay Community Care EACH,31202.0,Mackay,QLD,Home Care,not_for_profit,2021,1308263.18
Blue Care Mackay Community Care EACH,31202.0,Mackay,QLD,Home Care,not_for_profit,2022,1068387.27
Blue Care Mackay Community Care EACH,31202.0,Mackay,QLD,Home Care,not_for_profit,2023,435379.47
Blue Care Mackay Community Care EACH,31202.0,Mackay,QLD,Home Care,not_for_profit,2024,-31435.57
Blue Care Mackay Community Care EACHD,31202.0,Mackay,QLD,Home Care,not_for_profit,2019,54437.83
Blue Care Mackay Community Care EACHD,31202.0,Mackay,QLD,Home Care,not_for_profit,2020,10968.400000000001
Blue Care Mackay Community Care EACHD,31202.0,Mackay,QLD,Home Care,not_for_profit,2021,142356.61
Blue Care Mackay Community Care EACHD,31202.0,Mackay,QLD,Home Care,not_for_profit,2022,27331.74
Blue Care Mackay Community Care EACHD,31202.0,Mackay,QLD,Home Care,not_for_profit,2023,0.0
Blue Care Mackay Community Care EACHD,31202.0,Mackay,QLD,Home Care,not_for_profit,2024,0.0
Blue Care Mackay Homefield Aged Care Facility,31202.0,Mackay,QLD,Residential,not_for_profit,2019,5500720.61
Blue Care Mackay Homefield Aged Care Facility,31202.0,Mackay,QLD,Residential,not_for_profit,2020,5617138.04
Blue Care Mackay Homefield Aged Care Facility,31202.0,Mackay,QLD,Residential,not_for_profit,2021,5558779.97
Blue Care Mackay Homefield Aged Care Facility,31202.0,Mackay,QLD,Residential,not_for_profit,2022,5084709.45
Blue Care Mackay Homefield Aged Care Facility,31202.0,Mackay,QLD,Residential,not_for_profit,2023,6191683.3
Blue Care Mackay Homefield Aged Care Facility,31202.0,Mackay,QLD,Residential,not_for_profit,2024,8009164.93
Blue Care Mackay Homefield Aged Care Facility,31202.0,Mackay,QLD,Residential,not_for_profit,2025,9530572.72
Blue Care Maleny Erowal Aged Care Facility,31606.0,Sunshine Coast Hinterland,QLD,Residential,not_for_profit,2019,6573422.22
Blue Care Maleny Erowal Aged Care Facility,31606.0,Sunshine Coast Hinterland,QLD,Residential,not_for_profit,2020,6659403.61
Blue Care Maleny Erowal Aged Care Facility,31606.0,Sunshine Coast Hinterland,QLD,Residential,not_for_profit,2021,6773718.1
Blue Care Maleny Erowal Aged Care Facility,31606.0,Sunshine Coast Hinterland,QLD,Residential,not_for_profit,2022,5823486.65
Blue Care Maleny Erowal Aged Care Facility,31606.0,Sunshine Coast Hinterland,QLD,Residential,not_for_profit,2023,6143564.49
Blue Care Maleny Erowal Aged Care Facility,31606.0,Sunshine Coast Hinterland,QLD,Residential,not_for_profit,2024,8176951.79
Blue Care Maleny Erowal Aged Care Facility,31606.0,Sunshine Coast Hinterland,QLD,Residential,not_for_profit,2025,9861782.82
Blue Care Mareeba Aged Care Facility,30605.0,Tablelands (East) - Kuranda,QLD,Residential,not_for_profit,2019,4355900.1
Blue Care Mareeba Aged Care Facility,30605.0,Tablelands (East) - Kuranda,QLD,Residential,not_for_profit,2020,4522057.11
Blue Care Mareeba Aged Care Facility,30605.0,Tablelands (East) - Kuranda,QLD,Residential,not_for_profit,2021,4875587.05
Blue Care Mareeba Aged Care Facility,30605.0,Tablelands (East) - Kuranda,QLD,Residential,not_for_profit,2022,4701932.47
Blue Care Mareeba Aged Care Facility,30605.0,Tablelands (East) - Kuranda,QLD,Residential,not_for_profit,2023,4184671.7399999998
Blue Care Mareeba Aged Care Facility,30605.0,Tablelands (East) - Kuranda,QLD,Residential,not_for_profit,2024,6081842.56
Blue Care Mareeba Aged Care Facility,30605.0,Tablelands (East) - Kuranda,QLD,Residential,not_for_profit,2025,7448889.12
Blue Care Mareeba Community Care - EACHD,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2019,81757.5999999999
Blue Care Mareeba Community Care - EACHD,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2020,59134.36
Blue Care Mareeba Community Care - EACHD,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2021,100862.63
Blue Care Mareeba Community Care - EACHD,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2022,-77573.32
Blue Care Mareeba Community Care - EACHD,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2023,0.0
Blue Care Mareeba Community Care - EACHD,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2024,0.0
Blue Care Mareeba Community Care CACP,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2019,180342.410000001
Blue Care Mareeba Community Care CACP,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2020,312962.8100000001
Blue Care Mareeba Community Care CACP,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2021,410465.98
Blue Care Mareeba Community Care CACP,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2022,531678.06
Blue Care Mareeba Community Care CACP,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2023,1316366.13
Blue Care Mareeba Community Care CACP,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2024,-19122.27
Blue Care Mareeba Community Care EACH,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2019,592054.199999998
Blue Care Mareeba Community Care EACH,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2020,612471.06
Blue Care Mareeba Community Care EACH,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2021,786719.01
Blue Care Mareeba Community Care EACH,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2022,755134.31
Blue Care Mareeba Community Care EACH,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2023,809905.33
Blue Care Mareeba Community Care EACH,30605.0,Tablelands (East) - Kuranda,QLD,Home Care,not_for_profit,2024,-124617.44
Blue Care Maroochy Community Care CACP,31607.0,Nambour,QLD,Home Care,not_for_profit,2019,737436.449999995
Blue Care Maroochy Community Care CACP,31607.0,Nambour,QLD,Home Care,not_for_profit,2020,858965.5799999997
Blue Care Maroochy Community Care CACP,31607.0,Nambour,QLD,Home Care,not_for_profit,2021,861807.84
Blue Care Maroochy Community Care CACP,31607.0,Nambour,QLD,Home Care,not_for_profit,2022,1212340.21
Blue Care Maroochy Community Care CACP,31607.0,Nambour,QLD,Home Care,not_for_profit,2023,3411439.15
Blue Care Maroochy Community Care CACP,31607.0,Nambour,QLD,Home Care,not_for_profit,2024,493.56
Blue Care Maroochy Community Care EACH,31607.0,Nambour,QLD,Home Care,not_for_profit,2019,2091978.36000001
Blue Care Maroochy Community Care EACH,31607.0,Nambour,QLD,Home Care,not_for_profit,2020,2817430.1899999985
Blue Care Maroochy Community Care EACH,31607.0,Nambour,QLD,Home Care,not_for_profit,2021,2846819.64
Blue Care Maroochy Community Care EACH,31607.0,Nambour,QLD,Home Care,not_for_profit,2022,3313489.49
Blue Care Maroochy Community Care EACH,31607.0,Nambour,QLD,Home Care,not_for_profit,2023,1655621.81
Blue Care Maroochy Community Care EACH,31607.0,Nambour,QLD,Home Care,not_for_profit,2024,-175512.17
Blue Care Maryborough Community Care CACP,31904.0,Hervey Bay,QLD,Home Care,not_for_profit,2019,728038.619999998
Blue Care Maryborough Community Care CACP,31904.0,Hervey Bay,QLD,Home Care,not_for_profit,2020,1360800.96
Blue Care Maryborough Community Care CACP,31904.0,Hervey Bay,QLD,Home Care,not_for_profit,2021,1745224.37
Blue Care Maryborough Community Care CACP,31904.0,Hervey Bay,QLD,Home Care,not_for_profit,2022,2021156.38
Blue Care Maryborough Community Care CACP,31904.0,Hervey Bay,QLD,Home Care,not_for_profit,2023,4115547.04
Blue Care Maryborough Community Care CACP,31904.0,Hervey Bay,QLD,Home Care,not_for_profit,2024,4635156.32
Blue Care Maryborough Community Care CACP,31904.0,Hervey Bay,QLD,Home Care,not_for_profit,2025,3157091.22
Blue Care Monto Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2019,133637.57
Blue Care Monto Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2020,150299.74
Blue Care Monto Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2021,185888.35
Blue Care Monto Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2022,156103.86
Blue Care Monto Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2023,389535.85
Blue Care Monto Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2024,-80146.81
Blue Care Mount Isa Community Care CACP,31502.0,Outback - North,QLD,Home Care,not_for_profit,2019,257703.840000001
Blue Care Mount Isa Community Care CACP,31502.0,Outback - North,QLD,Home Care,not_for_profit,2020,404414.52999999985
Blue Care Mount Isa Community Care CACP,31502.0,Outback - North,QLD,Home Care,not_for_profit,2021,451807.34
Blue Care Mount Isa Community Care CACP,31502.0,Outback - North,QLD,Home Care,not_for_profit,2022,258053.71
Blue Care Mount Isa Community Care CACP,31502.0,Outback - North,QLD,Home Care,not_for_profit,2023,318518.82
Blue Care Mount Isa Community Care CACP,31502.0,Outback - North,QLD,Home Care,not_for_profit,2024,-1499.79
Blue Care Moura Community Care CACP,30804.0,Biloela,QLD,Home Care,not_for_profit,2019,173319.55
Blue Care Moura Community Care CACP,30804.0,Biloela,QLD,Home Care,not_for_profit,2020,216561.65999999992
Blue Care Moura Community Care CACP,30804.0,Biloela,QLD,Home Care,not_for_profit,2021,137394.0
Blue Care Moura Community Care CACP,30804.0,Biloela,QLD,Home Care,not_for_profit,2022,161595.39
Blue Care Moura Community Care CACP,30804.0,Biloela,QLD,Home Care,not_for_profit,2023,225284.88
Blue Care Moura Community Care CACP,30804.0,Biloela,QLD,Home Care,not_for_profit,2024,-22881.64
Blue Care Mundubbera/Eidsvold Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2019,70984.88
Blue Care Mundubbera/Eidsvold Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2020,68230.95999999999
Blue Care Mundubbera/Eidsvold Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2021,116969.83
Blue Care Mundubbera/Eidsvold Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2022,150326.05
Blue Care Mundubbera/Eidsvold Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2023,434531.47
Blue Care Mundubbera/Eidsvold Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2024,3238.88
Blue Care Murgon Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2019,441958.399999999
Blue Care Murgon Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2020,533789.5200000001
Blue Care Murgon Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2021,542633.12
Blue Care Murgon Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2022,403248.29
Blue Care Murgon Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2023,897753.56
Blue Care Murgon Community Care CACP,31902.0,Burnett,QLD,Home Care,not_for_profit,2024,-54987.25
Blue Care Noosa Community Care CACP,31608.0,Noosa Hinterland,QLD,Home Care,not_for_profit,2019,1184782.46
Blue Care Noosa Community Care CACP,31608.0,Noosa Hinterland,QLD,Home Care,not_for_profit,2020,1600789.6000000006
Blue Care Noosa Community Care CACP,31608.0,Noosa Hinterland,QLD,Home Care,not_for_profit,2021,1843775.97
Blue Care Noosa Community Care CACP,31608.0,Noosa Hinterland,QLD,Home Care,not_for_profit,2022,2142259.76
Blue Care Noosa Community Care CACP,31608.0,Noosa Hinterland,QLD,Home Care,not_for_profit,2023,3382855.98
Blue Care Noosa Community Care CACP,31608.0,Noosa Hinterland,QLD,Home Care,not_for_profit,2024,-239006.0
Blue Care Proserpine Community Care CACP,31203.0,Whitsunday,QLD,Home Care,not_for_profit,2019,218986.75
Blue Care Proserpine Community Care CACP,31203.0,Whitsunday,QLD,Home Care,not_for_profit,2020,170919.3900000001
Blue Care Proserpine Community Care CACP,31203.0,Whitsunday,QLD,Home Care,not_for_profit,2021,281117.86
Blue Care Proserpine Community Care CACP,31203.0,Whitsunday,QLD,Home Care,not_for_profit,2022,255309.09
Blue Care Proserpine Community Care CACP,31203.0,Whitsunday,QLD,Home Care,not_for_profit,2023,397865.95
Blue Care Proserpine Community Care CACP,31203.0,Whitsunday,QLD,Home Care,not_for_profit,2024,0.0
Blue Care Redcliffe Aged Care Facility,31305.0,Redcliffe,QLD,Residential,not_for_profit,2019,7890942.17
Blue Care Redcliffe Aged Care Facility,31305.0,Redcliffe,QLD,Residential,not_for_profit,2020,7605048.08
Blue Care Redcliffe Aged Care Facility,31305.0,Redcliffe,QLD,Residential,not_for_profit,2021,8252354.34
Blue Care Redcliffe Aged Care Facility,31305.0,Redcliffe,QLD,Residential,not_for_profit,2022,7628010.08
Blue Care Redcliffe Aged Care Facility,31305.0,Redcliffe,QLD,Residential,not_for_profit,2023,8661105.87
Blue Care Redcliffe Aged Care Facility,31305.0,Redcliffe,QLD,Residential,not_for_profit,2024,10755233.65
Blue Care Redcliffe Aged Care Facility,31305.0,Redcliffe,QLD,Residential,not_for_profit,2025,11420477.92
Blue Care Redcliffe Community Care - EACH,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2019,2236816.80000002
Blue Care Redcliffe Community Care - EACH,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2020,2809440.5799999996
Blue Care Redcliffe Community Care - EACH,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2021,3323165.95
Blue Care Redcliffe Community Care - EACH,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2022,3405645.98
Blue Care Redcliffe Community Care - EACH,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2023,1985124.0
Blue Care Redcliffe Community Care - EACH,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2024,-222533.97
Blue Care Redcliffe Community Care CACP,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2019,566401.759999998
Blue Care Redcliffe Community Care CACP,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2020,595810.98
Blue Care Redcliffe Community Care CACP,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2021,703781.07
Blue Care Redcliffe Community Care CACP,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2022,1302826.68
Blue Care Redcliffe Community Care CACP,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2023,3335779.48
Blue Care Redcliffe Community Care CACP,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2024,3034594.99
Blue Care Redcliffe Community Care CACP,31305.0,Redcliffe,QLD,Home Care,not_for_profit,2025,2438922.15
Blue Care Redland Bay Yarrabee Aged Care Facility,30102.0,Cleveland - Stradbroke,QLD,Residential,not_for_profit,2019,3238205.25
Blue Care Redland Bay Yarrabee Aged Care Facility,30102.0,Cleveland - Stradbroke,QLD,Residential,not_for_profit,2020,3035048.79
Blue Care Redland Bay Yarrabee Aged Care Facility,30102.0,Cleveland - Stradbroke,QLD,Residential,not_for_profit,2021,3055016.34
